# OGLE-IV V-band filter
# Asahi Spectra Co., Ltd
# measurements in 9 spots on the filter
#
#        1              2                 3             4         5         6         7         8         9        10        11        12              13         14
# wavelength[A]   mean_transmission  standard_dev     spot1     spot2     spot3     spot4     spot5     spot6     spot7     spot8     spot9          minimal    maximal 
#
      6352.58       0.002579          0.000241      0.002509  0.002300  0.002509  0.002509  0.002719  0.003137  0.002509  0.002300  0.002719         0.002300   0.003137
      6365.06       0.002630          0.000145      0.002748  0.002536  0.002536  0.002748  0.002748  0.002325  0.002748  0.002748  0.002536         0.002325   0.002748
      6377.55       0.002660          0.000178      0.002778  0.002778  0.002778  0.002351  0.002778  0.002778  0.002778  0.002565  0.002351         0.002351   0.002778
      6390.04       0.002424          0.000223      0.002376  0.002808  0.002376  0.002592  0.002160  0.002592  0.002160  0.002592  0.002160         0.002160   0.002808
      6402.52       0.002666          0.000200      0.002400  0.002836  0.002618  0.002618  0.002618  0.002618  0.003054  0.002400  0.002836         0.002400   0.003054
      6415.01       0.001961          0.000219      0.001765  0.001986  0.001765  0.001986  0.001986  0.001765  0.002427  0.002207  0.001765         0.001765   0.002427
      6427.51       0.001978          0.000164      0.002225  0.002002  0.002225  0.001780  0.002002  0.002002  0.002002  0.001780  0.001780         0.001780   0.002225
      6440.00       0.002042          0.000165      0.002241  0.002241  0.001793  0.002017  0.002241  0.002017  0.002017  0.001793  0.002017         0.001793   0.002241
      6452.49       0.002221          0.000269      0.002695  0.002022  0.002471  0.002246  0.002471  0.002246  0.001797  0.002022  0.002022         0.001797   0.002695
      6464.99       0.002347          0.000239      0.002247  0.002022  0.002247  0.002247  0.002247  0.002472  0.002921  0.002472  0.002247         0.002022   0.002921
      6477.48       0.001965          0.000176      0.001791  0.001791  0.002238  0.002014  0.002238  0.001791  0.002014  0.002014  0.001791         0.001791   0.002238
      6489.98       0.001957          0.000140      0.002007  0.002230  0.002007  0.002007  0.001784  0.001784  0.001784  0.002007  0.002007         0.001784   0.002230
      6502.48       0.001782          0.000257      0.001782  0.001782  0.001782  0.001337  0.002005  0.002005  0.001337  0.002005  0.002005         0.001337   0.002005
      6514.98       0.001772          0.000166      0.001573  0.001797  0.001797  0.001797  0.002022  0.001573  0.001573  0.002022  0.001797         0.001573   0.002022
      6527.48       0.001872          0.000179      0.002049  0.002049  0.001821  0.001821  0.002049  0.001594  0.002049  0.001821  0.001594         0.001594   0.002049
      6539.98       0.001496          0.000115      0.001393  0.001625  0.001393  0.001625  0.001393  0.001625  0.001393  0.001393  0.001625         0.001393   0.001625
      6552.49       0.001440          0.000174      0.001413  0.001413  0.001413  0.001178  0.001649  0.001649  0.001178  0.001649  0.001413         0.001178   0.001649
      6564.99       0.001751          0.000225      0.001910  0.001671  0.001910  0.002149  0.001910  0.001671  0.001433  0.001433  0.001671         0.001433   0.002149
      6577.50       0.001954          0.000136      0.002168  0.002168  0.001927  0.001927  0.001927  0.001686  0.001927  0.001927  0.001927         0.001686   0.002168
      6590.01       0.001296          0.000256      0.001215  0.001215  0.001702  0.000972  0.001215  0.001702  0.000972  0.001458  0.001215         0.000972   0.001702
      6602.52       0.001683          0.000214      0.001710  0.001710  0.001222  0.001955  0.001466  0.001955  0.001710  0.001710  0.001710         0.001222   0.001955
      6615.03       0.001772          0.000154      0.001963  0.001717  0.001963  0.001717  0.001472  0.001963  0.001717  0.001717  0.001717         0.001472   0.001963
      6627.54       0.001531          0.000102      0.001476  0.001722  0.001722  0.001476  0.001476  0.001476  0.001476  0.001476  0.001476         0.001476   0.001722
      6640.05       0.001424          0.000194      0.001479  0.001479  0.001479  0.001232  0.001479  0.001725  0.001479  0.001479  0.000986         0.000986   0.001725
      6652.57       0.001616          0.000236      0.001479  0.001479  0.001726  0.001233  0.001972  0.001972  0.001479  0.001479  0.001726         0.001233   0.001972
      6665.08       0.001397          0.000232      0.001479  0.001725  0.001725  0.001479  0.001479  0.001232  0.000986  0.001232  0.001232         0.000986   0.001725
      6677.60       0.001344          0.000205      0.001234  0.001481  0.001481  0.001234  0.001728  0.001234  0.001481  0.001234  0.000987         0.000987   0.001728
      6690.12       0.001401          0.000261      0.001483  0.001236  0.000989  0.001236  0.001978  0.001483  0.001236  0.001483  0.001483         0.000989   0.001978
      6702.63       0.001048          0.000281      0.001489  0.001241  0.000744  0.000496  0.000993  0.000993  0.000993  0.001241  0.001241         0.000496   0.001489
      6715.16       0.001134          0.000207      0.001244  0.001244  0.000746  0.001493  0.000995  0.000995  0.001244  0.001244  0.000995         0.000746   0.001493
      6727.68       0.001556          0.000229      0.001751  0.001251  0.002001  0.001251  0.001501  0.001751  0.001501  0.001501  0.001501         0.001251   0.002001
      6740.20       0.001395          0.000172      0.001256  0.001758  0.001256  0.001507  0.001507  0.001256  0.001256  0.001256  0.001507         0.001256   0.001758
      6752.72       0.001179          0.000168      0.001263  0.001011  0.001011  0.001263  0.001516  0.001011  0.001263  0.001011  0.001263         0.001011   0.001516
      6765.25       0.001468          0.000262      0.001270  0.001524  0.001016  0.001524  0.001778  0.001778  0.001778  0.001270  0.001270         0.001016   0.001778
      6777.78       0.001282          0.000209      0.001282  0.001282  0.001025  0.001538  0.001538  0.001538  0.001025  0.001025  0.001282         0.001025   0.001538
      6790.31       0.001233          0.000162      0.001291  0.001291  0.001033  0.001549  0.001033  0.001033  0.001291  0.001291  0.001291         0.001033   0.001549
      6802.83       0.001068          0.000227      0.001299  0.001299  0.000779  0.001039  0.001299  0.000779  0.001299  0.001039  0.000779         0.000779   0.001299
      6815.37       0.000774          0.000243      0.000774  0.000774  0.000516  0.001033  0.000774  0.000774  0.001033  0.001033  0.000258         0.000258   0.001033
      6827.90       0.000764          0.000208      0.000764  0.001019  0.000764  0.000509  0.000764  0.001019  0.000509  0.001019  0.000509         0.000509   0.001019
      6840.43       0.001256          0.000168      0.001256  0.001256  0.001005  0.001508  0.001256  0.001256  0.001256  0.001005  0.001508         0.001005   0.001508
      6852.97       0.001168          0.000167      0.001001  0.001251  0.001001  0.001001  0.001502  0.001251  0.001251  0.001251  0.001001         0.001001   0.001502
      6865.50       0.000924          0.000238      0.001260  0.000756  0.000756  0.001260  0.000756  0.000504  0.001008  0.001008  0.001008         0.000504   0.001260
      6878.04       0.001079          0.000106      0.001022  0.001022  0.001022  0.001278  0.001022  0.001022  0.001022  0.001278  0.001022         0.001022   0.001278
      6890.58       0.001434          0.000247      0.001806  0.001548  0.001548  0.001290  0.001806  0.001290  0.001290  0.001290  0.001032         0.001032   0.001806
      6903.12       0.000783          0.000246      0.001045  0.000783  0.000783  0.001045  0.000783  0.000783  0.001045  0.000522  0.000261         0.000261   0.001045
      6915.66       0.001149          0.000177      0.001326  0.001061  0.001061  0.001061  0.001326  0.000796  0.001326  0.001061  0.001326         0.000796   0.001326
      6928.20       0.001330          0.000200      0.001088  0.001632  0.001088  0.001360  0.001360  0.001632  0.001360  0.001360  0.001088         0.001088   0.001632
      6940.74       0.000999          0.000192      0.000843  0.000843  0.000843  0.001405  0.001124  0.001124  0.000843  0.001124  0.000843         0.000843   0.001405
      6953.29       0.001036          0.000278      0.000874  0.001456  0.000874  0.000874  0.001165  0.001165  0.000874  0.001456  0.000583         0.000583   0.001456
      6965.83       0.001072          0.000251      0.001206  0.001507  0.001206  0.001206  0.000904  0.000904  0.001206  0.000904  0.000603         0.000603   0.001507
      6978.38       0.001036          0.000207      0.000932  0.001243  0.001243  0.000932  0.000932  0.001243  0.001243  0.000622  0.000932         0.000622   0.001243
      6990.93       0.000992          0.000235      0.000638  0.001275  0.000956  0.000956  0.000956  0.001275  0.001275  0.000956  0.000638         0.000638   0.001275
      7003.48       0.001447          0.000311      0.000977  0.001628  0.001303  0.001954  0.001628  0.000977  0.001303  0.001628  0.001628         0.000977   0.001954
      7016.03       0.001440          0.000271      0.001329  0.001662  0.001662  0.001662  0.001662  0.001329  0.000997  0.001662  0.000997         0.000997   0.001662
      7028.58       0.000641          0.000250      0.001017  0.000678  0.000339  0.000678  0.001017  0.000678  0.000339  0.000678  0.000339         0.000339   0.001017
      7041.14       0.001074          0.000255      0.001036  0.001381  0.000691  0.001036  0.001381  0.001036  0.001381  0.001036  0.000691         0.000691   0.001381
      7053.69       0.000507          0.000336      0.000702  0.000000  0.000351  0.000702  0.000702  0.000702  0.001054  0.000351  0.000000         0.000000   0.001054
      7066.25       0.001264          0.000296      0.001066  0.001422  0.001422  0.001422  0.001066  0.001777  0.001066  0.000711  0.001422         0.000711   0.001777
      7078.81       0.001231          0.000245      0.001430  0.001073  0.001430  0.000715  0.001430  0.001430  0.001073  0.001430  0.001073         0.000715   0.001430
      7091.37       0.001864          0.000405      0.001785  0.002499  0.002142  0.002142  0.001785  0.001785  0.001071  0.002142  0.001428         0.001071   0.002499
      7103.93       0.001023          0.000352      0.000708  0.001063  0.001417  0.000708  0.001417  0.001063  0.001063  0.001417  0.000354         0.000354   0.001417
      7116.49       0.001283          0.000286      0.001050  0.001750  0.001750  0.001050  0.001400  0.001050  0.001400  0.001050  0.001050         0.001050   0.001750
      7129.05       0.000694          0.000283      0.000694  0.000694  0.000347  0.001041  0.000694  0.000347  0.000347  0.001041  0.001041         0.000347   0.001041
      7141.61       0.000655          0.000415      0.000347  0.000347  0.001040  0.001386  0.001040  0.000693  0.000347  0.000693  0.000000         0.000000   0.001386
      7154.18       0.000585          0.000234      0.001054  0.000351  0.000702  0.000702  0.000702  0.000351  0.000351  0.000351  0.000702         0.000351   0.001054
      7166.74       0.001084          0.000381      0.001446  0.001446  0.001446  0.001084  0.000361  0.000723  0.001446  0.001084  0.000723         0.000361   0.001446
      7179.31       0.001043          0.000344      0.000751  0.000751  0.001127  0.001503  0.001127  0.001127  0.000376  0.001503  0.001127         0.000376   0.001503
      7191.88       0.000832          0.000345      0.000394  0.000394  0.001182  0.000788  0.000788  0.000788  0.000788  0.001577  0.000788         0.000394   0.001577
      7204.45       0.001477          0.000345      0.001246  0.002077  0.001662  0.001662  0.000831  0.001246  0.001662  0.001662  0.001246         0.000831   0.002077
      7217.02       0.001409          0.000182      0.001312  0.001312  0.001312  0.001312  0.001749  0.001312  0.001312  0.001312  0.001749         0.001312   0.001749
      7229.60       0.001426          0.000338      0.001834  0.001376  0.001376  0.001376  0.001834  0.001834  0.000917  0.000917  0.001376         0.000917   0.001834
      7242.17       0.001377          0.000351      0.000953  0.000953  0.001907  0.001907  0.001430  0.001430  0.000953  0.001430  0.001430         0.000953   0.001907
      7254.75       0.002284          0.000400      0.001958  0.001958  0.001958  0.002937  0.001958  0.002447  0.002447  0.001958  0.002937         0.001958   0.002937
      7267.32       0.000055          0.000368      0.000000  0.000000  0.000000 -0.000499  0.000499 -0.000499  0.000499  0.000499  0.000000        -0.000499   0.000499
      7279.90       0.000781          0.000344      0.001004  0.001505  0.000502  0.000502  0.001004  0.000502  0.001004  0.000502  0.000502         0.000502   0.001505
      7292.48       0.001559          0.000369      0.001504  0.001003  0.001504  0.002005  0.002005  0.002005  0.001504  0.001504  0.001003         0.001003   0.002005
      7305.06       0.000831          0.000332      0.000997  0.000499  0.000997  0.000997  0.000499  0.000499  0.000499  0.000997  0.001496         0.000499   0.001496
      7317.64       0.001367          0.000387      0.001969  0.000984  0.000984  0.000984  0.001476  0.001476  0.001476  0.000984  0.001969         0.000984   0.001969
      7330.22       0.001305          0.000326      0.000978  0.001468  0.001957  0.001468  0.000978  0.001468  0.001468  0.000978  0.000978         0.000978   0.001957
      7342.81       0.001046          0.000365      0.000991  0.000991  0.000991  0.001981  0.000991  0.000991  0.000495  0.000991  0.000991         0.000495   0.001981
      7355.39       0.000401          0.000472      0.000000 -0.000515  0.000515  0.000515  0.001030  0.000515  0.000000  0.001030  0.000515        -0.000515   0.001030
      7367.98       0.001700          0.000654      0.001639  0.002186  0.000546  0.002732  0.001093  0.002186  0.002186  0.001093  0.001639         0.000546   0.002732
      7380.57       0.002198          0.000457      0.001745  0.002327  0.002327  0.002909  0.002909  0.001745  0.001745  0.002327  0.001745         0.001745   0.002909
      7393.16       0.000680          0.000451      0.000000  0.001224  0.000612  0.000000  0.000612  0.001224  0.000612  0.001224  0.000612         0.000000   0.001224
      7405.75       0.001402          0.000578      0.001262  0.000631  0.001893  0.001262  0.002524  0.001893  0.000631  0.001262  0.001262         0.000631   0.002524
      7418.34       0.001581          0.000618      0.001294  0.002587  0.001294  0.001940  0.000647  0.001940  0.001940  0.000647  0.001940         0.000647   0.002587
      7430.94       0.002069          0.000490      0.001995  0.001995  0.002660  0.002660  0.001995  0.001995  0.001330  0.002660  0.001330         0.001330   0.002660
      7443.53       0.001992          0.000508      0.001379  0.002069  0.002069  0.002759  0.002759  0.001379  0.001379  0.002069  0.002069         0.001379   0.002759
      7456.13      -0.000321          0.000495      0.000000 -0.000723  0.000000  0.000000  0.000000  0.000000 -0.001445  0.000000 -0.000723        -0.001445   0.000000
      7468.72       0.001843          0.000517      0.002262  0.002262  0.002262  0.002262  0.001508  0.002262  0.000754  0.001508  0.001508         0.000754   0.002262
      7481.32       0.001311          0.000829      0.000787  0.002360  0.000787  0.001574  0.002360  0.000787  0.002360  0.000787  0.000000         0.000000   0.002360
      7493.92       0.002078          0.000777      0.001626  0.002439  0.002439  0.001626  0.003252  0.001626  0.003252  0.000813  0.001626         0.000813   0.003252
      7506.52       0.001871          0.000867      0.003367  0.002525  0.000842  0.002525  0.000842  0.001684  0.002525  0.001684  0.000842         0.000842   0.003367
      7519.12       0.001939          0.000800      0.002618  0.003490  0.001745  0.001745  0.001745  0.001745  0.000873  0.002618  0.000873         0.000873   0.003490
      7531.73       0.002626          0.000903      0.003636  0.001818  0.001818  0.002727  0.002727  0.002727  0.004545  0.001818  0.001818         0.001818   0.004545
      7544.33       0.001377          0.000793      0.000953  0.001907  0.000953  0.002860  0.000953  0.001907  0.000953  0.001907  0.000000         0.000000   0.002860
      7556.94       0.002107          0.000873      0.002994  0.002994  0.001996  0.001996  0.002994  0.000998  0.000998  0.002994  0.000998         0.000998   0.002994
      7569.55       0.001742          0.000853      0.000000  0.002090  0.001045  0.002090  0.003135  0.002090  0.002090  0.002090  0.001045         0.000000   0.003135
      7582.15       0.003250          0.000885      0.003250  0.003250  0.003250  0.003250  0.003250  0.003250  0.001083  0.004334  0.004334         0.001083   0.004334
      7594.76       0.002595          0.001049      0.001112  0.003337  0.002225  0.004449  0.003337  0.002225  0.002225  0.001112  0.003337         0.001112   0.004449
      7607.37       0.002855          0.000765      0.003352  0.003352  0.002235  0.003352  0.002235  0.003352  0.001117  0.003352  0.003352         0.001117   0.003352
      7619.99       0.002727          0.000731      0.003202  0.003202  0.002134  0.003202  0.002134  0.002134  0.002134  0.002134  0.004269         0.002134   0.004269
      7632.60       0.001892          0.000892      0.002838  0.002838  0.001892  0.000946  0.002838  0.001892  0.001892  0.001892  0.000000         0.000000   0.002838
      7645.22       0.001922          0.000544      0.002595  0.001730  0.001730  0.002595  0.001730  0.001730  0.000865  0.002595  0.001730         0.000865   0.002595
      7657.83       0.001976          0.000798      0.002540  0.001693  0.000000  0.002540  0.002540  0.001693  0.002540  0.001693  0.002540         0.000000   0.002540
      7670.45      -0.000408          0.000628     -0.001835  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000917  0.000000 -0.000917        -0.001835   0.000000
      7683.07       0.002805          0.000752      0.003293  0.002195  0.002195  0.004391  0.003293  0.002195  0.003293  0.002195  0.002195         0.002195   0.004391
      7695.69       0.002649          0.001396      0.001325  0.002649  0.001325  0.003974  0.002649  0.005298  0.001325  0.003974  0.001325         0.001325   0.005298
      7708.31       0.002189          0.000753      0.003030  0.003030  0.001515  0.003030  0.001515  0.001515  0.001515  0.003030  0.001515         0.001515   0.003030
      7720.93       0.003132          0.001824      0.003317  0.000000  0.003317  0.001658  0.003317  0.001658  0.006634  0.004975  0.003317         0.000000   0.006634
      7733.56       0.006293          0.000879      0.005310  0.007080  0.005310  0.007080  0.005310  0.007080  0.005310  0.007080  0.007080         0.005310   0.007080
      7746.18       0.002731          0.000939      0.001890  0.003781  0.001890  0.001890  0.001890  0.003781  0.001890  0.003781  0.003781         0.001890   0.003781
      7758.81       0.000665          0.001331      0.001996  0.001996  0.000000  0.000000  0.000000  0.001996 -0.001996  0.000000  0.001996        -0.001996   0.001996
      7771.44       0.002789          0.001708      0.002092  0.002092  0.002092  0.002092  0.000000  0.004184  0.006276  0.004184  0.002092         0.000000   0.006276
      7784.06       0.003411          0.001502      0.004386  0.004386  0.002193  0.004386  0.004386  0.004386  0.004386  0.002193  0.000000         0.000000   0.004386
      7796.69       0.003543          0.002177      0.002278  0.002278  0.004556  0.006834  0.006834  0.002278  0.002278  0.004556  0.000000         0.000000   0.006834
      7809.33       0.004684          0.002469      0.004684  0.004684  0.007026  0.002342  0.009368  0.004684  0.004684  0.000000  0.004684         0.000000   0.009368
      7821.96       0.000537          0.001518      0.000000  0.002415  0.000000  0.000000  0.002415  0.002415  0.000000 -0.002415  0.000000        -0.002415   0.002415
      7834.59       0.003284          0.002011      0.004926  0.007389  0.002463  0.000000  0.002463  0.002463  0.002463  0.004926  0.002463         0.000000   0.007389
      7847.23       0.000840          0.001679      0.000000  0.002519  0.000000  0.000000  0.002519  0.002519 -0.002519  0.000000  0.002519        -0.002519   0.002519
      7859.87       0.001692          0.002072      0.002538  0.002538  0.000000  0.002538  0.002538  0.002538 -0.002538  0.005076  0.000000        -0.002538   0.005076
      7872.50       0.002785          0.002193      0.005013  0.002506  0.000000  0.002506  0.005013  0.005013  0.000000  0.000000  0.005013         0.000000   0.005013
      7885.14       0.003506          0.002320      0.002427  0.004854  0.000000  0.004854  0.004854  0.002427  0.007282  0.004854  0.000000         0.000000   0.007282
      7897.78       0.002087          0.001730      0.000000  0.000000  0.002347  0.002347  0.004695  0.002347  0.002347  0.004695  0.000000         0.000000   0.004695
      7910.42      -0.002320          0.002446      0.000000 -0.004640 -0.002320  0.000000 -0.004640  0.002320 -0.004640 -0.004640 -0.002320        -0.004640   0.002320
      7923.07       0.003660          0.002508      0.002353  0.000000  0.002353  0.004706  0.002353  0.009412  0.004706  0.004706  0.002353         0.000000   0.009412
      7935.71       0.003532          0.002033      0.000000  0.002445  0.002445  0.002445  0.007335  0.004890  0.004890  0.004890  0.002445         0.000000   0.007335
      7948.36       0.005892          0.001684      0.005051  0.002525  0.007576  0.005051  0.007576  0.007576  0.005051  0.005051  0.007576         0.002525   0.007576
      7961.00       0.001122          0.002100      0.000000  0.000000  0.005051  0.000000  0.002525  0.000000  0.002525  0.002525 -0.002525        -0.002525   0.005051
      7973.65       0.005213          0.001820      0.004938  0.007407  0.002469  0.007407  0.004938  0.007407  0.004938  0.004938  0.002469         0.002469   0.007407
      7986.30       0.003997          0.001958      0.004796  0.004796  0.004796  0.007194  0.004796  0.004796  0.000000  0.002398  0.002398         0.000000   0.007194
      7998.95       0.001313          0.002519      0.002364 -0.002364  0.002364  0.002364  0.004728  0.004728  0.000000  0.000000 -0.002364        -0.002364   0.004728
      8011.60      -0.000528          0.000988      0.000000 -0.002375  0.000000  0.000000  0.000000  0.000000 -0.002375  0.000000  0.000000        -0.002375   0.000000
      8024.26       0.002658          0.001763      0.002392  0.004785  0.002392  0.004785  0.000000  0.002392  0.004785  0.000000  0.002392         0.000000   0.004785
      8036.91      -0.000270          0.002129     -0.002433  0.002433  0.000000  0.000000  0.002433 -0.002433  0.002433 -0.002433 -0.002433        -0.002433   0.002433
      8049.57       0.000815          0.001630      0.002445  0.000000  0.000000  0.002445  0.000000  0.002445  0.000000  0.002445 -0.002445        -0.002445   0.002445
      8062.22       0.003794          0.001671      0.002439  0.002439  0.004878  0.004878  0.007317  0.002439  0.002439  0.002439  0.004878         0.002439   0.007317
      8074.88       0.003447          0.002281      0.000000  0.004773  0.007160  0.004773  0.002387  0.004773  0.002387  0.004773  0.000000         0.000000   0.007160
      8087.54       0.001289          0.001589      0.002320  0.000000  0.000000  0.000000  0.004640  0.002320  0.000000  0.000000  0.002320         0.000000   0.004640
      8100.20       0.001732          0.001400      0.002227  0.002227  0.002227  0.000000  0.000000  0.004454  0.002227  0.000000  0.002227         0.000000   0.004454
      8112.87       0.001658          0.001954      0.000000  0.002132 -0.002132  0.002132  0.004264  0.002132  0.002132  0.004264  0.000000        -0.002132   0.004264
      8125.53       0.003824          0.001147      0.002024  0.006073  0.002024  0.004049  0.004049  0.004049  0.004049  0.004049  0.004049         0.002024   0.006073
      8138.19       0.000000          0.001567      0.001919  0.000000 -0.001919  0.001919 -0.001919  0.000000 -0.001919  0.001919  0.000000        -0.001919   0.001919
      8150.86       0.000997          0.001493      0.000000  0.001795  0.001795  0.001795  0.001795  0.000000 -0.001795  0.003591  0.000000        -0.001795   0.003591
      8163.53       0.002723          0.001541      0.001634  0.003268  0.003268  0.003268  0.001634  0.001634  0.004902  0.004902  0.000000         0.000000   0.004902
      8176.20      -0.000951          0.001504     -0.001427 -0.002853 -0.001427  0.000000  0.001427 -0.002853 -0.001427  0.001427 -0.001427        -0.002853   0.001427
      8188.87       0.002888          0.000940      0.004520  0.002260  0.002260  0.003390  0.003390  0.003390  0.003390  0.002260  0.001130         0.001130   0.004520
      8201.54       0.000337          0.000377      0.000759  0.000759  0.000759  0.000000  0.000000  0.000000  0.000000  0.000000  0.000759         0.000000   0.000759
      8214.21      -0.000624          0.000413     -0.000432  0.000000 -0.000432 -0.001297 -0.000432 -0.000432 -0.000865 -0.001297 -0.000432        -0.001297   0.000000
      8226.88      -0.000091          0.000223     -0.000547  0.000000 -0.000273  0.000000  0.000000  0.000273  0.000000  0.000000 -0.000273        -0.000547   0.000273
      8239.56      -0.000047          0.000134      0.000000  0.000213 -0.000213  0.000000  0.000000 -0.000213 -0.000213  0.000000  0.000000        -0.000213   0.000213
      8252.23       0.000175          0.000196      0.000197  0.000395  0.000197  0.000000  0.000395  0.000395  0.000197  0.000000 -0.000197        -0.000197   0.000395
      8264.91       0.000023          0.000154      0.000000 -0.000209  0.000000  0.000000  0.000209  0.000209  0.000000  0.000209 -0.000209        -0.000209   0.000209
      8277.59      -0.000000          0.000322      0.000242  0.000242  0.000000  0.000484  0.000242 -0.000484 -0.000484 -0.000242  0.000000        -0.000484   0.000484
      8290.27       0.000412          0.000304      0.000285  0.000570  0.000855  0.000855  0.000285  0.000000  0.000570  0.000000  0.000285         0.000000   0.000855
      8302.95       0.000267          0.000421      0.000343 -0.000343  0.000343  0.000686  0.001028  0.000000  0.000343  0.000343 -0.000343        -0.000343   0.001028
      8315.63      -0.000329          0.000266     -0.000423 -0.000846  0.000000 -0.000423 -0.000423  0.000000 -0.000423  0.000000 -0.000423        -0.000846   0.000000
      8328.32       0.000617          0.000436      0.000463  0.000926  0.000463  0.000926  0.001389  0.000926  0.000463  0.000000  0.000000         0.000000   0.001389
      8341.00       0.000685          0.000301      0.000440  0.000440  0.001320  0.000880  0.000880  0.000440  0.000440  0.000880  0.000440         0.000440   0.001320
      8353.69      -0.000093          0.000264     -0.000420  0.000000  0.000000 -0.000420  0.000000 -0.000420  0.000420  0.000000  0.000000        -0.000420   0.000420
      8366.38       0.000146          0.000292      0.000438 -0.000438  0.000000  0.000000  0.000438  0.000000  0.000000  0.000438  0.000438        -0.000438   0.000438
      8379.07       0.000170          0.000339      0.000000  0.000509  0.000509  0.000509  0.000509  0.000000 -0.000509  0.000000  0.000000        -0.000509   0.000509
      8391.76       0.000065          0.000432      0.000000 -0.000586  0.000586  0.000586  0.000586  0.000000  0.000000 -0.000586  0.000000        -0.000586   0.000586
      8404.45       0.001299          0.000612      0.001846  0.001231  0.001231  0.001231  0.001231  0.001231  0.002462  0.000000  0.001231         0.000000   0.002462
      8417.14       0.001320          0.000547      0.000625  0.001251  0.001876  0.001251  0.001876  0.001876  0.001876  0.000625  0.000625         0.000625   0.001876
      8429.83       0.000000          0.000444      0.000000  0.000666  0.000000  0.000666  0.000000  0.000000  0.000000 -0.000666 -0.000666        -0.000666   0.000666
      8442.53      -0.000259          0.000635      0.000000  0.000000  0.000000  0.000000 -0.000778  0.000778 -0.000778  0.000000 -0.001555        -0.001555   0.000778
      8455.23      -0.000733          0.000741     -0.000943  0.000000 -0.000943  0.000000 -0.001885  0.000000  0.000000 -0.001885 -0.000943        -0.001885   0.000000
      8467.92       0.000844          0.000994      0.000000  0.001085 -0.001085  0.002169  0.001085  0.000000  0.001085  0.002169  0.001085        -0.001085   0.002169
      8480.62       0.000782          0.001236      0.000000  0.002345 -0.001172  0.001172  0.001172  0.001172  0.001172  0.002345 -0.001172        -0.001172   0.002345
      8493.32       0.000135          0.001205     -0.001212  0.000000  0.000000  0.002424  0.001212  0.000000 -0.001212 -0.001212  0.001212        -0.001212   0.002424
      8506.02       0.001899          0.001015      0.002442  0.001221  0.002442  0.002442  0.003663  0.000000  0.001221  0.001221  0.002442         0.000000   0.003663
      8518.73       0.001211          0.000571      0.001211  0.002421  0.000000  0.001211  0.001211  0.001211  0.001211  0.001211  0.001211         0.000000   0.002421
      8531.43       0.000265          0.000935     -0.001190  0.001190 -0.001190  0.000000  0.001190  0.001190  0.001190  0.000000  0.000000        -0.001190   0.001190
      8544.14      -0.000129          0.000855      0.000000  0.000000 -0.001160  0.001160  0.001160  0.000000 -0.001160 -0.001160  0.000000        -0.001160   0.001160
      8556.84       0.001120          0.001180     -0.001120  0.000000  0.002240  0.003359  0.001120  0.001120  0.001120  0.001120  0.001120        -0.001120   0.003359
      8569.55       0.000958          0.000794      0.002155  0.001078  0.000000  0.001078  0.001078  0.001078  0.002155  0.000000  0.000000         0.000000   0.002155
      8582.26       0.001724          0.000975      0.002068  0.002068  0.001034  0.003102  0.003102  0.002068  0.001034  0.001034  0.000000         0.000000   0.003102
      8594.97      -0.000110          0.001186     -0.000991 -0.000991 -0.001982  0.000991  0.000000  0.001982  0.000000 -0.000991  0.000991        -0.001982   0.001982
      8607.68      -0.000632          0.000774      0.000000  0.000000 -0.001896  0.000000  0.000000  0.000000 -0.000948 -0.000948 -0.001896        -0.001896   0.000000
      8620.40      -0.000302          0.000739     -0.000905 -0.000905 -0.000905  0.000000  0.000905  0.000000 -0.000905 -0.000905  0.000905        -0.000905   0.000905
      8633.11      -0.000095          0.000849     -0.000854 -0.000854  0.000000  0.000000  0.001708  0.000854 -0.000854 -0.000854  0.000000        -0.000854   0.001708
      8645.83       0.000618          0.000624      0.001589  0.000794  0.000000  0.000794  0.000794  0.000000  0.000000  0.001589  0.000000         0.000000   0.001589
      8658.54       0.000732          0.000597      0.001463  0.001463  0.000732  0.000732  0.000000  0.001463  0.000000  0.000732  0.000000         0.000000   0.001463
      8671.26       0.000447          0.000774      0.000000  0.000000  0.002012  0.000000  0.001341  0.000671  0.000000  0.000671 -0.000671        -0.000671   0.002012
      8683.98       0.000205          0.000502      0.001230  0.000000  0.000000  0.000000  0.000615  0.000000 -0.000615  0.000615  0.000000        -0.000615   0.001230
      8696.70       0.000000          0.000535      0.000000  0.000000 -0.000567  0.001134  0.000000 -0.000567  0.000567 -0.000567  0.000000        -0.000567   0.001134
      8709.43      -0.000116          0.000216     -0.000521  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.000521        -0.000521   0.000000
      8722.15      -0.001010          0.000353     -0.000957 -0.001435 -0.000957 -0.001435 -0.001435 -0.000478 -0.000957 -0.000478 -0.000957        -0.001435  -0.000478
      8734.87       0.000000          0.000543      0.000000  0.000000  0.000435  0.000000  0.000000 -0.000870 -0.000870  0.000435  0.000870        -0.000870   0.000870
      8747.60       0.000522          0.000185      0.000392  0.000784  0.000392  0.000784  0.000392  0.000392  0.000784  0.000392  0.000392         0.000392   0.000784
      8760.33       0.000456          0.000279      0.000342  0.000684  0.000684  0.000684  0.000684  0.000000  0.000684  0.000342  0.000000         0.000000   0.000684
