# OGLE-IV I-band filter
# Asahi Spectra Co., Ltd
# measurements in 9 spots on the filter
#
#        1              2                 3             4         5         6         7         8         9        10        11        12              13         14
# wavelength[A]   mean_transmission  standard_dev     spot1     spot2     spot3     spot4     spot5     spot6     spot7     spot8     spot9          minimal    maximal 
#
      6327.61       0.000966          0.000138      0.000828  0.000828  0.001035  0.001035  0.001035  0.000828  0.000828  0.001242  0.001035         0.000828   0.001242
      6340.09       0.001138          0.000200      0.000836  0.001045  0.001254  0.001463  0.001045  0.000836  0.001254  0.001254  0.001254         0.000836   0.001463
      6352.58       0.001102          0.000193      0.001055  0.001266  0.001055  0.001055  0.000844  0.001266  0.001055  0.000844  0.001477         0.000844   0.001477
      6365.06       0.000641          0.000142      0.000641  0.000641  0.000854  0.000854  0.000641  0.000427  0.000641  0.000641  0.000427         0.000427   0.000854
      6377.55       0.000552          0.000206      0.000648  0.000648  0.000216  0.000864  0.000648  0.000216  0.000648  0.000648  0.000432         0.000216   0.000864
      6390.04       0.000606          0.000171      0.000655  0.000436  0.000436  0.000655  0.000436  0.000655  0.000436  0.000873  0.000873         0.000436   0.000873
      6402.52       0.001249          0.000180      0.001322  0.001322  0.001543  0.000882  0.001102  0.001322  0.001322  0.001322  0.001102         0.000882   0.001543
      6415.01       0.001089          0.000126      0.001337  0.001114  0.001114  0.001114  0.001114  0.000891  0.001114  0.000891  0.001114         0.000891   0.001337
      6427.51       0.001048          0.000183      0.001348  0.001123  0.001123  0.000898  0.001123  0.000898  0.000674  0.001123  0.001123         0.000674   0.001348
      6440.00       0.001434          0.000107      0.001358  0.001584  0.001358  0.001584  0.001358  0.001358  0.001358  0.001358  0.001584         0.001358   0.001584
      6452.49       0.001816          0.000239      0.002270  0.001589  0.001589  0.001816  0.001589  0.001816  0.002043  0.002043  0.001589         0.001589   0.002270
      6464.99       0.001338          0.000167      0.001363  0.001136  0.001591  0.001363  0.001363  0.001591  0.001136  0.001136  0.001363         0.001136   0.001591
      6477.48       0.001031          0.000112      0.001131  0.000905  0.000905  0.001131  0.000905  0.001131  0.001131  0.000905  0.001131         0.000905   0.001131
      6489.98       0.001152          0.000224      0.001127  0.001353  0.001578  0.000902  0.000902  0.001127  0.001127  0.001353  0.000902         0.000902   0.001578
      6502.48       0.001100          0.000224      0.001125  0.001125  0.000900  0.000900  0.001350  0.001576  0.001125  0.000900  0.000900         0.000900   0.001576
      6514.98       0.001210          0.000107      0.001134  0.001134  0.001361  0.001134  0.001134  0.001361  0.001134  0.001134  0.001361         0.001134   0.001361
      6527.48       0.001429          0.000210      0.001608  0.001378  0.001378  0.001148  0.001378  0.001608  0.001378  0.001837  0.001148         0.001148   0.001837
      6539.98       0.001276          0.000224      0.000938  0.001641  0.001406  0.001406  0.001406  0.001172  0.001406  0.000938  0.001172         0.000938   0.001641
      6552.49       0.001559          0.000198      0.001427  0.001427  0.001427  0.001903  0.001427  0.001665  0.001903  0.001427  0.001427         0.001427   0.001903
      6564.99       0.001367          0.000161      0.001447  0.001447  0.001447  0.001688  0.001206  0.001206  0.001206  0.001447  0.001206         0.001206   0.001688
      6577.50       0.001837          0.000167      0.001946  0.001702  0.001946  0.001702  0.001702  0.001946  0.002189  0.001702  0.001702         0.001702   0.002189
      6590.01       0.001555          0.000164      0.001473  0.001719  0.001473  0.001719  0.001719  0.001228  0.001719  0.001473  0.001473         0.001228   0.001719
      6602.52       0.001891          0.000116      0.001973  0.001973  0.001973  0.001973  0.001727  0.001727  0.001727  0.001973  0.001973         0.001727   0.001973
      6615.03       0.001763          0.000217      0.001736  0.001984  0.001736  0.001736  0.001240  0.001984  0.001736  0.001984  0.001736         0.001240   0.001984
      6627.54       0.001574          0.000262      0.001988  0.001491  0.001740  0.001491  0.000994  0.001740  0.001740  0.001491  0.001491         0.000994   0.001988
      6640.05       0.001908          0.000117      0.001991  0.001991  0.001991  0.001742  0.001742  0.001991  0.001991  0.001742  0.001991         0.001742   0.001991
      6652.57       0.001468          0.000248      0.001745  0.001496  0.001246  0.001994  0.001246  0.001246  0.001496  0.001246  0.001496         0.001246   0.001994
      6665.08       0.001772          0.000184      0.001496  0.001745  0.001994  0.001994  0.001745  0.001745  0.001496  0.001994  0.001745         0.001496   0.001994
      6677.60       0.002243          0.000263      0.002492  0.002243  0.001744  0.002492  0.001994  0.002492  0.002492  0.002243  0.001994         0.001744   0.002492
      6690.12       0.001857          0.000207      0.001497  0.001996  0.001996  0.002246  0.001747  0.001747  0.001747  0.001996  0.001747         0.001497   0.002246
      6702.63       0.002252          0.000236      0.002502  0.002502  0.002002  0.002252  0.002252  0.002252  0.002502  0.002252  0.001752         0.001752   0.002502
      6715.16       0.002038          0.000185      0.002010  0.002010  0.002261  0.002261  0.001759  0.002010  0.002261  0.002010  0.001759         0.001759   0.002261
      6727.68       0.002412          0.000173      0.002272  0.002272  0.002272  0.002525  0.002272  0.002525  0.002777  0.002272  0.002525         0.002272   0.002777
      6740.20       0.002423          0.000295      0.002789  0.002535  0.002282  0.002789  0.002282  0.002535  0.002282  0.002535  0.001775         0.001775   0.002789
      6752.72       0.002184          0.000297      0.002297  0.002042  0.001787  0.002297  0.002297  0.002297  0.002808  0.001787  0.002042         0.001787   0.002808
      6765.25       0.002310          0.000210      0.002310  0.002823  0.002310  0.002310  0.002053  0.002310  0.002053  0.002310  0.002310         0.002053   0.002823
      6777.78       0.002301          0.000226      0.002589  0.002589  0.002071  0.002589  0.002071  0.002330  0.002071  0.002330  0.002071         0.002071   0.002589
      6790.31       0.002723          0.000249      0.002868  0.002608  0.002347  0.002608  0.002608  0.003129  0.002608  0.003129  0.002608         0.002347   0.003129
      6802.83       0.002739          0.000280      0.002360  0.002623  0.002623  0.002885  0.002623  0.003409  0.002885  0.002623  0.002623         0.002360   0.003409
      6815.37       0.002931          0.000164      0.002873  0.003134  0.002612  0.002873  0.002873  0.003134  0.002873  0.003134  0.002873         0.002612   0.003134
      6827.90       0.003150          0.000202      0.002835  0.003351  0.003093  0.003351  0.003093  0.003351  0.002835  0.003093  0.003351         0.002835   0.003351
      6840.43       0.003530          0.000439      0.003559  0.003813  0.003559  0.003559  0.003305  0.004067  0.003305  0.004067  0.002542         0.002542   0.004067
      6852.97       0.004216          0.000239      0.004048  0.004301  0.004301  0.004301  0.004048  0.004554  0.004048  0.004554  0.003795         0.003795   0.004554
      6865.50       0.004189          0.000297      0.003821  0.004585  0.004075  0.004585  0.003821  0.004330  0.004330  0.004330  0.003821         0.003821   0.004585
      6878.04       0.004334          0.000418      0.004133  0.004650  0.003875  0.004908  0.003875  0.004650  0.004133  0.004908  0.003875         0.003875   0.004908
      6890.58       0.004269          0.000302      0.003921  0.004443  0.004182  0.004443  0.003921  0.004705  0.003921  0.004705  0.004182         0.003921   0.004705
      6903.12       0.005281          0.000394      0.005017  0.006073  0.004753  0.005281  0.005017  0.005281  0.005281  0.005809  0.005017         0.004753   0.006073
      6915.66       0.005602          0.000367      0.005363  0.005632  0.005363  0.006168  0.005095  0.006168  0.005363  0.005900  0.005363         0.005095   0.006168
      6928.20       0.005986          0.000445      0.005772  0.006322  0.005772  0.006322  0.005498  0.006597  0.005498  0.006597  0.005498         0.005498   0.006597
      6940.74       0.006401          0.000503      0.006527  0.007094  0.006527  0.006527  0.005959  0.006810  0.005392  0.006810  0.005959         0.005392   0.007094
      6953.29       0.007087          0.000292      0.007055  0.007643  0.006761  0.007055  0.007055  0.007349  0.006761  0.007349  0.006761         0.006761   0.007643
      6965.83       0.007471          0.000478      0.007301  0.008214  0.007301  0.007606  0.006997  0.008214  0.006693  0.007606  0.007301         0.006693   0.008214
      6978.38       0.008708          0.000587      0.008150  0.009404  0.008150  0.009091  0.008464  0.009404  0.007837  0.009404  0.008464         0.007837   0.009404
      6990.93       0.008693          0.000607      0.008049  0.009337  0.008049  0.009015  0.009015  0.009659  0.008049  0.009015  0.008049         0.008049   0.009659
      7003.48       0.010300          0.000890      0.009533  0.011506  0.009533  0.010848  0.009862  0.011177  0.009204  0.011506  0.009533         0.009204   0.011506
      7016.03       0.011107          0.000798      0.010064  0.011741  0.011070  0.011741  0.010735  0.011741  0.010064  0.012412  0.010399         0.010064   0.012412
      7028.58       0.012810          0.001271      0.011632  0.014027  0.011632  0.013685  0.011974  0.014711  0.011632  0.014369  0.011632         0.011632   0.014711
      7041.14       0.014329          0.001519      0.012548  0.016033  0.012896  0.015336  0.013942  0.016033  0.012548  0.016382  0.013245         0.012548   0.016382
      7053.69       0.017139          0.002101      0.014894  0.019858  0.015603  0.018794  0.016312  0.019504  0.014539  0.019504  0.015248         0.014539   0.019858
      7066.25       0.019171          0.002716      0.016894  0.021927  0.017254  0.020848  0.017613  0.023005  0.016175  0.022646  0.016175         0.016175   0.023005
      7078.81       0.024205          0.003406      0.020592  0.027818  0.021315  0.026734  0.022760  0.028902  0.020592  0.028179  0.020954         0.020592   0.028902
      7091.37       0.028649          0.004137      0.024883  0.033538  0.024522  0.031735  0.026686  0.033898  0.024522  0.033538  0.024522         0.024522   0.033898
      7103.93       0.034411          0.005465      0.029359  0.040458  0.029359  0.038668  0.032223  0.041174  0.028285  0.041174  0.029001         0.028285   0.041174
      7116.49       0.042021          0.006706      0.035411  0.049575  0.036119  0.046742  0.039306  0.050283  0.035057  0.050637  0.035057         0.035057   0.050637
      7129.05       0.051600          0.008326      0.043844  0.061031  0.044195  0.057874  0.048053  0.061733  0.042441  0.062084  0.043143         0.042441   0.062084
      7141.61       0.062969          0.009879      0.053240  0.073905  0.054641  0.070403  0.058844  0.074956  0.052189  0.075657  0.052890         0.052189   0.075657
      7154.18       0.075924          0.011910      0.063762  0.088912  0.065533  0.085016  0.070847  0.089975  0.063762  0.091746  0.063762         0.063762   0.091746
      7166.74       0.091115          0.014347      0.076867  0.106740  0.079053  0.101639  0.084882  0.108561  0.076138  0.110018  0.076138         0.076138   0.110018
      7179.31       0.110438          0.017391      0.092838  0.129216  0.095112  0.123911  0.103069  0.130731  0.092459  0.133763  0.092838         0.092459   0.133763
      7191.88       0.133713          0.021169      0.112435  0.156138  0.115614  0.149781  0.125149  0.158522  0.111244  0.162495  0.112038         0.111244   0.162495
      7204.45       0.163880          0.026315      0.137542  0.191472  0.140886  0.184365  0.153428  0.194816  0.136288  0.199415  0.136706         0.136288   0.199415
      7217.02       0.199060          0.032663      0.166152  0.233142  0.170119  0.224328  0.186426  0.237550  0.164390  0.243279  0.166152         0.164390   0.243279
      7229.60       0.246212          0.040474      0.205270  0.288951  0.209894  0.278317  0.231160  0.292649  0.202959  0.300971  0.205733         0.202959   0.300971
      7242.17       0.303714          0.050006      0.253122  0.356388  0.258405  0.343420  0.283862  0.361671  0.250720  0.371278  0.254563         0.250720   0.371278
      7254.75       0.374890          0.060015      0.314723  0.438735  0.319170  0.422925  0.350791  0.444664  0.311265  0.455040  0.316700         0.311265   0.455040
      7267.32       0.457113          0.068675      0.388247  0.529884  0.393270  0.513812  0.430437  0.536414  0.383225  0.547966  0.390758         0.383225   0.547966
      7279.90       0.548478          0.073727      0.474722  0.626390  0.479272  0.608696  0.519211  0.634985  0.469161  0.645602  0.478261         0.469161   0.645602
      7292.48       0.641794          0.072476      0.568974  0.718039  0.573522  0.701364  0.615462  0.726630  0.561900  0.736736  0.573522         0.561900   0.736736
      7305.06       0.729856          0.065266      0.664493  0.798395  0.667001  0.782849  0.707623  0.808425  0.656971  0.813440  0.669509         0.656971   0.813440
      7317.64       0.803656          0.052601      0.751239  0.858771  0.752725  0.845887  0.787413  0.868682  0.742815  0.869177  0.756194         0.742815   0.869177
      7330.22       0.859442          0.037704      0.821182  0.898030  0.822660  0.888670  0.850739  0.909360  0.813793  0.903448  0.827094         0.813793   0.909360
      7342.81       0.893872          0.024380      0.869457  0.917788  0.871450  0.911809  0.891380  0.929248  0.860987  0.918784  0.873941         0.860987   0.929248
      7355.39       0.912698          0.014581      0.899068  0.925466  0.900104  0.922360  0.914596  0.937888  0.890787  0.921843  0.902174         0.890787   0.937888
      7367.98       0.919797          0.008503      0.914239  0.924684  0.915338  0.924134  0.924134  0.937328  0.905443  0.917537  0.915338         0.905443   0.937328
      7380.57       0.919500          0.007109      0.917351  0.920868  0.917937  0.921454  0.926143  0.933763  0.908558  0.910903  0.918523         0.908558   0.933763
      7393.16       0.917419          0.007335      0.918719  0.918719  0.917488  0.919335  0.924261  0.930419  0.907020  0.905172  0.915640         0.905172   0.930419
      7405.75       0.914389          0.008185      0.916720  0.917355  0.914177  0.917355  0.920534  0.928798  0.903369  0.900191  0.910998         0.900191   0.928798
      7418.34       0.912880          0.008444      0.914547  0.919113  0.911937  0.916504  0.917808  0.927593  0.900196  0.900196  0.908023         0.900196   0.927593
      7430.94       0.913208          0.009524      0.912316  0.921017  0.910308  0.918340  0.917001  0.931727  0.898929  0.902276  0.906961         0.898929   0.931727
      7443.53       0.915491          0.009480      0.915337  0.923664  0.913255  0.918806  0.919500  0.934074  0.900763  0.905621  0.908397         0.900763   0.934074
      7456.13       0.917451          0.009928      0.917451  0.926865  0.916003  0.920348  0.920348  0.937002  0.902245  0.907314  0.909486         0.902245   0.937002
      7468.72       0.921057          0.009832      0.920973  0.930851  0.920213  0.921733  0.924012  0.940729  0.905775  0.911854  0.913374         0.905775   0.940729
      7481.32       0.926072          0.009309      0.926424  0.934335  0.926424  0.924842  0.928006  0.945411  0.910601  0.918513  0.920095         0.910601   0.945411
      7493.92       0.929235          0.009441      0.927869  0.937705  0.931148  0.926230  0.931148  0.949180  0.913934  0.922131  0.923770         0.913934   0.949180
      7506.52       0.932052          0.009016      0.931298  0.939779  0.935539  0.927905  0.933842  0.950806  0.917727  0.924512  0.927057         0.917727   0.950806
      7519.12       0.936494          0.008741      0.936787  0.942932  0.942054  0.929763  0.939421  0.953468  0.921861  0.930641  0.931519         0.921861   0.953468
      7531.73       0.939819          0.008249      0.939616  0.945105  0.944190  0.933211  0.941446  0.956999  0.925892  0.935956  0.935956         0.925892   0.956999
      7544.33       0.941145          0.007717      0.940613  0.946360  0.946360  0.934866  0.943487  0.955939  0.927203  0.937739  0.937739         0.927203   0.955939
      7556.94       0.942775          0.006654      0.940882  0.945892  0.947896  0.937876  0.942886  0.956914  0.931864  0.941884  0.938878         0.931864   0.956914
      7569.55       0.946485          0.006198      0.945435  0.950682  0.950682  0.941238  0.948583  0.958027  0.934942  0.945435  0.943337         0.934942   0.958027
      7582.15       0.949848          0.006062      0.947541  0.953005  0.951913  0.945355  0.950820  0.963934  0.940984  0.948634  0.946448         0.940984   0.963934
      7594.76       0.955680          0.005508      0.955056  0.959551  0.957303  0.951685  0.956180  0.967416  0.946067  0.955056  0.952809         0.946067   0.967416
      7607.37       0.957803          0.005028      0.956180  0.961798  0.959551  0.952809  0.956180  0.968539  0.950562  0.959551  0.955056         0.950562   0.968539
      7619.99       0.962883          0.004130      0.962284  0.963362  0.965517  0.957974  0.964440  0.970905  0.955819  0.964440  0.961207         0.955819   0.970905
      7632.60       0.969195          0.003211      0.968451  0.971319  0.968451  0.964627  0.970363  0.976099  0.965583  0.970363  0.967495         0.964627   0.976099
      7645.22       0.974284          0.003520      0.973799  0.975546  0.974672  0.968559  0.974672  0.981659  0.970306  0.976419  0.972926         0.968559   0.981659
      7657.83       0.977208          0.002792      0.979487  0.978632  0.976068  0.973504  0.976068  0.982906  0.973504  0.977778  0.976923         0.973504   0.982906
      7670.45       0.973958          0.002906      0.975184  0.973346  0.974265  0.968750  0.972426  0.979779  0.971507  0.976103  0.974265         0.968750   0.979779
      7683.07       0.971947          0.002945      0.974642  0.972437  0.971334  0.965821  0.970232  0.976847  0.970232  0.973539  0.972437         0.965821   0.976847
      7695.69       0.967390          0.003492      0.969456  0.965471  0.969456  0.958831  0.969456  0.970784  0.965471  0.968127  0.969456         0.958831   0.970784
      7708.31       0.962513          0.003360      0.962006  0.962006  0.963526  0.954407  0.962006  0.968085  0.963526  0.963526  0.963526         0.954407   0.968085
      7720.93       0.959142          0.003518      0.961730  0.958403  0.960067  0.950083  0.958403  0.963394  0.960067  0.960067  0.960067         0.950083   0.963394
      7733.56       0.954960          0.003928      0.955357  0.955357  0.957143  0.944643  0.957143  0.958929  0.953571  0.955357  0.957143         0.944643   0.958929
      7746.18       0.954335          0.003020      0.952652  0.954545  0.954545  0.946970  0.956439  0.956439  0.954545  0.954545  0.958333         0.946970   0.958333
      7758.81       0.951681          0.003713      0.951904  0.949900  0.949900  0.943888  0.953908  0.957916  0.949900  0.953908  0.953908         0.943888   0.957916
      7771.44       0.953019          0.003831      0.951374  0.953488  0.953488  0.942918  0.955603  0.955603  0.953488  0.955603  0.955603         0.942918   0.955603
      7784.06       0.944200          0.003287      0.942982  0.940789  0.940789  0.940789  0.945175  0.949561  0.942982  0.949561  0.945175         0.940789   0.949561
      7796.69       0.946860          0.003542      0.949657  0.945080  0.949657  0.938215  0.947368  0.949657  0.945080  0.947368  0.949657         0.938215   0.949657
      7809.33       0.946405          0.003093      0.945882  0.945882  0.948235  0.938824  0.945882  0.945882  0.948235  0.950588  0.948235         0.938824   0.950588
      7821.96       0.948509          0.002919      0.951220  0.948780  0.948780  0.941463  0.951220  0.951220  0.946341  0.948780  0.948780         0.941463   0.951220
      7834.59       0.943210          0.004032      0.943210  0.940741  0.943210  0.933333  0.948148  0.945679  0.943210  0.945679  0.945679         0.933333   0.948148
      7847.23       0.945424          0.003938      0.944584  0.942065  0.949622  0.937028  0.947103  0.944584  0.944584  0.949622  0.949622         0.937028   0.949622
      7859.87       0.941624          0.002931      0.946701  0.944162  0.944162  0.936548  0.939086  0.941624  0.941624  0.941624  0.939086         0.936548   0.946701
      7872.50       0.947696          0.003814      0.946565  0.946565  0.946565  0.938931  0.951654  0.946565  0.949109  0.951654  0.951654         0.938931   0.951654
      7885.14       0.950314          0.003975      0.948403  0.948403  0.955774  0.941032  0.950860  0.950860  0.950860  0.953317  0.953317         0.941032   0.955774
      7897.78       0.948113          0.004009      0.945755  0.950472  0.950472  0.938679  0.945755  0.950472  0.950472  0.952830  0.948113         0.938679   0.952830
      7910.42       0.947016          0.003353      0.949074  0.942130  0.949074  0.939815  0.946759  0.949074  0.949074  0.949074  0.949074         0.939815   0.949074
      7923.07       0.951174          0.002986      0.954869  0.950119  0.952494  0.945368  0.954869  0.952494  0.947743  0.952494  0.950119         0.945368   0.954869
      7935.71       0.946482          0.003349      0.948655  0.946210  0.946210  0.938875  0.943765  0.948655  0.946210  0.948655  0.951100         0.938875   0.951100
      7948.36       0.945295          0.003824      0.948980  0.946429  0.943878  0.938776  0.941327  0.943878  0.943878  0.948980  0.951531         0.938776   0.951531
      7961.00       0.945151          0.003416      0.944020  0.944020  0.946565  0.938931  0.944020  0.949109  0.944020  0.951654  0.944020         0.938931   0.951654
      7973.65       0.947908          0.002984      0.950125  0.947631  0.950125  0.940150  0.947631  0.947631  0.947631  0.950125  0.950125         0.940150   0.950125
      7986.30       0.947824          0.003823      0.948905  0.944039  0.951338  0.939173  0.948905  0.948905  0.946472  0.951338  0.951338         0.939173   0.951338
      7998.95       0.954279          0.003815      0.954545  0.949761  0.954545  0.947368  0.959330  0.954545  0.952153  0.959330  0.956938         0.947368   0.959330
      8011.60       0.951290          0.003372      0.954976  0.950237  0.952607  0.945498  0.945498  0.954976  0.952607  0.952607  0.952607         0.945498   0.954976
      8024.26       0.948594          0.003592      0.949398  0.946988  0.946988  0.939759  0.949398  0.949398  0.951807  0.951807  0.951807         0.939759   0.951807
      8036.91       0.951491          0.002919      0.953659  0.951220  0.953659  0.943902  0.953659  0.951220  0.951220  0.953659  0.951220         0.943902   0.953659
      8049.57       0.952928          0.002947      0.953202  0.953202  0.953202  0.945813  0.953202  0.953202  0.953202  0.958128  0.953202         0.945813   0.958128
      8062.22       0.949618          0.003851      0.950980  0.948529  0.953431  0.941176  0.948529  0.948529  0.950980  0.955882  0.948529         0.941176   0.955882
      8074.88       0.948985          0.004051      0.949519  0.947115  0.942308  0.942308  0.951923  0.949519  0.951923  0.951923  0.954327         0.942308   0.954327
      8087.54       0.951080          0.003568      0.955504  0.948478  0.953162  0.943794  0.950820  0.955504  0.950820  0.953162  0.948478         0.943794   0.955504
      8100.20       0.953203          0.003320      0.952703  0.950450  0.954955  0.945946  0.954955  0.952703  0.952703  0.957207  0.957207         0.945946   0.957207
      8112.87       0.954361          0.004393      0.954839  0.954839  0.954839  0.944086  0.950538  0.954839  0.959140  0.959140  0.956989         0.944086   0.959140
      8125.53       0.957055          0.003049      0.961145  0.952965  0.959100  0.950920  0.957055  0.957055  0.959100  0.957055  0.959100         0.950920   0.961145
      8138.19       0.961165          0.002422      0.963107  0.961165  0.961165  0.955340  0.963107  0.963107  0.963107  0.961165  0.959223         0.955340   0.963107
      8150.86       0.963434          0.003024      0.965455  0.961818  0.965455  0.956364  0.963636  0.963636  0.965455  0.967273  0.961818         0.956364   0.967273
      8163.53       0.964134          0.003429      0.966722  0.960067  0.968386  0.956739  0.963394  0.965058  0.965058  0.966722  0.965058         0.956739   0.968386
      8176.20       0.968416          0.002661      0.970845  0.966472  0.970845  0.962099  0.969388  0.967930  0.967930  0.970845  0.969388         0.962099   0.970845
      8188.87       0.971831          0.003712      0.974178  0.969484  0.974178  0.962441  0.974178  0.970657  0.974178  0.974178  0.973005         0.962441   0.974178
      8201.54       0.976941          0.003133      0.980769  0.975160  0.979167  0.969551  0.978365  0.975160  0.979167  0.977564  0.977564         0.969551   0.980769
      8214.21       0.983627          0.003509      0.986562  0.981001  0.987025  0.976367  0.986562  0.980074  0.986562  0.983781  0.984708         0.976367   0.987025
      8226.88       0.988017          0.003239      0.991860  0.984884  0.990407  0.981686  0.990116  0.984884  0.990988  0.988953  0.988372         0.981686   0.991860
      8239.56       0.990402          0.002935      0.993355  0.987375  0.992027  0.984718  0.991584  0.987375  0.993577  0.991584  0.992027         0.984718   0.993577
      8252.23       0.990824          0.002997      0.994388  0.988174  0.991581  0.985368  0.990379  0.987773  0.994789  0.992584  0.992383         0.985368   0.994789
      8264.91       0.991340          0.003085      0.995403  0.988508  0.991851  0.985792  0.990180  0.988717  0.995194  0.993314  0.993105         0.985792   0.995403
      8277.59       0.989798          0.003123      0.993322  0.986883  0.990699  0.984736  0.987837  0.986883  0.994276  0.992130  0.991414         0.984736   0.994276
      8290.27       0.987647          0.002959      0.990759  0.984878  0.988239  0.982918  0.985718  0.984878  0.991879  0.990199  0.989359         0.982918   0.991879
      8302.95       0.985342          0.002994      0.988587  0.982209  0.985566  0.980530  0.983552  0.983216  0.989594  0.988587  0.986237         0.980530   0.989594
      8315.63       0.983407          0.002783      0.985974  0.980611  0.983498  0.978960  0.981436  0.981436  0.987211  0.986799  0.984736         0.978960   0.987211
      8328.32       0.980290          0.002727      0.982996  0.978401  0.980699  0.975184  0.977941  0.978860  0.983915  0.982996  0.981618         0.975184   0.983915
      8341.00       0.981184          0.002514      0.983021  0.978552  0.982127  0.976318  0.980340  0.980340  0.983914  0.984808  0.981233         0.976318   0.984808
      8353.69       0.981120          0.002510      0.982583  0.978760  0.981733  0.976211  0.980034  0.980459  0.984282  0.984707  0.981308         0.976211   0.984707
      8366.38       0.981748          0.002603      0.982962  0.979467  0.982525  0.976846  0.979904  0.981651  0.985146  0.985583  0.981651         0.976846   0.985583
      8379.07       0.982131          0.002940      0.983968  0.979960  0.982966  0.976453  0.978958  0.982966  0.985471  0.985972  0.982465         0.976453   0.985972
      8391.76       0.979932          0.002490      0.981535  0.978073  0.980958  0.974611  0.978073  0.980958  0.982112  0.983266  0.979804         0.974611   0.983266
      8404.45       0.979885          0.002411      0.980911  0.978448  0.980296  0.974754  0.977833  0.980911  0.982143  0.983374  0.980296         0.974754   0.983374
      8417.14       0.979019          0.002712      0.980552  0.976788  0.979925  0.973024  0.976788  0.980552  0.981179  0.981807  0.980552         0.973024   0.981807
      8429.83       0.978896          0.002728      0.981469  0.976175  0.980146  0.973527  0.976175  0.980146  0.981469  0.981469  0.979484         0.973527   0.981469
      8442.53       0.975930          0.002494      0.976354  0.974828  0.976354  0.970252  0.974066  0.977117  0.977117  0.979405  0.977879         0.970252   0.979405
      8455.23       0.971507          0.002808      0.974265  0.969669  0.972426  0.965074  0.969669  0.971507  0.973346  0.973346  0.974265         0.965074   0.974265
      8467.92       0.966880          0.002758      0.969017  0.965812  0.966880  0.960470  0.964744  0.967949  0.970085  0.967949  0.969017         0.960470   0.970085
      8480.62       0.960716          0.003062      0.960327  0.959160  0.962660  0.953326  0.959160  0.962660  0.962660  0.963827  0.962660         0.953326   0.963827
      8493.32       0.957461          0.003210      0.961353  0.955314  0.961353  0.950483  0.956522  0.956522  0.957729  0.957729  0.960145         0.950483   0.961353
      8506.02       0.954089          0.003871      0.955990  0.949878  0.957213  0.944988  0.954768  0.954768  0.957213  0.954768  0.957213         0.944988   0.957213
      8518.73       0.954503          0.003394      0.955043  0.951397  0.957473  0.946537  0.955043  0.956258  0.957473  0.953827  0.957473         0.946537   0.957473
      8531.43       0.953405          0.003693      0.956989  0.951016  0.956989  0.945042  0.952210  0.953405  0.955795  0.952210  0.956989         0.945042   0.956989
      8544.14       0.950316          0.002780      0.952381  0.948897  0.953542  0.944251  0.950058  0.951220  0.952381  0.947735  0.952381         0.944251   0.953542
      8556.84       0.949472          0.003882      0.952489  0.945701  0.954751  0.941176  0.949095  0.950226  0.952489  0.947964  0.951357         0.941176   0.954751
      8569.55       0.948737          0.003181      0.951034  0.945593  0.952122  0.942329  0.949946  0.949946  0.951034  0.945593  0.951034         0.942329   0.952122
      8582.26       0.946936          0.004037      0.948905  0.942649  0.949948  0.938478  0.948905  0.948905  0.949948  0.943691  0.950991         0.938478   0.950991
      8594.97       0.945832          0.004045      0.949051  0.942058  0.950050  0.938062  0.947053  0.948052  0.948052  0.941059  0.949051         0.938062   0.950050
      8607.68       0.945771          0.004564      0.949379  0.944604  0.951289  0.936963  0.946514  0.948424  0.947469  0.938873  0.948424         0.936963   0.951289
      8620.40       0.942121          0.004495      0.946364  0.940909  0.947273  0.933636  0.941818  0.943636  0.944545  0.935455  0.945455         0.933636   0.947273
      8633.11       0.941092          0.005512      0.945690  0.938793  0.948276  0.931897  0.941379  0.943966  0.943103  0.931897  0.944828         0.931897   0.948276
      8645.83       0.937656          0.006684      0.942926  0.935691  0.946945  0.925241  0.938907  0.938907  0.941318  0.927653  0.941318         0.925241   0.946945
      8658.54       0.931327          0.008574      0.938564  0.929682  0.942265  0.915618  0.931162  0.931162  0.938564  0.918579  0.936343         0.915618   0.942265
      8671.26       0.920559          0.012058      0.929932  0.917007  0.937415  0.898639  0.921088  0.917687  0.929932  0.904082  0.929252         0.898639   0.937415
      8683.98       0.905386          0.017398      0.919526  0.900187  0.930131  0.875234  0.907673  0.897692  0.920150  0.881472  0.916407         0.875234   0.930131
      8696.70       0.880788          0.025005      0.901837  0.870264  0.915614  0.839265  0.883467  0.867394  0.903559  0.847302  0.898393         0.839265   0.915614
      8709.43       0.843882          0.034769      0.872363  0.826477  0.891350  0.787447  0.847046  0.822785  0.877637  0.799051  0.870781         0.787447   0.891350
      8722.15       0.794141          0.045150      0.831000  0.768711  0.856591  0.722356  0.798648  0.764365  0.838725  0.737808  0.829068         0.722356   0.856591
      8734.87       0.727753          0.055685      0.771806  0.693392  0.805286  0.640969  0.733040  0.688106  0.784141  0.660793  0.772247         0.640969   0.805286
      8747.60       0.647868          0.064136      0.698646  0.604697  0.737659  0.551354  0.654061  0.600318  0.712580  0.570860  0.700637         0.551354   0.737659
      8760.33       0.554161          0.068096      0.607180  0.505403  0.650749  0.454514  0.559777  0.501220  0.622865  0.474033  0.611711         0.454514   0.650749
      8773.06       0.448130          0.066002      0.499291  0.398072  0.542387  0.353842  0.452509  0.395520  0.514602  0.371704  0.505245         0.353842   0.542387
