# OGLE-IV I-band filter
# Asahi Spectra Co., Ltd
# measurements in 9 spots on the filter
#
#        1              2                 3             4         5         6         7         8         9        10        11        12              13         14
# wavelength[A]   mean_transmission  standard_dev     spot1     spot2     spot3     spot4     spot5     spot6     spot7     spot8     spot9          minimal    maximal 
#
      8785.78       0.339245          0.058258      0.384157  0.293230  0.423069  0.257693  0.342466  0.291642  0.397657  0.272781  0.390510         0.257693   0.423069
      8798.52       0.254372          0.048589      0.291569  0.214418  0.324775  0.187755  0.256882  0.213677  0.302679  0.199728  0.297864         0.187755   0.324775
      8811.25       0.204053          0.041178      0.235625  0.169480  0.263600  0.148275  0.205938  0.168910  0.244923  0.158225  0.241497         0.148275   0.263600
      8823.98       0.173056          0.035780      0.200540  0.142561  0.224760  0.124992  0.174311  0.142373  0.208571  0.133463  0.205936         0.124992   0.224760
      8836.72       0.149759          0.031332      0.173856  0.122759  0.194879  0.107808  0.150885  0.122759  0.180902  0.115255  0.178725         0.107808   0.194879
      8849.45       0.128250          0.026863      0.149093  0.104943  0.166729  0.092399  0.129098  0.104881  0.154930  0.098857  0.153316         0.092399   0.166729
      8862.19       0.106799          0.022337      0.124142  0.087262  0.138647  0.077077  0.107476  0.087339  0.128925  0.082401  0.127922         0.077077   0.138647
      8874.93       0.085510          0.017594      0.099157  0.070047  0.110471  0.062127  0.085990  0.070047  0.102962  0.066447  0.102345         0.062127   0.110471
      8887.67       0.065499          0.013163      0.075870  0.053787  0.084000  0.048097  0.065845  0.053787  0.078716  0.051348  0.078038         0.048097   0.084000
      8900.41       0.048696          0.009337      0.056075  0.040335  0.061813  0.036235  0.049024  0.040498  0.057878  0.038695  0.057714         0.036235   0.061813
      8913.15       0.035557          0.006629      0.040827  0.029708  0.044649  0.026581  0.035789  0.029534  0.042217  0.028666  0.042043         0.026581   0.044649
      8925.90       0.025600          0.004456      0.029247  0.021313  0.031736  0.019757  0.026136  0.021624  0.030025  0.020846  0.029714         0.019757   0.031736
      8938.64       0.018978          0.003219      0.021539  0.016249  0.023303  0.014611  0.019272  0.015997  0.022169  0.015493  0.022169         0.014611   0.023303
      8951.39       0.015173          0.002433      0.017109  0.012859  0.018597  0.012009  0.015303  0.012859  0.017641  0.012752  0.017428         0.012009   0.018597
      8964.14       0.012922          0.002057      0.014661  0.011095  0.015750  0.010104  0.013175  0.010996  0.014859  0.010797  0.014859         0.010104   0.015750
      8976.88       0.011566          0.001805      0.012986  0.009844  0.014033  0.009216  0.011729  0.009844  0.013404  0.009739  0.013300         0.009216   0.014033
      8989.63       0.009987          0.001509      0.011266  0.008572  0.012001  0.007960  0.010164  0.008450  0.011511  0.008572  0.011389         0.007960   0.012001
      9002.39       0.008894          0.001217      0.009934  0.007630  0.010654  0.007198  0.008926  0.007918  0.009934  0.007774  0.010078         0.007198   0.010654
      9015.14       0.007323          0.000996      0.008331  0.006397  0.008628  0.006099  0.007289  0.006546  0.008182  0.006099  0.008331         0.006099   0.008628
      9027.89       0.005577          0.000654      0.006091  0.005116  0.006578  0.004751  0.005604  0.004995  0.006213  0.004751  0.006091         0.004751   0.006578
      9040.65       0.004204          0.000509      0.004729  0.003764  0.004922  0.003571  0.004247  0.003668  0.004633  0.003668  0.004633         0.003571   0.004922
      9053.40       0.003781          0.000418      0.004063  0.003470  0.004401  0.003132  0.003893  0.003386  0.004147  0.003386  0.004147         0.003132   0.004401
      9066.16       0.003536          0.000366      0.003892  0.003200  0.004065  0.003027  0.003546  0.003200  0.003892  0.003200  0.003805         0.003027   0.004065
      9078.92       0.003587          0.000368      0.003810  0.003281  0.004022  0.003175  0.003598  0.003175  0.004022  0.003175  0.004022         0.003175   0.004022
      9091.68       0.003743          0.000346      0.004087  0.003383  0.004228  0.003383  0.003806  0.003242  0.003946  0.003524  0.004087         0.003242   0.004228
      9104.44       0.003746          0.000405      0.004436  0.003371  0.004081  0.003371  0.003903  0.003371  0.003903  0.003194  0.004081         0.003194   0.004436
      9117.21       0.003493          0.000150      0.003493  0.003309  0.003676  0.003309  0.003493  0.003309  0.003676  0.003493  0.003676         0.003309   0.003676
      9129.97       0.002625          0.000194      0.002625  0.002625  0.002917  0.002334  0.002771  0.002480  0.002771  0.002334  0.002771         0.002334   0.002917
      9142.74       0.001797          0.000163      0.001897  0.001698  0.002097  0.001598  0.001797  0.001698  0.001797  0.001598  0.001997         0.001598   0.002097
      9155.50       0.001576          0.000092      0.001608  0.001462  0.001608  0.001535  0.001681  0.001462  0.001681  0.001462  0.001681         0.001462   0.001681
      9168.27       0.001208          0.000105      0.001297  0.001112  0.001297  0.001050  0.001235  0.001112  0.001297  0.001112  0.001359         0.001050   0.001359
      9181.04       0.001297          0.000103      0.001344  0.001283  0.001405  0.001100  0.001283  0.001161  0.001405  0.001283  0.001405         0.001100   0.001405
      9193.81       0.001197          0.000088      0.001268  0.001127  0.001338  0.001056  0.001197  0.001127  0.001268  0.001127  0.001268         0.001056   0.001338
      9206.58       0.001410          0.000106      0.001509  0.001331  0.001509  0.001243  0.001509  0.001420  0.001509  0.001243  0.001420         0.001243   0.001509
      9219.36       0.001714          0.000108      0.001828  0.001713  0.001713  0.001485  0.001713  0.001599  0.001713  0.001828  0.001828         0.001485   0.001828
      9232.13       0.001877          0.000125      0.002004  0.001861  0.001861  0.001861  0.001861  0.001861  0.002004  0.001574  0.002004         0.001574   0.002004
      9244.91       0.002205          0.000158      0.002071  0.002416  0.002243  0.001898  0.002243  0.002243  0.002416  0.002071  0.002243         0.001898   0.002416
      9257.68       0.002618          0.000190      0.002416  0.002618  0.002618  0.002215  0.002819  0.002819  0.002618  0.002618  0.002819         0.002215   0.002819
      9270.46       0.002466          0.000210      0.002517  0.002288  0.002746  0.002060  0.002288  0.002517  0.002517  0.002517  0.002746         0.002060   0.002746
      9283.24       0.002851          0.000237      0.003019  0.002767  0.003019  0.002516  0.002767  0.002516  0.003270  0.002767  0.003019         0.002516   0.003270
      9296.02       0.002579          0.000178      0.002668  0.002668  0.002401  0.002401  0.002401  0.002668  0.002935  0.002401  0.002668         0.002401   0.002935
      9308.80       0.002980          0.000155      0.003010  0.003010  0.003284  0.003010  0.002737  0.003010  0.003010  0.002737  0.003010         0.002737   0.003284
      9321.59       0.002846          0.000225      0.002754  0.002479  0.003029  0.002479  0.003029  0.002754  0.003029  0.003029  0.003029         0.002479   0.003029
      9334.37       0.002951          0.000282      0.003012  0.002738  0.003286  0.002464  0.002738  0.003286  0.002738  0.003012  0.003286         0.002464   0.003286
      9347.16       0.002744          0.000211      0.002685  0.002685  0.003221  0.002685  0.002685  0.002685  0.002953  0.002685  0.002416         0.002416   0.003221
      9359.94       0.002581          0.000188      0.002553  0.002553  0.002553  0.002553  0.002808  0.002808  0.002808  0.002298  0.002298         0.002298   0.002808
      9372.73       0.002192          0.000269      0.002376  0.002139  0.002614  0.001901  0.001901  0.002139  0.002139  0.001901  0.002614         0.001901   0.002614
      9385.52       0.002463          0.000163      0.002660  0.002660  0.002660  0.002438  0.002438  0.002438  0.002438  0.002216  0.002216         0.002216   0.002660
      9398.31       0.002105          0.000212      0.001916  0.001916  0.002129  0.001703  0.002342  0.002129  0.002342  0.002342  0.002129         0.001703   0.002342
      9411.11       0.001755          0.000196      0.001921  0.001708  0.001708  0.001708  0.001494  0.001494  0.001708  0.002134  0.001921         0.001494   0.002134
      9423.90       0.002396          0.000125      0.002421  0.002421  0.002641  0.002201  0.002421  0.002421  0.002421  0.002421  0.002201         0.002201   0.002641
      9436.69       0.002073          0.000168      0.002275  0.002047  0.002047  0.001820  0.002047  0.002275  0.002275  0.002047  0.001820         0.001820   0.002275
      9449.49       0.002429          0.000268      0.002302  0.002071  0.002992  0.002532  0.002302  0.002302  0.002762  0.002302  0.002302         0.002071   0.002992
      9462.29       0.001760          0.000142      0.001810  0.001584  0.001810  0.001584  0.001810  0.001810  0.002036  0.001584  0.001810         0.001584   0.002036
      9475.09       0.001415          0.000107      0.001295  0.001295  0.001511  0.001511  0.001511  0.001295  0.001511  0.001511  0.001295         0.001295   0.001511
      9487.89       0.001727          0.000168      0.001615  0.001615  0.002019  0.001615  0.001615  0.001615  0.001817  0.002019  0.001615         0.001615   0.002019
      9500.69       0.001584          0.000179      0.001500  0.001313  0.001688  0.001313  0.001688  0.001500  0.001875  0.001688  0.001688         0.001313   0.001875
      9513.49       0.001598          0.000118      0.001598  0.001420  0.001420  0.001776  0.001598  0.001598  0.001598  0.001598  0.001776         0.001420   0.001776
      9526.29       0.001316          0.000119      0.001393  0.001393  0.001393  0.001393  0.001393  0.001219  0.001393  0.001045  0.001219         0.001045   0.001393
      9539.10       0.001474          0.000220      0.001255  0.001434  0.001614  0.001255  0.001076  0.001614  0.001793  0.001614  0.001614         0.001076   0.001793
      9551.90       0.001392          0.000121      0.001542  0.001349  0.001349  0.001157  0.001349  0.001542  0.001349  0.001542  0.001349         0.001157   0.001542
      9564.71       0.001423          0.000174      0.001494  0.001494  0.001494  0.001067  0.001281  0.001708  0.001494  0.001494  0.001281         0.001067   0.001708
      9577.52       0.001615          0.000099      0.001668  0.001430  0.001668  0.001430  0.001668  0.001668  0.001668  0.001668  0.001668         0.001430   0.001668
      9590.33       0.002024          0.000216      0.002112  0.001848  0.001584  0.002112  0.001848  0.002112  0.002112  0.002112  0.002377         0.001584   0.002377
      9603.14       0.002103          0.000234      0.001721  0.002294  0.002007  0.002294  0.002294  0.002007  0.002294  0.001721  0.002294         0.001721   0.002294
      9615.96       0.002533          0.000143      0.002432  0.002432  0.002736  0.002432  0.002432  0.002432  0.002736  0.002432  0.002736         0.002432   0.002736
      9628.77       0.002252          0.000286      0.002183  0.001871  0.002495  0.002183  0.002495  0.001871  0.002806  0.002183  0.002183         0.001871   0.002806
      9641.58       0.002239          0.000284      0.001860  0.002170  0.002480  0.001860  0.002170  0.002170  0.002480  0.002790  0.002170         0.001860   0.002790
      9654.40       0.002074          0.000242      0.002074  0.002370  0.002370  0.002074  0.001778  0.001778  0.001778  0.002074  0.002370         0.001778   0.002370
      9667.22       0.002397          0.000172      0.002185  0.002458  0.002458  0.002458  0.002458  0.002458  0.002731  0.002185  0.002185         0.002185   0.002731
      9680.04       0.001723          0.000164      0.001723  0.001969  0.001723  0.001477  0.001723  0.001477  0.001723  0.001969  0.001723         0.001477   0.001969
      9692.86       0.001449          0.000184      0.001547  0.001326  0.001547  0.001547  0.001547  0.001105  0.001768  0.001326  0.001326         0.001105   0.001768
      9705.68       0.000983          0.000176      0.001005  0.001005  0.001005  0.000804  0.001207  0.000603  0.001207  0.001005  0.001005         0.000603   0.001207
      9718.50       0.001498          0.000177      0.001686  0.001311  0.001498  0.001311  0.001311  0.001498  0.001873  0.001498  0.001498         0.001311   0.001873
      9731.33       0.001201          0.000111      0.001240  0.001063  0.001417  0.001240  0.001240  0.001240  0.001063  0.001240  0.001063         0.001063   0.001417
      9744.15       0.000844          0.000094      0.000825  0.000825  0.000991  0.000825  0.000825  0.000991  0.000660  0.000825  0.000825         0.000660   0.000991
      9756.98       0.000860          0.000104      0.000985  0.000703  0.000844  0.000703  0.000985  0.000844  0.000844  0.000985  0.000844         0.000703   0.000985
      9769.81       0.000782          0.000099      0.000724  0.001034  0.000724  0.000724  0.000724  0.000827  0.000724  0.000724  0.000827         0.000724   0.001034
      9782.64       0.000535          0.000047      0.000518  0.000518  0.000592  0.000444  0.000518  0.000518  0.000592  0.000518  0.000592         0.000444   0.000592
      9795.47       0.000319          0.000049      0.000299  0.000299  0.000359  0.000239  0.000359  0.000299  0.000418  0.000299  0.000299         0.000239   0.000418
      9808.30       0.000293          0.000058      0.000337  0.000225  0.000337  0.000225  0.000225  0.000281  0.000393  0.000281  0.000337         0.000225   0.000393
      9821.13       0.000447          0.000055      0.000440  0.000503  0.000440  0.000377  0.000440  0.000440  0.000377  0.000440  0.000566         0.000377   0.000566
      9833.97       0.000517          0.000067      0.000408  0.000571  0.000571  0.000490  0.000408  0.000571  0.000571  0.000571  0.000490         0.000408   0.000571
      9846.80       0.000636          0.000106      0.000674  0.000786  0.000786  0.000674  0.000674  0.000561  0.000561  0.000449  0.000561         0.000449   0.000786
      9859.64       0.000887          0.000082      0.000726  0.000871  0.000871  0.000871  0.000871  0.000871  0.001016  0.001016  0.000871         0.000726   0.001016
      9872.48       0.000855          0.000078      0.000942  0.000785  0.000942  0.000785  0.000942  0.000785  0.000942  0.000785  0.000785         0.000785   0.000942
      9885.32       0.000798          0.000125      0.000931  0.000931  0.000532  0.000798  0.000665  0.000798  0.000798  0.000931  0.000798         0.000532   0.000931
      9898.16       0.000500          0.000134      0.000670  0.000574  0.000479  0.000479  0.000191  0.000479  0.000479  0.000479  0.000670         0.000191   0.000670
      9911.00       0.000347          0.000062      0.000355  0.000213  0.000284  0.000426  0.000355  0.000426  0.000355  0.000355  0.000355         0.000213   0.000426
      9923.84       0.000311          0.000037      0.000297  0.000357  0.000297  0.000357  0.000297  0.000297  0.000297  0.000238  0.000357         0.000238   0.000357
      9936.69       0.000391          0.000024      0.000404  0.000404  0.000346  0.000346  0.000404  0.000404  0.000404  0.000404  0.000404         0.000346   0.000404
      9949.53       0.000392          0.000044      0.000392  0.000392  0.000457  0.000392  0.000327  0.000327  0.000457  0.000392  0.000392         0.000327   0.000457
      9962.38       0.000469          0.000078      0.000497  0.000331  0.000580  0.000497  0.000497  0.000414  0.000580  0.000414  0.000414         0.000331   0.000580
      9975.23       0.000590          0.000090      0.000553  0.000553  0.000443  0.000664  0.000664  0.000664  0.000664  0.000443  0.000664         0.000443   0.000664
      9988.08       0.000509          0.000073      0.000444  0.000444  0.000591  0.000444  0.000591  0.000444  0.000444  0.000591  0.000591         0.000444   0.000591
#
