 ! Swift/XRT lightcurve of trigger: 10977, name: Swift J005139.2-721704 
 ! T0 for this burst is Swift MET=153250381.8006 s, = 2005 Nov 09 at 17:33:01.970 UT
 ! Data covers 0.3-10 keV
 ! The data are in 5 columns: ";
 ! time, time error (+ve), time error (-ve), source count-rate, source error
 ! For a detailed description of light curve production, see Evans et al. 2007 (A&A, 469, 379 )
 ! For a detailed description of the file, see
 ! http://www.swift.ac.uk/xrt_curves/docs.php
 ! This lightcurve was obtained from http://www.swift.ac.uk/xrt_curves/00010977
 ! BINMODE: 
! WT data
!MJD    	T_+ve   	T_-ve   	Rate    	Ratepos 	Rateneg
58792.6351675752	0.000319212962962963	-0.000319212962962963	1.3424e-01	0.0000e+00	0.0000e+00
58799.7421916493	0.00056587962962963	-0.00056587962962963	7.8409e-02	0.0000e+00	0.0000e+00
58806.3625277245	0.000217650462962963	-0.000217650462962963	1.9644e-01	0.0000e+00	0.0000e+00
58813.2624874306	0.000348240740740741	-0.000348240740740741	1.2591e-01	0.0000e+00	0.0000e+00
58835.793271522	0.000319212962962963	-0.000319212962962963	2.4420e-01	0.0000e+00	0.0000e+00
58855.3707886308	0.000319212962962963	-0.000319212962962963	1.3200e-01	0.0000e+00	0.0000e+00
58862.4061516262	0.000362743055555556	-0.000362743055555556	1.1541e-01	0.0000e+00	0.0000e+00
58870.2303183727	0.000217650462962963	-0.000217650462962963	1.9094e-01	0.0000e+00	0.0000e+00
58890.0302430255	0.000319212962962963	-0.000319212962962963	1.3719e-01	0.0000e+00	0.0000e+00
58897.06316264	0.000145092592592593	-0.000145092592592593	2.8417e-01	0.0000e+00	0.0000e+00
58904.0998315498	0.000304710648148148	-0.000304710648148148	1.4214e-01	0.0000e+00	0.0000e+00
58911.2080192905	0.000319212962962963	-0.000319212962962963	1.3251e-01	0.0000e+00	0.0000e+00
58918.7072143727	0.000348240740740741	-0.000348240740740741	1.2051e-01	0.0000e+00	0.0000e+00
58939.3814579387	0.000348240740740741	-0.000348240740740741	1.2230e-01	0.0000e+00	0.0000e+00
58953.4442943206	0.000319212962962963	-0.000319212962962963	1.3161e-01	0.0000e+00	0.0000e+00
58960.9252184491	0.000319212962962963	-0.000319212962962963	1.3305e-01	0.0000e+00	0.0000e+00
58994.8701006273	0.000348240740740741	-0.000348240740740741	1.2201e-01	0.0000e+00	0.0000e+00
59002.17387714	0.000333726851851852	-0.000333726851851852	1.2712e-01	0.0000e+00	0.0000e+00
59009.7951038067	0.000333726851851852	-0.000333726851851852	1.2675e-01	0.0000e+00	0.0000e+00
59016.8398370891	0.000348240740740741	-0.000348240740740741	1.2132e-01	0.0000e+00	0.0000e+00
59023.7982335312	0.000362743055555556	-0.000362743055555556	1.1693e-01	0.0000e+00	0.0000e+00
59044.8089629363	0.000362743055555556	-0.000362743055555556	1.2127e-01	0.0000e+00	0.0000e+00
59052.7716129919	0.000348240740740741	-0.000348240740740741	1.2898e-01	0.0000e+00	0.0000e+00
59059.9910207986	0.000319212962962963	-0.000319212962962963	1.4217e-01	0.0000e+00	0.0000e+00
59065.5702123032	0.000362743055555556	-0.000362743055555556	1.1968e-01	0.0000e+00	0.0000e+00
59100.7047976019	0.000348240740740741	-0.000348240740740741	1.2618e-01	0.0000e+00	0.0000e+00
59114.2956488796	0.000362743055555556	-0.000362743055555556	1.3075e-01	0.0000e+00	0.0000e+00
59121.4061779792	0.000290196759259259	-0.000290196759259259	2.7735e-01	0.0000e+00	0.0000e+00
59128.304448537	0.000362743055555556	-0.000362743055555556	1.1927e-01	0.0000e+00	0.0000e+00
59142.6732651493	0.000362743055555556	-0.000362743055555556	1.1694e-01	0.0000e+00	0.0000e+00
59149.4304769919	0.000290196759259259	-0.000290196759259259	1.4708e-01	0.0000e+00	0.0000e+00
59157.4658007349	0.000348240740740741	-0.000348240740740741	1.2349e-01	0.0000e+00	0.0000e+00
59170.1279899907	0.000362743055555556	-0.000362743055555556	1.1688e-01	0.0000e+00	0.0000e+00
59177.9599070208	0.000362743055555556	-0.000362743055555556	1.1772e-01	0.0000e+00	0.0000e+00
59199.4991171412	0.000348240740740741	-0.000348240740740741	1.2123e-01	0.0000e+00	0.0000e+00
59212.5039566759	0.00056587962962963	-0.00056587962962963	7.4909e-02	0.0000e+00	0.0000e+00
59226.0212338495	0.000304710648148148	-0.000304710648148148	1.3780e-01	0.0000e+00	0.0000e+00
59247.1527564653	0.000217650462962963	-0.000217650462962963	1.9229e-01	0.0000e+00	0.0000e+00
59254.2503345903	0.000246666666666667	-0.000246666666666667	1.8058e-01	0.0000e+00	0.0000e+00
59261.1518100764	0.000304710648148148	-0.000304710648148148	1.3918e-01	0.0000e+00	0.0000e+00
59268.1888690231	0.000333726851851852	-0.000333726851851852	1.2640e-01	0.0000e+00	0.0000e+00
59282.0409876551	0.000261180555555556	-0.000261180555555556	1.6081e-01	0.0000e+00	0.0000e+00
59296.5536916597	0.000827060185185185	-0.000827060185185185	5.5513e-02	0.0000e+00	0.0000e+00
59310.1455712593	0.000362743055555556	-0.000362743055555556	1.1517e-01	0.0000e+00	0.0000e+00
59317.1746303322	0.000348240740740741	-0.000348240740740741	1.2246e-01	0.0000e+00	0.0000e+00
59331.0290294815	0.000333726851851852	-0.000333726851851852	1.2605e-01	0.0000e+00	0.0000e+00
59352.1757246331	0.000333726851851852	-0.000333726851851852	2.8607e-01	0.0000e+00	0.0000e+00
59359.3310289722	0.000319212962962963	-0.000319212962962963	2.6091e-01	0.0000e+00	0.0000e+00
59366.7650449398	0.000333726851851852	-0.000333726851851852	1.2725e-01	0.0000e+00	0.0000e+00
59373.7839769039	0.000333726851851852	-0.000333726851851852	1.2793e-01	0.0000e+00	0.0000e+00
59401.2903744792	0.000246666666666667	-0.000246666666666667	1.7620e-01	0.0000e+00	0.0000e+00
59415.8225958831	0.000667453703703704	-0.000667453703703704	1.1157e-01	0.0000e+00	0.0000e+00
59422.9801041308	0.000333726851851852	-0.000333726851851852	1.3363e-01	0.0000e+00	0.0000e+00
59436.905686169	0.000333726851851852	-0.000333726851851852	1.7912e-01	0.0000e+00	0.0000e+00
59457.1722270417	0.000333726851851852	-0.000333726851851852	1.3262e-01	0.0000e+00	0.0000e+00
59464.532061309	0.000319212962962963	-0.000319212962962963	1.3819e-01	0.0000e+00	0.0000e+00
59471.7041658866	0.000333726851851852	-0.000333726851851852	1.3485e-01	0.0000e+00	0.0000e+00
59479.9249281748	0.000304710648148148	-0.000304710648148148	2.4353e-01	0.0000e+00	0.0000e+00
59499.1886403831	0.000333726851851852	-0.000333726851851852	1.2863e-01	0.0000e+00	0.0000e+00
59506.7484748808	0.000319212962962963	-0.000319212962962963	1.3643e-01	0.0000e+00	0.0000e+00
59520.4164811609	0.000319212962962963	-0.000319212962962963	1.3309e-01	0.0000e+00	0.0000e+00
59527.3109804583	0.000333726851851852	-0.000333726851851852	1.2756e-01	0.0000e+00	0.0000e+00
59534.3411537373	0.000333726851851852	-0.000333726851851852	1.7091e-01	0.0000e+00	0.0000e+00
59555.7181341181	0.000333726851851852	-0.000333726851851852	1.2855e-01	0.0000e+00	0.0000e+00
59569.256461309	0.000319212962962963	-0.000319212962962963	1.7909e-01	0.0000e+00	0.0000e+00
59576.2173946331	0.000333726851851852	-0.000333726851851852	1.2745e-01	0.0000e+00	0.0000e+00
59583.1864777384	0.000304143518518518	-0.000304143518518518	4.8287e-01	0.0000e+00	0.0000e+00
59660.5711738588	0.000290196759259259	-0.000290196759259259	1.4585e-01	0.0000e+00	0.0000e+00
59667.9856187789	0.000304710648148148	-0.000304710648148148	1.3819e-01	0.0000e+00	0.0000e+00
59674.2829364514	0.00027568287037037	-0.00027568287037037	1.5548e-01	0.0000e+00	0.0000e+00
59681.4526627743	0.00017412037037037	-0.00017412037037037	2.4312e-01	0.0000e+00	0.0000e+00
59709.0547288634	0.000246666666666667	-0.000246666666666667	2.3129e-01	0.0000e+00	0.0000e+00
59716.0100093727	0.000217650462962963	-0.000217650462962963	2.2111e-01	0.0000e+00	0.0000e+00
59723.0441098935	0.000246666666666667	-0.000246666666666667	1.7499e-01	0.0000e+00	0.0000e+00
59730.0698575093	0.000246666666666667	-0.000246666666666667	2.3146e-01	0.0000e+00	0.0000e+00
59737.479491169	0.000290196759259259	-0.000290196759259259	1.4711e-01	0.0000e+00	0.0000e+00
59772.0448014213	0.000290196759259259	-0.000290196759259259	1.4953e-01	0.0000e+00	0.0000e+00
59779.0104095347	0.000304710648148148	-0.000304710648148148	4.1747e-01	0.0000e+00	0.0000e+00
59786.5678049178	0.000290196759259259	-0.000290196759259259	1.5080e-01	0.0000e+00	0.0000e+00
59793.579293169	0.000261180555555556	-0.000261180555555556	1.7352e-01	0.0000e+00	0.0000e+00
59814.9415849711	0.000290196759259259	-0.000290196759259259	1.4973e-01	0.0000e+00	0.0000e+00
59822.9026773322	0.000304710648148148	-0.000304710648148148	1.4558e-01	0.0000e+00	0.0000e+00
59828.933121103	0.000290196759259259	-0.000290196759259259	1.5157e-01	0.0000e+00	0.0000e+00
59842.7094335208	0.000304710648148148	-0.000304710648148148	1.4372e-01	0.0000e+00	0.0000e+00
59871.5613089815	0.000203136574074074	-0.000203136574074074	3.6819e-01	0.0000e+00	0.0000e+00
59884.2116455498	0.000304710648148148	-0.000304710648148148	1.4050e-01	0.0000e+00	0.0000e+00
59891.236094669	0.000319212962962963	-0.000319212962962963	1.3382e-01	0.0000e+00	0.0000e+00
59919.4008692593	0.000290196759259259	-0.000290196759259259	2.5958e-01	0.0000e+00	0.0000e+00
59926.356969257	0.000304710648148148	-0.000304710648148148	1.4398e-01	0.0000e+00	0.0000e+00
59933.3040837454	0.00027568287037037	-0.00027568287037037	1.5750e-01	0.0000e+00	0.0000e+00
59940.3191339745	0.000159606481481481	-0.000159606481481481	2.6457e-01	0.0000e+00	0.0000e+00
59947.2873525602	0.000478819444444444	-0.000478819444444444	8.7957e-02	0.0000e+00	0.0000e+00
59961.7428272431	0.000290196759259259	-0.000290196759259259	1.4734e-01	0.0000e+00	0.0000e+00
59968.4928310602	0.000290196759259259	-0.000290196759259259	1.4775e-01	0.0000e+00	0.0000e+00
59975.4432136042	0.000304710648148148	-0.000304710648148148	1.3882e-01	0.0000e+00	0.0000e+00
59982.4575382662	0.00027568287037037	-0.00027568287037037	1.5311e-01	0.0000e+00	0.0000e+00
59989.4788012384	0.00027568287037037	-0.00027568287037037	1.5218e-01	0.0000e+00	0.0000e+00
60017.4866202106	0.000304710648148148	-0.000304710648148148	2.0324e-01	0.0000e+00	0.0000e+00
60024.2468141424	0.000290196759259259	-0.000290196759259259	1.4534e-01	0.0000e+00	0.0000e+00
60031.3208685405	0.000290196759259259	-0.000290196759259259	1.4703e-01	0.0000e+00	0.0000e+00
60038.7801958993	0.000203136574074074	-0.000203136574074074	2.0619e-01	0.0000e+00	0.0000e+00
60045.7955861516	0.000304710648148148	-0.000304710648148148	1.8235e-01	0.0000e+00	0.0000e+00
60066.2538065116	0.000348240740740741	-0.000348240740740741	1.2555e-01	0.0000e+00	0.0000e+00
60073.2062396458	0.000304710648148148	-0.000304710648148148	1.3948e-01	0.0000e+00	0.0000e+00
60080.1398430336	0.000145092592592593	-0.000145092592592593	3.0028e-01	0.0000e+00	0.0000e+00
60087.5319392002	0.000290196759259259	-0.000290196759259259	1.6179e-01	0.0000e+00	0.0000e+00
60094.8062612454	0.000304710648148148	-0.000304710648148148	1.3945e-01	0.0000e+00	0.0000e+00
60101.8151154664	0.00027568287037037	-0.00027568287037037	1.5450e-01	0.0000e+00	0.0000e+00
60129.3410537951	0.000217650462962963	-0.000217650462962963	1.9756e-01	0.0000e+00	0.0000e+00
60178.5029785	0.000290196759259259	-0.000290196759259259	1.4188e-01	0.0000e+00	0.0000e+00
60185.8412384606	0.000362743055555556	-0.000362743055555556	1.2241e-01	0.0000e+00	0.0000e+00
60193.7446798819	0.000304710648148148	-0.000304710648148148	1.4250e-01	0.0000e+00	0.0000e+00
60220.5217383692	0.000101574074074074	-0.000101574074074074	4.9759e-01	0.0000e+00	0.0000e+00
60220.7883549664	0.00027568287037037	-0.00027568287037037	2.0981e-01	0.0000e+00	0.0000e+00
60227.7274062118	0.000304710648148148	-0.000304710648148148	1.8523e-01	0.0000e+00	0.0000e+00
60234.7868267859	0.000232152777777778	-0.000232152777777778	1.8527e-01	0.0000e+00	0.0000e+00
60241.63895236	0.000304710648148148	-0.000304710648148148	1.8785e-01	0.0000e+00	0.0000e+00
60248.8366178993	0.000507847222222222	-0.000507847222222222	1.1224e-01	0.0000e+00	0.0000e+00
60269.9115751887	0.000362743055555556	-0.000362743055555556	2.3037e-01	0.0000e+00	0.0000e+00
60276.9041714687	0.000290196759259259	-0.000290196759259259	1.6314e-01	0.0000e+00	0.0000e+00
60290.1352866319	0.000943136574074074	-0.000943136574074074	5.0834e-02	0.0000e+00	0.0000e+00
60297.4639510833	0.000246666666666667	-0.000246666666666667	2.6339e-01	0.0000e+00	0.0000e+00
60304.9745782072	0.000261180555555556	-0.000261180555555556	2.1954e-01	0.0000e+00	0.0000e+00
60332.1554527847	0.000290196759259259	-0.000290196759259259	1.4479e-01	0.0000e+00	0.0000e+00
