A B $log(f)$
4.975441809143283933e-01 1.650080034582674671e+01 -2.082719898536002034e+00
5.435395844509827157e-01 1.480670224371289123e+01 -2.595366147188297390e+00
3.153185149585606695e-01 2.367697432032087335e+01 -2.422456577961369817e+00
6.801927659243851565e-01 9.514594005651559883e+00 -1.624079020671016949e+00
4.847425072735624951e-01 1.703367123378165360e+01 -2.335542784305059349e+00
6.568401146666591472e-01 1.045172759095116533e+01 -1.783054420952421282e+00
1.944683742033426199e-01 2.808411871097929691e+01 -1.085434763910958722e+00
5.835156666726248886e-01 1.330403443122550300e+01 -2.446500539202277835e+00
6.606990946845137103e-01 1.026103189355738721e+01 -1.577993771749827800e+00
4.740689947559513229e-01 1.747528075593002228e+01 -2.086716329760696986e+00
3.152382391754233737e-01 2.358085111275499912e+01 -1.729160057780713800e+00
1.085928150672369696e+00 -6.534342715471055385e+00 -9.536186239684916188e-01
1.007290148307093958e+00 -3.157464973484358950e+00 -6.169416041230775249e-01
6.137265203963799820e-01 1.200743907398516797e+01 -1.405983490849409989e+00
4.689603476243586755e-01 1.763985000247005530e+01 -1.843850609140046615e+00
9.868085590321040712e-01 -2.278552039737874679e+00 -8.506273615888755302e-01
4.679329630249391414e-01 1.761912896440578891e+01 -1.635707254038557323e+00
5.371526036391855996e-01 1.500881899876927150e+01 -1.561181025952690149e+00
5.625950598723665763e-01 1.404735119462706194e+01 -2.557661201254347816e+00
6.882417713883022259e-01 9.244090700663747384e+00 -1.669717029962233923e+00
3.584792367374429745e-01 2.192183973905568450e+01 -2.435940868083596555e+00
4.240761962376922156e-01 1.928624522057359059e+01 -1.696143843153381070e+00
3.127931478738723570e-01 2.376132728106009040e+01 -1.649857086932438932e+00
4.618441620752555821e-01 1.796757265836808415e+01 -1.925275718347457143e+00
1.670495451462823411e-01 2.931147395330302174e+01 -1.525804990904262581e+00
3.968938212176738034e-01 2.041356129313265910e+01 -2.333908120223695093e+00
6.379666624048212498e-01 1.109726664978140320e+01 -1.803205185829128254e+00
3.244817757439104611e-01 2.332935751281335968e+01 -1.664615073590605121e+00
7.191516462809932619e-01 7.856826882107206700e+00 -1.726875021998836246e+00
4.000337289183768519e-01 2.038796831914018526e+01 -1.698392252697891180e+00
3.550646644077382064e-01 2.202330015471535773e+01 -2.067869818059735465e+00
4.799529568119620393e-01 1.723604371487478204e+01 -1.916257427510499767e+00
7.829068149370534968e-01 5.556657468975103598e+00 -1.778013342925943263e+00
5.425739419955011300e-01 1.473132842098316075e+01 -1.650602006172199765e+00
6.565772036704871084e-01 1.043656270948831377e+01 -1.999049596398753792e+00
4.936579885094349862e-01 1.672521806901070107e+01 -2.200757272919870999e+00
2.547351260944701323e-01 2.594017944592260960e+01 -1.375899596236106248e+00
4.094379237579879316e-01 1.995988125929395096e+01 -1.642205684151063494e+00
4.493885113040398949e-01 1.833570294431754633e+01 -2.418450895058655625e+00
4.286887683004643179e-01 1.912291751615052249e+01 -1.998234089115552337e+00
2.912919167163643408e-01 2.452802824085478051e+01 -1.720009606350455300e+00
3.518659392250675921e-01 2.220457780048660368e+01 -2.645349832051806516e+00
2.887567904890282477e-01 2.462555594374956058e+01 -1.501387409173553067e+00
4.765710230785185075e-01 1.742829661346610948e+01 -1.770644257421073675e+00
4.309962078511215822e-01 1.909927710910484677e+01 -1.892935295810863394e+00
4.788319514623431417e-01 1.720332568571346599e+01 -2.012687962899609495e+00
5.812744563981091517e-01 1.339553531769040262e+01 -1.583227996192134057e+00
6.601330866888570625e-01 1.026085283460826503e+01 -1.925002950506867094e+00
2.375166325014568258e-01 2.669117523023545857e+01 -1.326072564693269840e+00
3.445702841461777410e-01 2.242804030846499330e+01 -2.197196108469982256e+00
7.239750355041500995e-01 8.142141686502206710e+00 -9.399819251568519718e-01
4.191916584699129089e-01 1.960890655701572882e+01 -1.466546506044625886e+00
4.057851353708414877e-01 2.009078960047713736e+01 -2.001729606294912145e+00
5.083490938464052533e-01 1.614717660397491983e+01 -2.031074154399092002e+00
6.524056990703179792e-01 1.053477536582388296e+01 -1.389787831901839965e+00
4.046672141361735697e-01 2.002182529110784515e+01 -1.282975387161430447e+00
4.191916584699129089e-01 1.960890655701572882e+01 -1.466546506044625886e+00
3.603443737299869554e-01 2.178576620566409616e+01 -2.452703726048075517e+00
4.248663072066740654e-01 1.933532671414540260e+01 -2.347968784058319436e+00
6.193824311898215029e-01 1.172579731705503292e+01 -1.738084194147258899e+00
2.222055599239887158e-01 2.730245035748464488e+01 -1.924542308194261864e+00
4.682631784905240124e-01 1.762067406540066372e+01 -1.646841927613749590e+00
4.896332704654220436e-01 1.673510494349584121e+01 -1.779644901058487605e+00
2.179828697500614254e-01 2.720840596819562052e+01 -1.543967522759245981e+00
3.376418051186540481e-01 2.267538781226125622e+01 -2.110836051008155856e+00
6.400093762638920936e-01 1.104686556946236919e+01 -1.847970819732903891e+00
4.679810679784033312e-01 1.768796066806565648e+01 -1.912649067235109968e+00
4.019023591809638418e-01 2.034749630427207734e+01 -1.792126000571951039e+00
3.982302701784554699e-01 2.034421449603149767e+01 -2.087996797738192356e+00
7.156845700502429963e-01 7.973901791735968914e+00 -1.991048790740240548e+00
4.849834030916895244e-01 1.705655770163109253e+01 -2.131658391684804421e+00
3.793529471950112253e-01 2.109322676136359576e+01 -1.983150301584489128e+00
5.173535210603894541e-01 1.563228354701729472e+01 -1.864899316796261530e+00
6.407577294396009648e-01 1.110859470149783590e+01 -1.450199821083280938e+00
5.543665061759206480e-01 1.437854479141742559e+01 -1.296642398359900028e+00
2.727995600929205011e-01 2.511345878442371315e+01 -1.591146678116997393e+00
4.242215862853591091e-01 1.932602538944429682e+01 -2.313592848330524809e+00
3.753563657248744079e-01 2.120643952219079154e+01 -2.007935141888497199e+00
5.157167291911086693e-01 1.580264500430217822e+01 -2.186274065899404206e+00
5.222728380623848921e-01 1.561426937981370600e+01 -1.974356553457784713e+00
3.739553965219606368e-01 2.142552118717159715e+01 -1.966920706532595986e+00
4.896439256490925374e-01 1.682506135277363057e+01 -2.161421025890641445e+00
7.598343935237306113e-01 6.352963587968574188e+00 -1.796853531926275949e+00
5.759494351892229247e-01 1.356452696325199270e+01 -1.961729664876518342e+00
5.377900186755635303e-01 1.499979318701988262e+01 -2.070508034786008089e+00
2.801338761417646595e-01 2.491285177048983712e+01 -1.452887895872011725e+00
5.391426571486590547e-01 1.500396692330240711e+01 -2.254337921461643468e+00
4.080717733630194743e-01 2.012442454969068706e+01 -2.131641938120295343e+00
5.102170318322318820e-01 1.599686803140599523e+01 -2.313930527661058889e+00
5.866301861160856390e-01 1.311703828930035343e+01 -2.330639649088718457e+00
4.547523035361820121e-01 1.822305078560273017e+01 -2.487041177485913579e+00
5.946810278045440157e-01 1.279658284041733651e+01 -2.012506604302460644e+00
1.468285423365287556e-01 3.000296640681989402e+01 -3.928922516593935654e-01
6.124673094738248835e-01 1.214194995365534879e+01 -2.102711358113871221e+00
6.970413938727197944e-01 8.759472781818615772e+00 -2.062814159119003676e+00
3.996500928389288276e-01 2.018331120235185949e+01 -1.316026640574671447e+00
4.325937921582792001e-01 1.905300403511741081e+01 -2.146281326179600768e+00
3.168264484646101664e-01 2.343282443514334545e+01 -1.679209662341593301e+00
4.555381728189367152e-01 1.821455855996060080e+01 -2.323263616528380204e+00
2.634370563458041659e-01 2.553245307455642887e+01 -8.268431053641815964e-01
2.922535807354407211e-01 2.464740403384992362e+01 -1.617314595688663204e+00
4.351755758399313834e-01 1.897014420254953393e+01 -2.220745367451108621e+00
5.546250187756012195e-01 1.426077998333798291e+01 -1.895466894471574903e+00
7.180094843249307246e-01 7.965577780214793790e+00 -1.579426619462335424e+00
4.689320041043725240e-01 1.774467490016753146e+01 -2.181624731721686139e+00
6.879942458462924293e-01 9.162992919321084173e+00 -1.816190616808478708e+00
3.800960850819308234e-01 2.115220703070947650e+01 -2.591801168535424083e+00
4.363093525418282326e-01 1.892144964052700828e+01 -2.039469982522549074e+00
3.584392843099486470e-01 2.192233848387559902e+01 -1.927823978246212988e+00
4.070170778162118808e-01 2.005984377863348556e+01 -1.639232431451846494e+00
5.237708977471839944e-01 1.552230360581805968e+01 -2.271963649582506406e+00
5.504183988845028352e-01 1.444288501485712573e+01 -1.609369157909961601e+00
4.799529568119620393e-01 1.723604371487478204e+01 -1.916257427510499767e+00
5.655779018330555630e-01 1.393322980710394177e+01 -1.804034232280427474e+00
6.711975986966898233e-01 9.786864411558042320e+00 -1.497779790579876646e+00
4.860164431251927653e-01 1.703341724297850135e+01 -2.261886100319269843e+00
4.851675251512972409e-01 1.713774374063865480e+01 -1.986771317655268376e+00
2.421918057371996724e-01 2.640648386391679026e+01 -1.894521282437258591e+00
3.167032664356632665e-01 2.367177545734324440e+01 -1.778871590867449726e+00
3.342390856130883492e-01 2.289717844956950898e+01 -1.843893460627766601e+00
1.205106425313928753e-01 3.127686027805913227e+01 -1.360287969661900576e+00
4.309478090174305720e-01 1.917291388738227909e+01 -1.283026130357269423e+00
5.383109202045694985e-01 1.494133460438695948e+01 -2.252392156741123586e+00
4.740843368289269222e-01 1.747884087937314490e+01 -2.394883960498034092e+00
3.047974871100915806e-01 2.396568929649223634e+01 -1.893383152729439800e+00
3.832180869083536834e-01 2.097542474553216607e+01 -2.068205712565703180e+00
5.155697487995620776e-01 1.578155458080467355e+01 -1.624023881539253367e+00
2.017587537910081608e-02 3.512992723101375248e+01 -7.105000009997901600e-01
2.226246105340834447e-02 3.493657275051795352e+01 -2.107268291777973701e+00
4.612398365279801737e-01 1.798579741503773022e+01 -2.046964652835574938e+00
1.872900969173265651e-01 2.853547317802306793e+01 -1.897336552832074474e+00
3.318491395111955455e-01 2.292906281249833711e+01 -1.834268485938048698e+00
4.908594134122985508e-01 1.683094644205564805e+01 -2.279946714805685559e+00
9.020292671653233896e-01 1.028306470062986477e+00 -1.194868351561883202e+00
2.365358546997704536e-01 2.664488560568310049e+01 -1.785399906757056954e+00
5.039202800732649479e-01 1.623833802898491996e+01 -9.947936017347149829e-01
3.470956850937216842e-01 2.230844076519331765e+01 -1.976662781688188986e+00
3.882415784206383336e-01 2.073309931834724296e+01 -1.822370592183856886e+00
4.157099205540415454e-01 1.980124411628190018e+01 -1.817861701325114154e+00
4.812742904184652559e-01 1.719332442924026338e+01 -1.955043360348660997e+00
4.877574636325299196e-01 1.700971001647192793e+01 -1.187464593172082417e+00
1.007797380097343876e-01 3.214554075874704608e+01 -1.110694001848168355e+00
5.716618554784282935e-01 1.372564101643166623e+01 -2.117145395673894370e+00
4.912108885245185519e-01 1.679465226017200052e+01 -1.201588506748374030e+00
3.772696641022470487e-01 2.127241966673039997e+01 -1.773716402371471546e+00
7.265390483687070855e-01 7.756892937873317351e+00 -1.909786418316180345e+00
4.993357936854287971e-01 1.655193749466690178e+01 -2.021960912133976329e+00
3.301756423767425730e-01 2.309386442224402458e+01 -1.166833550416285448e+00
4.765710230785185075e-01 1.742829661346610948e+01 -1.770644257421073675e+00
5.244243567647632887e-01 1.552670554868026898e+01 -2.036096907150933610e+00
5.251512230513810664e-01 1.542079512528673746e+01 -1.927984473189193082e+00
3.522435865701840640e-01 2.231462330909813119e+01 -1.840119042550316664e+00
6.053021877053623712e-01 1.236901246224473994e+01 -1.952767091470965610e+00
7.894756131810893862e-01 5.182003027719332522e+00 -1.620606816089555480e+00
5.141324378118117266e-01 1.588804082211389357e+01 -2.205099688818441095e+00
1.761726921761415099e-01 2.895016533725258512e+01 -1.970326746009774865e+00
3.752853757804466284e-01 2.126861069707931762e+01 -1.850759920993075625e+00
2.551650493428887501e-01 2.597195450729094546e+01 -1.858036113558537039e+00
5.768584545613073544e-01 1.323381346473597375e+01 -1.426286095396010367e+00
4.864498010833315789e-01 1.705768177217219517e+01 -2.357426442671868294e+00
8.018957608073762344e-02 3.265668082485188961e+01 -1.506189219751393082e+00
4.554464594064295824e-01 1.821182772290062246e+01 -2.621047007197015333e+00
7.975746469388909077e-01 4.959603499302325247e+00 -1.754689483400706962e+00
5.586509878839063248e-01 1.412414421578339585e+01 -2.043191420858358143e+00
2.077292936468015938e-01 2.770519842475282246e+01 -1.905917987731299945e+00
5.294383164536871078e-01 1.531262307509618381e+01 -2.338182223188486120e+00
6.280008227472748672e-01 1.156426194949478514e+01 -1.562320342412574448e+00
3.979419372117547482e-01 2.052621812783588950e+01 -1.687512667969258473e+00
5.820380783067982122e-01 1.320110977099494676e+01 -1.663261584193602260e+00
5.182922691976958873e-01 1.574513892735501486e+01 -2.230889386552721732e+00
3.580318531536477167e-01 2.193183476572389168e+01 -2.674638344504733922e+00
3.192064173521806936e-01 2.341534463281430334e+01 -1.672290385711448835e+00
6.276403837082806803e-01 1.160804627984870763e+01 -2.043304685458259939e+00
6.860864154978880691e-01 9.230870408766577384e+00 -2.145389328025047782e+00
4.215242488152544098e-01 1.942498765008060246e+01 -1.556400552497102296e+00
4.257439243589686839e-01 1.933230727092062295e+01 -2.024254641709256397e+00
3.904867993501532908e-01 2.070462559212018050e+01 -2.751413405752549224e+00
2.947618609287019353e-01 2.432579449232734703e+01 -1.621579988967942754e+00
5.743731694677194355e-01 1.343927037712175832e+01 -1.805478535497627490e+00
5.081350848267884857e-01 1.619164503427042234e+01 -2.283361763431182467e+00
3.734340711488943754e-01 2.145179669883930984e+01 -1.277043073685156571e+00
4.565055064650973549e-01 1.800507109702146380e+01 -1.846693287385432924e+00
2.696933768892506578e-01 2.533977233586654165e+01 -1.740218413062432745e+00
4.400720520898531163e-01 1.873182111278119066e+01 -1.633155110141137456e+00
3.861185805086648770e-01 2.100419653856406654e+01 -1.442234884318928323e+00
4.682068934669185722e-01 1.769713213323843348e+01 -1.960202146766670595e+00
5.640006421847196805e-01 1.396382640673186870e+01 -2.659404325057749929e+00
5.026167237948122590e-01 1.634731929049276999e+01 -1.739805854701669929e+00
3.848120874943266045e-01 2.083272602144370467e+01 -1.637774439849831509e+00
3.126514955330357282e-01 2.377102261492028390e+01 -2.125124816472792944e+00
5.565711791656013929e-01 1.428966667417461167e+01 -2.430742664378071183e+00
8.212526121910670440e-01 4.007500929071376561e+00 -1.725994205231202727e+00
5.676120837297062849e-01 1.400149865169743890e+01 -1.682068609669117976e+00
4.039903946702523285e-01 2.011287681737882593e+01 -1.598147098876525618e+00
4.228196195066580287e-01 1.939123729202171376e+01 -1.933367455593765882e+00
3.072516570742465092e-01 2.383594354425555650e+01 -1.991291143088428583e+00
-8.616658743331484516e-02 3.912314785292618069e+01 -1.404594059461738098e+00
4.424264302368641211e-01 1.867659933143112028e+01 -2.601835348559843553e+00
4.213990594106569176e-01 1.943575349620004999e+01 -2.261146097605956307e+00
3.299377671625620678e-01 2.302817950858320728e+01 -1.880867742082500627e+00
3.581102356818899324e-01 2.194545157813145408e+01 -2.178850139789099138e+00
3.244817757439104611e-01 2.332935751281335968e+01 -1.664615073590605121e+00
4.380144210802701110e-01 1.887891806952578122e+01 -2.139564500434500971e+00
5.224190127749182011e-01 1.563669914579043763e+01 -1.969273783986791315e+00
5.472469868504887813e-01 1.465119069604671154e+01 -2.049579099911805535e+00
4.137565372023317423e-01 1.978143221242429917e+01 -1.663351478311913212e+00
6.572620559937707441e-01 1.032428208223333144e+01 -2.257170060395784716e+00
4.006153243134829012e-01 2.032937158815205692e+01 -2.233994930841753934e+00
7.279086210628999964e-01 7.724056663198339834e+00 -1.766775605912386027e+00
3.772696641022470487e-01 2.127241966673039997e+01 -1.773716402371471546e+00
3.958534346008342197e-01 2.055021676418681409e+01 -2.475322393766875351e+00
2.713653145415868551e-01 2.527721168421908260e+01 -1.440320111808809145e+00
4.742863407997983671e-01 1.742323878621151323e+01 -2.342775720341601087e+00
3.585739439154096431e-01 2.194557338702608718e+01 -1.895876642533483647e+00
3.745383083708038185e-01 2.126129455712457883e+01 -1.748472448276054081e+00
4.322554425859355121e-01 1.915396213680875093e+01 -2.245335122863117761e+00
5.031646824431987852e-01 1.637250026750297138e+01 -9.382830989878989669e-01
4.430999806731001911e-01 1.862335343962350720e+01 -1.966201061484607493e+00
6.292673502341639136e-01 1.144898683021253305e+01 -1.769100443806255640e+00
4.490735394838036854e-01 1.849721391336723286e+01 -1.897629054094782219e+00
4.698851732276310145e-01 1.759379973023599320e+01 -2.227293714259623414e+00
2.275930900434026682e-01 2.704877097669236719e+01 -2.203615657705469744e+00
6.524056990703179792e-01 1.053477536582388296e+01 -1.389787831901839965e+00
3.836680886978207639e-01 2.099600570151500278e+01 -2.175764024959300436e+00
4.713614126525218495e-01 1.805376716508649793e+01 -8.139462650900632923e-01
7.317249567550572209e-01 7.390916494755103372e+00 -1.330932401013612321e+00
4.844436912243370585e-01 1.706762373230768048e+01 -2.039582510845696639e+00
3.745398914936046708e-01 2.124167016643234973e+01 -2.221681060047476564e+00
1.143572222692856855e-01 3.139375477200999853e+01 -6.519330342172047210e-01
5.504183988845028352e-01 1.444288501485712573e+01 -1.609369157909961601e+00
5.577133842955817045e-01 1.418742131478855129e+01 -1.818671320257193358e+00
3.178368248190910350e-01 2.354151035310313489e+01 -2.050413710642198239e+00
3.989136514229691954e-01 2.039158579907409319e+01 -2.057418606240551284e+00
3.682949283485914549e-01 2.143001556354786175e+01 -1.682327317640229580e+00
3.984288143599794552e-01 2.032615123969486604e+01 -1.841543068896775992e+00
4.376072320991575282e-01 1.889753618398255952e+01 -2.205302483459793628e+00
4.870808855932562409e-01 1.672641223809910116e+01 -1.364600526272118586e+00
5.325675481406015876e-01 1.529435393278474464e+01 -1.495995708511683731e+00
5.130085141426725670e-01 1.592803690333675348e+01 -1.926197777474236261e+00
3.152382391754233737e-01 2.358085111275499912e+01 -1.729160057780713800e+00
4.829582161862866485e-01 1.705888163857414952e+01 -1.730963154906213219e+00
5.971156330419606917e-01 1.272272162411265128e+01 -1.981717581030705944e+00
5.047730337209692664e-01 1.625551574210409456e+01 -1.653871966123551474e+00
4.317679134564222920e-01 1.905805218292960035e+01 -2.540458084493970148e+00
4.042929153228964623e-01 2.018258609835432082e+01 -1.668160138884472232e+00
2.916228842848909153e-01 2.455016099172541999e+01 -1.849060357297831914e+00
4.433659646086045569e-01 1.868798515402468041e+01 -1.719981278774218580e+00
4.259870530896758822e-01 1.948096716254512728e+01 -1.656298597064775890e+00
2.534699220350074000e-01 2.589570680885830711e+01 -1.689847738316737846e+00
5.691157175576222471e-01 1.373846601200740025e+01 -2.055076396077168077e+00
5.130161907466721516e-01 1.590990023869917991e+01 -1.767668985122096359e+00
2.533315916369964782e-01 2.591163853058611721e+01 -1.832758786793529993e+00
3.330223695500116321e-01 2.291766216358122676e+01 -1.651926428957805726e+00
4.038046927563865296e-01 2.020365846039072721e+01 -1.836619353353629691e+00
7.936401225066802567e-02 3.280913735714798918e+01 -1.846203571059479742e+00
4.640668682862969519e-01 1.782785778916057495e+01 -1.487128597966950849e+00
7.568634379455865258e-01 6.560540892881228103e+00 -1.410954110657726801e+00
4.048691973454019433e-01 2.015408742390707175e+01 -1.944572789237442478e+00
6.801939010445643419e-01 9.552802786011376668e+00 -1.358764695401418976e+00
4.215242488152544098e-01 1.942498765008060246e+01 -1.556400552497102296e+00
3.445702841461777410e-01 2.242804030846499330e+01 -2.197196108469982256e+00
4.898746426141560306e-01 1.684598042502041437e+01 -1.466726662977247742e+00
4.030281088927374356e-01 2.023545340500167811e+01 -1.934910629550451233e+00
3.893583513890970238e-01 2.062407876975043308e+01 -1.560941216143316268e+00
5.371526036391855996e-01 1.500881899876927150e+01 -1.561181025952690149e+00
3.610595262624993751e-01 2.184511350579514044e+01 -2.338449533370432931e+00
2.706106359916127246e-01 2.540152666435356821e+01 -1.790441640080487673e+00
4.649629318058465799e-01 1.780541847769005415e+01 -1.912663903953857769e+00
5.701162892986584296e-01 1.374405895296145275e+01 -2.078711636279772179e+00
4.243994885375297343e-01 1.946805878101887544e+01 -1.174315482176918835e+00
6.038510638325185198e-01 1.246349661748756432e+01 -2.326480201509475876e+00
5.239854036703093243e-01 1.558269556862520488e+01 -1.958330458924068651e+00
3.304514159339078105e-01 2.299142573668844847e+01 -1.790640784574627276e+00
3.745398914936046708e-01 2.124167016643234973e+01 -2.221681060047476564e+00
6.071753737997642730e-01 1.224651072462465606e+01 -1.785004923581391623e+00
5.566265282717033358e-01 1.431952952406567903e+01 -1.943460733037889909e+00
7.074162711471601028e-01 8.533606914323996762e+00 -7.452756327371563572e-01
6.407577294396009648e-01 1.110859470149783590e+01 -1.450199821083280938e+00
4.364024935127943650e-01 1.892847088750299633e+01 -1.613488624637660962e+00
4.554464594064295824e-01 1.821182772290062246e+01 -2.621047007197015333e+00
6.711975986966898233e-01 9.786864411558042320e+00 -1.497779790579876646e+00
5.392054076627594839e-01 1.478836628702104861e+01 -1.638187478630580785e+00
3.798156071186653548e-01 2.111322617355496334e+01 -2.302413606062722273e+00
5.857774861024473978e-01 1.318787179392717945e+01 -1.451128476134593726e+00
5.285288810139583404e-01 1.541824434308829694e+01 -2.388015153952577130e+00
6.273166015010556151e-01 1.149336560866064616e+01 -2.038145676688785102e+00
5.157113369936006109e-02 3.388586820562578339e+01 -1.938318010147382253e+00
8.127721168968609078e-01 4.628298668065966126e+00 -1.537203910100396698e+00
4.021326011646504384e-01 2.028078827952128904e+01 -2.346844076277434965e+00
5.004052037227459948e-01 1.648182657275025065e+01 -2.240145690395378253e+00
5.556623669923546061e-01 1.427310925839240241e+01 -1.947946217505641897e+00
6.352951284702452739e-01 1.114572341113940723e+01 -2.125055443697431379e+00
3.173583858030131211e-01 2.355413995806860328e+01 -1.921204994134114941e+00
3.332731905032524367e-01 2.295690895677529397e+01 -1.549983403176687702e+00
2.534699220350074000e-01 2.589570680885830711e+01 -1.689847738316737846e+00
1.491242173992972653e-01 3.033199202461639743e+01 -1.010841625781708331e+00
4.362740613336040241e-01 1.892390394938146869e+01 -2.410449467420502145e+00
2.703374728246821235e-01 2.534127223563119458e+01 -1.590641024331260311e+00
3.954336432457949968e-01 2.050140640869660302e+01 -1.871584651440723945e+00
4.498751476692302020e-01 1.836490902305514794e+01 -2.367244270981001542e+00
3.370684936198635739e-01 2.281338196731848456e+01 -2.222983038689143598e+00
4.106501611675898999e-01 1.983084166518914060e+01 -1.890675758491454417e+00
4.035597238897210559e-01 2.017356936918294252e+01 -2.083279601425886973e+00
5.343745631970797660e-01 1.531285289721726173e+01 -1.717266146406890570e+00
4.702548418374625783e-01 1.761222141326646806e+01 -1.908056981373727368e+00
6.166210143099526420e-01 1.196574803781349772e+01 -1.731876737016664336e+00
3.997774143052481577e-01 2.026188746253559003e+01 -2.394580396943963407e+00
3.086271630653314446e-01 2.382756132975875119e+01 -2.081708089558182984e+00
2.706387689381468675e-01 2.524559602259954261e+01 -1.359348748199529666e+00
4.376416002785958881e-01 1.873662996789533253e+01 -1.750942870788581018e+00
4.297780837066795812e-01 1.927692970348269341e+01 -1.561081312231960894e+00
3.141620927676029851e-01 2.364699826077796274e+01 -2.102430375408308905e+00
2.318882223719107571e-01 2.683910197703805522e+01 -1.278876992842915783e+00
4.827149318165329106e-01 1.719069474705069211e+01 -2.123069180430572800e+00
6.231833049198343133e-01 1.173436880487651024e+01 -1.991052279199726271e+00
4.821861587518760928e-01 1.717343459017629925e+01 -2.240304788680099968e+00
5.224951675002920126e-01 1.563058088127274914e+01 -1.946924796935620705e+00
5.045125114564559254e-01 1.624590591963914221e+01 -2.194574305273100379e+00
5.323407156969643950e-01 1.517757712011872684e+01 -2.077263584837847787e+00
4.031321398967548930e-01 2.025138318995879416e+01 -2.066269508811292788e+00
3.189646348599080028e-01 2.342682330238748278e+01 -2.080930849624254009e+00
3.306280109251975574e-01 2.310399200863481894e+01 -2.183229983610345037e+00
2.960522285573965462e-01 2.437209945050135218e+01 -2.044973028730524334e+00
3.072273775510314664e-01 2.391271686324009238e+01 -2.150084912334478737e+00
2.371715596989929509e-01 2.660831846285111624e+01 -1.783067642987095525e+00
6.964296388460020637e-01 8.877992996424111993e+00 -1.746680620608128010e+00
7.701690027831080698e-01 5.982347404860981044e+00 -1.504831399941656045e+00
4.930348902450276682e-01 1.678585062081709367e+01 -1.607720995268792308e+00
5.189228645833630083e-01 1.580888974944585357e+01 -1.732985130216549763e+00
5.135106958963842061e-01 1.591476599947930026e+01 -2.507445155320962904e+00
6.678487637466012927e-01 9.930218968595951878e+00 -1.656239298046322972e+00
3.174706705716268118e-01 2.348667805951370724e+01 -2.135733108178597739e+00
3.488712119929360256e-01 2.226467823587172745e+01 -1.624961473164225012e+00
3.295475500655982160e-01 2.313935946414434852e+01 -1.939360337473344131e+00
6.606990946845137103e-01 1.026103189355738721e+01 -1.577993771749827800e+00
5.718816002378019903e-01 1.367961391974668572e+01 -2.257060618004822494e+00
4.283459162747291771e-01 1.923811646989913982e+01 -2.396699194904786445e+00
5.812403672347912220e-01 1.321828316857079955e+01 -1.887702267804371559e+00
-1.061712005480348608e-01 3.992159103302481071e+01 -1.098330005534419840e+00
4.001337010888761370e-01 2.024381794829756842e+01 -2.219094256413447042e+00
4.935717985952496889e-01 1.670809764071997705e+01 -2.127925495423912849e+00
1.658137317260184318e-01 2.928311084583978641e+01 -1.599735546810775233e+00
4.275884766038569040e-01 1.915647978549542074e+01 -9.528291888889448558e-01
3.384923063801004162e-01 2.268556593805936927e+01 -2.216498511802833526e+00
4.698894707880789667e-01 1.774267915439460808e+01 -2.065803536734583723e+00
4.292137181737629703e-01 1.918893254055063124e+01 -2.096754813475335766e+00
2.426833447336598226e-01 2.644007553269160837e+01 -1.618632764186564543e+00
3.345023777592537328e-01 2.286019241942937441e+01 -2.258630536153662050e+00
6.137265203963799820e-01 1.200743907398516797e+01 -1.405983490849409989e+00
4.116383952205495689e-01 1.994134525730514440e+01 -2.163871505590456934e+00
3.277672063578300765e-01 2.315655198943788662e+01 -1.680459938820415999e+00
3.893583513890970238e-01 2.062407876975043308e+01 -1.560941216143316268e+00
6.800488481723263590e-01 9.448474194315814145e+00 -2.242094352346927444e+00
8.191495922044076394e-01 4.147403210189210654e+00 -1.793173255621013595e+00
4.638040647336794109e-01 1.794348284368577851e+01 -1.987606113023810295e+00
4.313136768228549300e-01 1.905350840224109277e+01 -1.353391772852431174e+00
3.816920020942404790e-01 2.092875363812319023e+01 -1.281535565720409053e+00
4.422545061420031232e-01 1.866560120269944889e+01 -2.317588777674853162e+00
4.750933598898026133e-01 1.744687153526310652e+01 -2.185430297944281897e+00
4.678081340648567732e-01 1.763007882176709273e+01 -1.978423350831850058e+00
3.716698672378822010e-01 2.149223162434523005e+01 -2.144262463595310919e+00
6.533246900183247163e-01 1.059026953676459470e+01 -1.907601745839867746e+00
5.086211629391570455e-01 1.608617651118190395e+01 -2.291513396766278632e+00
5.184811920050602652e-01 1.576749214330297377e+01 -1.593355060650219812e+00
4.294393941178391572e-01 1.913285635579669730e+01 -2.273843083214691418e+00
2.106008404591701577e-01 2.768862908873016693e+01 -2.010697979242931588e+00
2.656255124777455734e-01 2.542994640954391627e+01 -1.497875513001339698e+00
2.627893632151216963e-01 2.558981656869116250e+01 -2.030836212957773057e+00
6.250864950994063918e-01 1.160471750835099414e+01 -2.207241558944059712e+00
6.104023803072937682e-01 1.214904322112195700e+01 -1.671879965129257073e+00
4.280031355358797640e-01 1.925735619980413560e+01 -2.066835290316176632e+00
2.777309146575390741e-01 2.492955966309202154e+01 -1.832184721801308314e+00
4.543558426768594671e-01 1.830130189772080485e+01 -2.392777946765106911e+00
2.640676855153536451e-01 2.565064993864355358e+01 -1.655112765879561465e+00
5.346224173853801886e-01 1.508354702067641284e+01 -2.235504272496377176e+00
5.651433939914483062e-01 1.394450547757539027e+01 -2.265816218723966102e+00
4.267297321423573209e-01 1.929695637887955684e+01 -1.329850158072327204e+00
5.082657502927432347e-01 1.607078367996947321e+01 -2.143484436729289122e+00
