A B $log(f)$
3.384923063801004162e-01 2.268556593805936927e+01 -2.216498511802833526e+00
4.883248174699073019e-01 1.700463305144474191e+01 -1.700184876490489216e+00
4.046672141361735697e-01 2.002182529110784515e+01 -1.282975387161430447e+00
5.200293109780993461e-01 1.568019610464921243e+01 -2.269993096186152748e+00
4.001337010888761370e-01 2.024381794829756842e+01 -2.219094256413447042e+00
4.441871624741740021e-01 1.869783415149156269e+01 -2.075527386160647580e+00
2.713653145415868551e-01 2.527721168421908260e+01 -1.440320111808809145e+00
3.189646348599080028e-01 2.342682330238748278e+01 -2.080930849624254009e+00
5.284418484073540867e-01 1.529660116360985000e+01 -1.722667047222953940e+00
4.793931120946872682e-01 1.728839020624068468e+01 -1.825988261806045898e+00
4.566555040201265570e-01 1.814320865777317948e+01 -2.454444996417435298e+00
4.701366633401704576e-01 1.770190038146606071e+01 -1.904582511452577620e+00
2.596931926043488659e-01 2.581078970265677697e+01 -1.558575250646667243e+00
3.860630398238242833e-01 2.095059348332641491e+01 -1.772840206250275941e+00
2.719519751902943483e-01 2.524535726482861264e+01 -2.004786632046599237e+00
2.883169842926207593e-01 2.460381902153746125e+01 -2.124201593576731995e+00
4.097808268530673814e-01 2.004840671346525482e+01 -1.999972636515158442e+00
4.901129012393177220e-01 1.690692710719638825e+01 -2.103066775432810509e+00
6.230589843239258130e-01 1.178242232986811189e+01 -1.979421003431504289e+00
5.846949463452677520e-01 1.323133571904300254e+01 -1.582715943921037649e+00
3.452302174966437320e-01 2.245407266127904222e+01 -1.209847423001544797e+00
5.288515082898985753e-01 1.539702564248821659e+01 -1.512249665239480123e+00
3.579005389238769652e-01 2.186441369429388715e+01 -1.700476254648675578e+00
7.174672136319237836e-01 8.052461143161124824e+00 -1.529454402509875521e+00
2.703374728246821235e-01 2.534127223563119458e+01 -1.590641024331260311e+00
5.121060097220979657e-01 1.609104734937719883e+01 -1.934724151571391104e+00
1.631460960947102024e-01 2.940059129906033775e+01 -1.723692772032880072e+00
2.515288231756969139e-01 2.607834460812355815e+01 -2.105921368814746231e+00
6.461965987917039911e-01 1.062023898344464357e+01 -1.751533538055996431e+00
3.303695204472916203e-01 2.302585914049785032e+01 -1.646314848656553309e+00
4.256729313056712982e-01 1.946233109145189388e+01 -1.377415898852955678e+00
6.352951284702452739e-01 1.114572341113940723e+01 -2.125055443697431379e+00
1.941732598187932979e-01 2.837684197399627806e+01 -1.820526220132371975e+00
4.283266029737582414e-01 1.920992580854834841e+01 -2.240132484432971083e+00
4.794548134047698085e-01 1.725079964328994464e+01 -2.246141214015858978e+00
8.191495922044076394e-01 4.147403210189210654e+00 -1.793173255621013595e+00
4.950478234035404768e-01 1.667065726460192820e+01 -2.418065524530464749e+00
4.182319469886923713e-01 1.954999400292152956e+01 -2.173620467441517157e+00
3.717957386355426053e-01 2.145663241422770540e+01 -1.731329693890479859e+00
3.787926916037438474e-01 2.130030260363406569e+01 -8.433841086022457745e-01
3.425893521356826454e-01 2.253420388209932668e+01 -1.667315479153616664e+00
5.444776414028567046e-01 1.474653290984774401e+01 -2.271496164465862222e+00
5.590140552208282543e-01 1.419249425732943592e+01 -1.960202432366452641e+00
4.930348902450276682e-01 1.678585062081709367e+01 -1.607720995268792308e+00
3.702867692530844579e-01 2.144294569160295794e+01 -2.614771034425591445e+00
4.317679134564222920e-01 1.905805218292960035e+01 -2.540458084493970148e+00
3.822165177421794624e-01 2.099332578702573215e+01 -2.256746896674690639e+00
5.026085002025695303e-01 1.637850814657723220e+01 -2.165113488600361791e+00
3.519712198260265268e-01 2.210575946226075672e+01 -1.450144042099418940e+00
5.590013362221029070e-01 1.413411391994713284e+01 -2.008153633405257210e+00
3.202906135485221739e-01 2.346030581265043224e+01 -2.341252387880750518e+00
5.129701379307753939e-01 1.582119662771783908e+01 -1.983470310141026260e+00
3.062350437769278955e-01 2.401336745115372651e+01 -1.840300130457853456e+00
2.298153549552566233e-01 2.683824533424343883e+01 -1.278876895979358608e+00
5.263577432879493756e-01 1.542471783837061139e+01 -1.809743152937315358e+00
3.909564285740216860e-01 2.083841683898808128e+01 -1.010589500478040748e+00
4.125650842412795782e-01 1.981398562359974136e+01 -2.301981786042045286e+00
6.017020970882231978e-01 1.251716023037892711e+01 -1.805489682138986751e+00
3.822100894138564797e-01 2.103129943553649639e+01 -2.507891501646467347e+00
2.260015797380958702e-01 2.707268540297403092e+01 -1.951232034366825019e+00
4.058457515225413204e-01 2.020063764041190524e+01 -1.761397050559263988e+00
4.095492834147194117e-01 1.991685980156987767e+01 -1.886971849759348174e+00
4.129735638576992329e-01 1.983538754690937367e+01 -2.682522577027834032e+00
3.272114946157795856e-01 2.318310820216277079e+01 -2.402493473146828151e+00
5.689161041858810108e-01 1.379059763431168761e+01 -1.987218855779131488e+00
3.519779361393489125e-01 2.213178163577342872e+01 -1.849260952753088105e+00
4.471922810096735645e-01 1.851682858469153103e+01 -2.522260592822309633e+00
2.735465926088771482e-01 2.511630566544423004e+01 -1.144770150978622780e+00
5.468353143154587315e-01 1.453803044048037663e+01 -1.264373742017882662e+00
6.530762821807201135e-01 1.056933771378533038e+01 -2.266171117299982996e+00
4.262561244442313324e-01 1.934081380196792566e+01 -2.293761954480446619e+00
6.325515259748382135e-01 1.129417183545857029e+01 -1.986583257112989997e+00
5.828678775983231475e-01 1.327238631049557682e+01 -2.047240572083350862e+00
3.004807550514847492e-01 2.423419255329935140e+01 -2.186308989209021725e+00
3.492130418618017984e-01 2.233521132622498584e+01 -1.058712524942871269e+00
4.182319469886923713e-01 1.954999400292152956e+01 -2.173620467441517157e+00
5.113758994917301237e-01 1.608287877324152504e+01 -2.107894848516789210e+00
4.453654775768711716e-01 1.851189482121750984e+01 -2.147722709812161845e+00
5.166880259642212536e-01 1.580980319302241810e+01 -2.288058550541577141e+00
3.647638098588537048e-01 2.176713262926091375e+01 -2.269088383564792366e+00
3.514568521180798655e-01 2.225868869673596606e+01 -1.586171208820640999e+00
2.514307373505317855e-01 2.615116400181514678e+01 -1.889252744416349827e+00
5.435395844509827157e-01 1.480670224371289123e+01 -2.595366147188297390e+00
3.926723502685174338e-01 2.060939807885577579e+01 -1.934203102229094640e+00
4.788319514623431417e-01 1.720332568571346599e+01 -2.012687962899609495e+00
6.325515259748382135e-01 1.129417183545857029e+01 -1.986583257112989997e+00
7.317248362597332800e-01 7.339245204204374318e+00 -1.458939953736406281e+00
5.343745631970797660e-01 1.531285289721726173e+01 -1.717266146406890570e+00
3.304128619822108703e-01 2.301644247044572467e+01 -1.962828286919114262e+00
4.633678984109153021e-01 1.787705080964684612e+01 -1.958094009558134729e+00
5.057744989115526835e-01 1.624747412121613621e+01 -1.949837392072389264e+00
4.382275682836791475e-01 1.882664481689726443e+01 -2.323531998133482546e+00
3.298613513141219755e-01 2.307490214328387879e+01 -2.320268902916566844e+00
4.808280982718198260e-01 1.724923450940753611e+01 -2.198146879568635192e+00
5.556623669923546061e-01 1.427310925839240241e+01 -1.947946217505641897e+00
3.439166826087500795e-01 2.245513236835314075e+01 -1.764763199774700198e+00
4.242662506487544505e-01 1.934646114753870449e+01 -1.847547909351595408e+00
3.632034855436838683e-01 2.177133683162157496e+01 -2.125250471572015520e+00
4.859703135718511646e-01 1.704412691353572029e+01 -2.010144293789577929e+00
7.480349033274649173e-01 6.959484963005806435e+00 -1.136207722050842861e+00
5.206978989694750481e-01 1.556569367866468667e+01 -2.029619361756854090e+00
2.121749018773755324e-01 2.758168339075824349e+01 -1.768596823849925670e+00
3.516450650939795253e-01 2.217877431462657256e+01 -2.062580521021438074e+00
4.449664337919312374e-01 1.861418465099714581e+01 -2.020617693709994889e+00
4.918644961804723437e-01 1.675046909523246086e+01 -1.034597429807925906e+00
5.312013370383752431e-01 1.520023225788462895e+01 -2.118927286083941652e+00
4.499646872610707504e-01 1.843538034792965163e+01 -1.957756847281245882e+00
5.193568679875593119e-01 1.570107327513385087e+01 -2.180680699303241710e+00
5.047730337209692664e-01 1.625551574210409456e+01 -1.653871966123551474e+00
3.372724043744508293e-01 2.271663814786828084e+01 -2.249272044403544335e+00
4.953951302837555914e-01 1.662310391460523107e+01 -2.466587156199776310e+00
4.747469745092693927e-01 1.748987393006299129e+01 -2.146358325600211892e+00
4.424984209617317532e-01 1.872534459587208033e+01 -2.299813822388708573e+00
6.053326011650828065e-01 1.240788857083197172e+01 -1.882110070415627945e+00
2.251080694530784854e-01 2.704861706383813669e+01 -1.350721445408352039e+00
5.472102334366564236e-01 1.460133404145143032e+01 -2.062303458856487914e+00
5.144171911278405673e-01 1.589536103530699052e+01 -2.381014444430650023e+00
3.409645265300049743e-01 2.260684330513890927e+01 -2.478027627838476299e+00
5.058343529585727083e-01 1.625143869597420121e+01 -2.484354934404075621e+00
4.546579530186267704e-01 1.818833917255371091e+01 -1.672022135020631239e+00
3.946820049036823264e-01 2.054991618147010257e+01 -2.435322401372721046e+00
6.559434726726482978e-01 1.040740603221070870e+01 -2.083832874592490114e+00
5.263192896267465670e-01 1.543116864725238457e+01 -2.055672596410140329e+00
5.734782586576905317e-01 1.358949605885112533e+01 -1.815849778722519403e+00
4.599428913165652943e-01 1.802494224894018515e+01 -2.110506948321203780e+00
5.743731694677194355e-01 1.343927037712175832e+01 -1.805478535497627490e+00
3.801212144479482191e-01 2.104272401995349639e+01 -2.095040570999413987e+00
4.240138481754023303e-01 1.940331776424840626e+01 -2.294904578894737313e+00
4.461535972137582462e-01 1.845515589680907453e+01 -1.993227203349707821e+00
3.979231894318111529e-01 2.043542887054256596e+01 -1.840470336699095100e+00
5.647003953090035111e-02 3.341286681319328977e+01 -7.236489780093844359e-01
4.242662506487544505e-01 1.934646114753870449e+01 -1.847547909351595408e+00
4.615056834298414401e-01 1.797617314102117803e+01 -1.838461762363342800e+00
3.736351231575767429e-01 2.117938227614576618e+01 -1.342369965626197370e+00
3.881582615656142821e-01 2.086259473501816331e+01 -1.696168587089344371e+00
4.689320041043725240e-01 1.774467490016753146e+01 -2.181624731721686139e+00
4.061757033937674066e-01 2.007327653799056577e+01 -1.890511663726236691e+00
4.954493773482724350e-01 1.665220490295325817e+01 -1.984067053541545889e+00
4.071693345927656082e-01 2.008939618478522249e+01 -2.391627862608581623e+00
3.646917810319330044e-01 2.159851379467211530e+01 -1.586048654061007923e+00
4.997456268637314736e-01 1.650994341712032565e+01 -1.858303554842072103e+00
4.086507503458403079e-01 1.993974993640325977e+01 -2.167212266391114639e+00
6.711975986966898233e-01 9.786864411558042320e+00 -1.497779790579876646e+00
4.730380305596142421e-01 1.757848489350063659e+01 -1.209812643746081662e+00
3.593842715268724675e-01 2.179231462296029065e+01 -1.407402670005239997e+00
4.145663457055803747e-01 1.975574896034497385e+01 -2.521270368947659435e+00
4.320957917214069965e-01 1.918480369217644466e+01 -1.665323137154015143e+00
2.795342744286894998e-01 2.498814290104726865e+01 -2.249841832938635378e+00
3.742585696617002355e-01 2.129046852086693775e+01 -1.275763837481262541e+00
4.648413319545241507e-01 1.780908034928003758e+01 -1.918734309910298919e+00
3.647638098588537048e-01 2.176713262926091375e+01 -2.269088383564792366e+00
3.856316784620723581e-01 2.048981999429584278e+01 -8.819555048598175517e-01
4.673273866508775853e-01 1.771923966107241455e+01 -2.368351691655464109e+00
3.745398914936046708e-01 2.124167016643234973e+01 -2.221681060047476564e+00
2.984531089009418992e-01 2.431003234005925151e+01 -2.275041437330077798e+00
3.332731905032524367e-01 2.295690895677529397e+01 -1.549983403176687702e+00
4.499084506480492962e-01 1.836150462136991024e+01 -1.936903576152786854e+00
2.544900723028238332e-01 2.599827158305643593e+01 -1.651815259794888746e+00
2.714481541618862792e-01 2.552439658911693243e+01 -1.165843125447125317e+00
4.961603554235409774e-01 1.658044678232350577e+01 -1.910901572426553230e+00
4.182231090692667408e-01 1.960706672831573627e+01 -2.084253948461429751e+00
6.014395321949290718e-01 1.256098208620159795e+01 -2.201002309463825135e+00
4.792540239352618414e-01 1.721930511357017224e+01 -1.671357969342505356e+00
3.971968150126663488e-01 2.044509132970343757e+01 -1.909179224822889154e+00
5.091299140789491418e-01 1.610623382486993194e+01 -2.262269011552983322e+00
5.265030908618264505e-01 1.545094072405216679e+01 -1.518766943064820296e+00
3.146136331466102831e-01 2.360637332698081536e+01 -1.752178735344088523e+00
5.326180779976077417e-01 1.522104466093327346e+01 -2.154458275407078460e+00
6.048350086425831051e-01 1.238770819335986317e+01 -2.193189097223145367e+00
6.739078416111361491e-01 9.755807833626136016e+00 -2.172772210497802448e+00
4.799787588977117991e-01 1.720094876838928855e+01 -1.791055844008912601e+00
5.806759924580067178e-01 1.327679470448833854e+01 -1.966454299296229280e+00
4.242662506487544505e-01 1.934646114753870449e+01 -1.847547909351595408e+00
2.341383013521358691e-01 2.665205060739852172e+01 -1.941935265168005742e+00
4.959217381646841005e-01 1.659832929002935487e+01 -2.315270225171878415e+00
4.581794302887089998e-01 1.806206256245162223e+01 -1.950729247967892377e+00
5.820380783067982122e-01 1.320110977099494676e+01 -1.663261584193602260e+00
6.522036006057625457e-01 1.046994399365885187e+01 -1.074662647325428821e+00
7.670314559642203989e-01 6.237408348179116047e+00 -2.661627211547870075e-01
2.777309146575390741e-01 2.492955966309202154e+01 -1.832184721801308314e+00
6.292673502341639136e-01 1.144898683021253305e+01 -1.769100443806255640e+00
3.610595262624993751e-01 2.184511350579514044e+01 -2.338449533370432931e+00
7.217077425105600241e-01 7.906591038526542548e+00 -1.041990487259424114e+00
4.576864110353451309e-01 1.812600040489748920e+01 -2.014210885136094475e+00
5.820380783067982122e-01 1.320110977099494676e+01 -1.663261584193602260e+00
6.522945428992841244e-01 1.053928826518002637e+01 -1.784115174135317616e+00
3.808375274594197890e-01 2.103715025842363673e+01 -1.530593436962842446e+00
3.497366982877565533e-01 2.236448323038452202e+01 -2.035659803812306379e+00
7.132707262317445895e-01 8.090847343973706529e+00 -1.154167958019273854e+00
6.285708690867117809e-01 1.150388293011326368e+01 -1.777903351613849381e+00
4.963975525099488806e-01 1.657202687074768477e+01 -2.448125564316963931e+00
1.326857173310429516e-01 3.084992215618983380e+01 -1.501229226437928332e+00
3.072273775510314664e-01 2.391271686324009238e+01 -2.150084912334478737e+00
4.185291849782437623e-01 1.957394449376859313e+01 -1.826956289301358893e+00
3.888870476719930025e-01 2.077726971816717594e+01 -1.667677504912848718e+00
3.882415784206383336e-01 2.073309931834724296e+01 -1.822370592183856886e+00
5.576033643714968235e-01 1.425409481279254464e+01 -1.777485468813633673e+00
4.444041822253819163e-01 1.865779067257840040e+01 -2.507554710976458878e+00
5.103652646330694154e-01 1.603819084335208345e+01 -2.256533238730449753e+00
5.601159398248771737e-01 1.410737917647267636e+01 -1.921367428251880227e+00
2.744308821559329203e-01 2.522836446858212867e+01 -2.309648874307987043e+00
3.977126702342754783e-01 2.039889453878239323e+01 -2.507001993729291556e+00
5.644675308130171487e-01 1.382771932696685013e+01 -1.941851609676163548e+00
3.442233040543456468e-01 2.244460286281737638e+01 -1.901927111994451636e+00
4.417041395032548223e-01 1.873026520988443622e+01 -1.851039102336070385e+00
4.509668545749256907e-01 1.836916127544103006e+01 -2.221568260053303767e+00
3.294241323613160688e-01 2.323747216752921929e+01 -1.475932057318894763e+00
4.243602403690633906e-01 1.940052838061927076e+01 -1.521773856616043474e+00
1.264864448628912896e-01 3.066929352780130102e+01 -6.807153131660754752e-01
5.145277451481629072e-01 1.593241512034958163e+01 -2.165765868741046596e+00
1.795083761750841944e-01 2.873204908535288382e+01 -1.458069488142276882e+00
3.527241510575116479e-01 2.209152863510445286e+01 -2.132701268218031743e+00
6.076092740457657015e-01 1.227793172986381620e+01 -1.682392293702012154e+00
5.793044302410148561e-01 1.341605056240466354e+01 -2.053423040251219689e+00
4.145663457055803747e-01 1.975574896034497385e+01 -2.521270368947659435e+00
5.559152494543102563e-01 1.414063337782420149e+01 -1.628862503019780306e+00
5.281836243097810524e-01 1.530531966432085511e+01 -2.056621694477280826e+00
5.199267539418208628e-01 1.577580342172433348e+01 -1.521186547432941794e+00
3.224883597733185780e-01 2.344867909661424221e+01 -1.417353559543187203e+00
4.018312278014750660e-01 2.024489080508687522e+01 -1.940547810267879925e+00
4.682631784905240124e-01 1.762067406540066372e+01 -1.646841927613749590e+00
4.324402236784088416e-01 1.907736660786682137e+01 -2.284291694538267414e+00
4.331773831826097876e-01 1.900269089900135100e+01 -2.339023494922082946e+00
5.290053029778327698e-01 1.534464597528079821e+01 -2.422906393341600406e+00
2.687172577369967286e-01 2.543770903421319929e+01 -2.132168960015001780e+00
2.200315967756409918e-01 2.740717239319808129e+01 -1.675166462367469578e+00
5.313100583645713471e-01 1.511502607585074998e+01 -1.769870727359975859e+00
6.273166015010556151e-01 1.149336560866064616e+01 -2.038145676688785102e+00
4.020847648357150916e-01 2.038914007398074091e+01 -1.790618722371814187e+00
2.421918057371996724e-01 2.640648386391679026e+01 -1.894521282437258591e+00
4.968577093608068651e-01 1.665714144930539931e+01 -1.947299876320270684e+00
4.716235161929311914e-01 1.750504478860126056e+01 -1.859209153609453935e+00
4.165913692739753316e-01 1.960279291155869430e+01 -1.937500790359267810e+00
5.413797833766444967e-01 1.497032018830115163e+01 -2.039397261909128289e+00
6.638839851461035835e-01 1.021616057240730413e+01 -1.407459682024047254e+00
3.678904919136787299e-01 2.139651941100679267e+01 -1.524299126042196306e+00
4.752020893278992020e-01 1.735856984902456190e+01 -1.653092443815754820e+00
4.494630074220289373e-01 1.826231644382069419e+01 -1.849384778884131109e+00
3.315077159280548358e-01 2.295904878553068329e+01 -1.994103675281342802e+00
4.159950661905469360e-01 1.975203309387001838e+01 -2.381475539828490362e+00
3.470956850937216842e-01 2.230844076519331765e+01 -1.976662781688188986e+00
2.732909599480404239e-01 2.515151399047751113e+01 -1.772018117350281585e+00
4.916718113939122503e-01 1.680276002354038667e+01 -2.392860703594092087e+00
-1.690773978526038945e-02 3.659713726669743039e+01 -1.333055359919050886e+00
4.981123966845384388e-01 1.657398906903989655e+01 -2.052043840198843228e+00
4.687641511688500628e-01 1.765760387011044941e+01 -1.163421230752456736e+00
3.820648274053510818e-01 2.107635389971085971e+01 -2.224192513640950608e+00
2.432152593140717300e-01 2.630045691728861357e+01 -1.611101592534341265e+00
4.699534716009914348e-01 1.762516521909624601e+01 -1.959512944993212713e+00
4.539129334927327619e-01 1.821444376786584485e+01 -2.063689464958055275e+00
3.497366982877565533e-01 2.236448323038452202e+01 -2.035659803812306379e+00
4.204348441671257319e-01 1.953073383510108840e+01 -2.333756521605211631e+00
3.512831861163956404e-01 2.217719720090637736e+01 -1.718779398927235746e+00
3.830048768238718537e-01 2.102549186696349892e+01 -2.006101662901505378e+00
4.729957901439263424e-01 1.752909252355304659e+01 -2.199258458269632399e+00
4.574187814587311607e-01 1.809992099388178843e+01 -1.274422764007841380e+00
6.153600831665819726e-01 1.201598550021626011e+01 -2.113088124822950498e+00
5.806759924580067178e-01 1.327679470448833854e+01 -1.966454299296229280e+00
4.064819561144172866e-01 2.009180343590143991e+01 -2.162986361330624163e+00
3.161102219408729042e-01 2.359805560884728948e+01 -1.458248310030228367e+00
4.516978306593895098e-01 1.851200923615979832e+01 -1.485099959980560769e+00
3.805406221120364307e-01 2.108314625415054167e+01 -2.196562490721678529e+00
3.468784016916455215e-01 2.233383318878969703e+01 -1.967208574778677388e+00
5.048732302697604979e-01 1.639622194832639224e+01 -1.915619310177563150e+00
4.683124594226999449e-01 1.767383174326602813e+01 -2.246907145318007615e+00
4.249862594669764349e-01 1.941983592882120035e+01 -5.963697246825869769e-01
4.269623637882951073e-01 1.937996418351986705e+01 -2.165906347004943555e+00
6.718268412786514432e-01 9.830325170578376515e+00 -1.467597645764209702e+00
4.453654775768711716e-01 1.851189482121750984e+01 -2.147722709812161845e+00
4.767142621997155771e-01 1.733552010438302915e+01 -2.521929241557608670e+00
4.302337416528558833e-01 1.911443613300677669e+01 -2.164002153977030218e+00
3.195288568987066924e-01 2.326263729912568579e+01 -7.522102023034431539e-01
3.072516570742465092e-01 2.383594354425555650e+01 -1.991291143088428583e+00
6.242043870263778160e-01 1.173340372765625972e+01 -1.751425244638165069e+00
4.927594678621645130e-01 1.662699951834977696e+01 -2.133303985228257815e+00
6.231833049198343133e-01 1.173436880487651024e+01 -1.991052279199726271e+00
2.971475443542317407e-01 2.424705627247421091e+01 -2.092693701384868099e+00
5.565711791656013929e-01 1.428966667417461167e+01 -2.430742664378071183e+00
3.716698672378822010e-01 2.149223162434523005e+01 -2.144262463595310919e+00
3.819333903192969615e-01 2.106292171788264511e+01 -2.102886456301646056e+00
3.189646348599080028e-01 2.342682330238748278e+01 -2.080930849624254009e+00
6.213589083179087424e-01 1.181247151163379527e+01 -2.145164728631391071e+00
1.794310841643405041e-01 2.865318314037368452e+01 -1.254786157463801288e+00
4.871929705205140237e-01 1.696220370208511241e+01 -1.872810619702553581e+00
2.703374728246821235e-01 2.534127223563119458e+01 -1.590641024331260311e+00
5.023027365961141300e-01 1.632071447603537706e+01 -1.997729835775752250e+00
4.120578414623423669e-01 1.989641855065123366e+01 -2.368293615905802341e+00
5.735817279144121983e-01 1.361272628324128675e+01 -2.180956046925953018e+00
4.801228931424823543e-01 1.723390386443492162e+01 -1.933704527484886526e+00
4.835961070878589396e-01 1.707821541154244471e+01 -1.775632863685460805e+00
7.742731255252195410e-01 5.857362694277938431e+00 -1.065628216111470294e+00
4.365984088307222066e-01 1.892265296317329160e+01 -2.426741319165339306e+00
9.439196312517257326e-01 -9.497096222845229363e-01 -1.160319981146720636e+00
2.365358546997704536e-01 2.664488560568310049e+01 -1.785399906757056954e+00
3.126514955330357282e-01 2.377102261492028390e+01 -2.125124816472792944e+00
6.124673094738248835e-01 1.214194995365534879e+01 -2.102711358113871221e+00
4.183034313953388761e-01 1.963844080202924403e+01 -2.054100662202158034e+00
8.604410189984790236e-01 2.419188159469378263e+00 -1.581588849100691974e+00
5.257774467290765585e-01 1.541594191289117788e+01 -1.787816048497871790e+00
2.912919167163643408e-01 2.452802824085478051e+01 -1.720009606350455300e+00
3.452302174966437320e-01 2.245407266127904222e+01 -1.209847423001544797e+00
4.829582161862866485e-01 1.705888163857414952e+01 -1.730963154906213219e+00
4.960424598537471752e-01 1.659869401250445264e+01 -2.422762397495471731e+00
1.872900969173265651e-01 2.853547317802306793e+01 -1.897336552832074474e+00
5.792120837854248805e-01 1.348511713221124353e+01 -1.513323146174357703e+00
3.867984906688199942e-01 2.092376283698034456e+01 -1.849068463028777032e+00
4.972724470203804259e-01 1.648434989350873536e+01 -1.482286536199524107e+00
5.045767082423715522e-01 1.626412023130481543e+01 -2.128972606570350479e+00
2.222055599239887158e-01 2.730245035748464488e+01 -1.924542308194261864e+00
5.193190460547150167e-01 1.574187494875161519e+01 -2.000158491885253298e+00
3.745890644125022817e-01 2.131787596010062202e+01 -1.147148616552348344e+00
6.568401146666591472e-01 1.045172759095116533e+01 -1.783054420952421282e+00
3.717957386355426053e-01 2.145663241422770540e+01 -1.731329693890479859e+00
4.086028357795434829e-01 2.002180532448194583e+01 -2.664678469036902086e+00
2.275930900434026682e-01 2.704877097669236719e+01 -2.203615657705469744e+00
3.893895328674883416e-01 2.080963100296079915e+01 -2.737771500926071688e+00
5.149886892154320606e-01 1.580034245869704534e+01 -1.932028560605413503e+00
8.092670205318857057e-01 4.548278899393878305e+00 -1.354243197437956070e+00
6.938323394325571769e-01 8.992533465853966845e+00 -1.629267858039822769e+00
5.836670685523621671e-01 1.319944698691461582e+01 -1.529334313676386614e+00
2.674474645509121729e-01 2.540221160562761327e+01 -1.826336211927548803e+00
4.294761394052386549e-01 1.928578464596338904e+01 -1.546168614303097044e+00
4.829500946459006627e-01 1.705534316443585396e+01 -1.382682137502811770e+00
6.137179072948217851e-01 1.214707854695259215e+01 -1.804511920739852116e+00
7.009272599019507055e-01 8.723081837867930233e+00 -1.819863627676621576e+00
3.966568419646598898e-01 2.040100675300504918e+01 -2.124281627962034236e+00
5.315531559139081708e-01 1.527456034829707932e+01 -1.807966142815370603e+00
2.544900723028238332e-01 2.599827158305643593e+01 -1.651815259794888746e+00
6.606990946845137103e-01 1.026103189355738721e+01 -1.577993771749827800e+00
4.566466347761259925e-01 1.819657687749692343e+01 -1.992757159426012947e+00
4.146358215831735805e-01 1.977245829126709964e+01 -2.744451177810084630e+00
5.634407210754055484e-01 1.396866216333799571e+01 -2.215381016725577190e+00
3.832144428767225719e-01 2.100647390510297186e+01 -2.094229906587100842e+00
4.203482291792415282e-01 1.953709350347882179e+01 -1.809260609024136102e+00
7.498185087326536546e-01 6.698029933012207948e+00 -1.899881943563508813e+00
4.568675503861356901e-01 1.809100585931471272e+01 -1.792862586561129845e+00
4.490735394838036854e-01 1.849721391336723286e+01 -1.897629054094782219e+00
4.408637701493809402e-01 1.878635134543663554e+01 -2.049900563244326790e+00
3.376418051186540481e-01 2.267538781226125622e+01 -2.110836051008155856e+00
2.910011785213448832e-01 2.463221875775714409e+01 -1.523804957041086539e+00
6.568401146666591472e-01 1.045172759095116533e+01 -1.783054420952421282e+00
6.695606194434624570e-01 9.869077947708845500e+00 -2.438923859914973846e+00
4.759465251006673725e-01 1.749322108974524781e+01 -1.466046944995381907e+00
4.220953410990109234e-01 1.937194616518331713e+01 -1.571843544606558396e+00
4.141789266800177671e-01 1.978573968750755085e+01 -2.569918175816217953e+00
4.468876160845454137e-01 1.854759500962339303e+01 -1.535222289763822801e+00
3.512831861163956404e-01 2.217719720090637736e+01 -1.718779398927235746e+00
3.998280395934123987e-01 2.031866668700569534e+01 -1.917972848733398905e+00
1.789259466249681907e-01 2.916373773018415250e+01 -1.396296778134564320e+00
6.414625485165004193e-01 1.094335927100331674e+01 -1.824697357541914755e+00
3.586338078236046556e-01 2.199005543521040096e+01 -2.126868004324514949e+00
7.871371772028084024e-01 5.284820351082274215e+00 -1.643129420855165890e+00
4.762445117581464160e-01 1.738733774132416698e+01 -1.977065097712571884e+00
5.290053029778327698e-01 1.534464597528079821e+01 -2.422906393341600406e+00
2.887567904890282477e-01 2.462555594374956058e+01 -1.501387409173553067e+00
7.255791643875717511e-01 7.718272741145632665e+00 -1.069887037554472897e+00
5.816736644794424649e-01 1.330721241165376512e+01 -1.738011071781118133e+00
4.992504802196506830e-01 1.655087560606214936e+01 -1.963320696498536577e+00
5.466686227494594874e-01 1.462532223020529898e+01 -1.483097183405806874e+00
4.739573568676274107e-01 1.744387720038137957e+01 -2.305046326635764586e+00
4.173048107514087945e-01 1.962100579781916565e+01 -2.392971050514862696e+00
5.812403672347912220e-01 1.321828316857079955e+01 -1.887702267804371559e+00
6.267219723415724530e-01 1.152197498596797942e+01 -1.814408209020433205e+00
4.835961070878589396e-01 1.707821541154244471e+01 -1.775632863685460805e+00
5.586531100313436582e-01 1.419936788627063606e+01 -1.847906126767803414e+00
3.843558966628375373e-01 2.086310867034191574e+01 -2.183587436566929441e+00
4.820655482346971610e-01 1.712797339533899077e+01 -2.265675976984919515e+00
2.869535521586730198e-01 2.476868713949312450e+01 -2.237613941778856308e+00
5.312013370383752431e-01 1.520023225788462895e+01 -2.118927286083941652e+00
5.282130619342666478e-01 1.529279034712664753e+01 -1.867076937107020385e+00
7.624781105517275392e-01 6.249548640495461882e+00 -1.562394528363540758e+00
3.876962203635798687e-01 2.087058769826985127e+01 -2.004625016602541443e+00
2.162603560509026579e-01 2.744256964912275976e+01 -2.076817381226332415e+00
6.280008227472748672e-01 1.156426194949478514e+01 -1.562320342412574448e+00
4.079159356120136692e-01 2.002279811836143608e+01 -2.317942214035810800e+00
5.265030908618264505e-01 1.545094072405216679e+01 -1.518766943064820296e+00
5.818022693973485815e-01 1.337091691354891765e+01 -1.866268417462059404e+00
5.349833614707968366e-01 1.512588783849824381e+01 -2.196922144138086175e+00
