weight logl A B $log(f)$
0.000000000000000000e+00 -5.051599805190536244e+03 5.337508274275044595e-01 5.657748747116789767e-01 7.729678417769133558e-01
0.000000000000000000e+00 -5.032992075706757532e+03 5.479550946385980392e-01 4.119315009911729830e-01 8.006546901304542052e-01
0.000000000000000000e+00 -4.945100968291587378e+03 5.403521838906915065e-01 2.721956422832768618e-01 9.420528695893154447e-01
0.000000000000000000e+00 -4.890493196599083603e+03 5.642359872791573583e-01 4.308351221044594559e-01 8.421628816815933671e-01
0.000000000000000000e+00 -4.877468992068629632e+03 5.036333134897512664e-01 7.339500564898285839e-01 8.959368232731557136e-01
0.000000000000000000e+00 -4.875046158849491803e+03 5.732873418012869315e-01 6.348581909133200751e-01 9.760651102224986442e-01
0.000000000000000000e+00 -4.846140772804433254e+03 5.708821023259227356e-01 7.217462393467813930e-01 9.912456722150957411e-01
0.000000000000000000e+00 -4.655659801065902684e+03 5.390344292073255827e-01 8.279625920543398632e-01 9.352326023826759149e-01
0.000000000000000000e+00 -4.645433034499241330e+03 5.395741518041395901e-01 5.882422334117548557e-01 6.751510806343981042e-01
0.000000000000000000e+00 -4.598869638284294524e+03 5.591990162450822810e-01 1.591682570001727859e-01 9.175875631800328724e-01
0.000000000000000000e+00 -4.592723781964059526e+03 6.184254720926755100e-01 2.310098564161231216e-01 9.871852533817245812e-01
0.000000000000000000e+00 -4.584667387162204250e+03 5.768055837901989724e-01 1.756867744053912106e-01 7.043450304745632051e-01
0.000000000000000000e+00 -4.561201525984263753e+03 5.512815644866360110e-01 9.175308331203618425e-03 9.901489178555301640e-01
0.000000000000000000e+00 -4.534424638673816844e+03 5.991371018422558814e-01 2.903874472282314545e-01 9.526236130630834076e-01
0.000000000000000000e+00 -4.515225441869932183e+03 6.009112606276364454e-01 3.900503782295011157e-01 9.855190866955896301e-01
0.000000000000000000e+00 -4.444652992239912237e+03 5.320003103629219465e-01 7.018319657488168994e-01 7.953932326092180150e-01
0.000000000000000000e+00 -4.414293631862697112e+03 5.830872637486069765e-01 1.046878271732356175e-01 7.422404754514667635e-01
0.000000000000000000e+00 -4.395286174606114400e+03 5.914535772593537688e-01 5.361231993291804693e-02 3.847935136305237480e-02
0.000000000000000000e+00 -4.371157118486048603e+03 5.461448358121733238e-01 9.663592277405510522e-01 9.974776608930719934e-01
0.000000000000000000e+00 -4.352888340744120796e+03 4.545018402540759173e-01 9.721378135764892070e-01 9.865888365102437607e-01
0.000000000000000000e+00 -4.339405643919196336e+03 5.363642393804466391e-01 1.570262584032823816e-01 9.918853899638679916e-01
0.000000000000000000e+00 -4.302349037675163345e+03 6.017267227606872826e-01 7.156542737463150727e-02 8.527044689961713608e-01
0.000000000000000000e+00 -4.296842205671474403e+03 5.353142746686037068e-01 5.882043061334267797e-01 6.327707781042987145e-01
0.000000000000000000e+00 -4.287302351120912135e+03 5.570025925397069644e-01 4.070536673146493700e-01 4.295263893531364729e-01
0.000000000000000000e+00 -4.156319634014322219e+03 4.696897559440241232e-01 8.074630434338516682e-01 9.930245308728676834e-01
0.000000000000000000e+00 -4.154080604180552655e+03 5.484371942224522956e-01 8.893152023984947085e-01 9.874734909882691980e-01
0.000000000000000000e+00 -4.126162499295150155e+03 5.169809179447194536e-01 7.000605572999969439e-01 8.268772954262660901e-01
0.000000000000000000e+00 -4.104501681846648353e+03 5.898740124176411470e-01 2.815600701326697042e-01 9.181248073701724355e-01
0.000000000000000000e+00 -4.088664261289273782e+03 5.377517532213728080e-01 7.892431717356847010e-01 9.195728138444920763e-01
0.000000000000000000e+00 -4.086174445807756456e+03 5.997125541514101155e-01 4.199672255250468805e-02 7.944314959424527700e-01
0.000000000000000000e+00 -4.048936227028142639e+03 5.065087875179954402e-01 9.945172988041546258e-01 8.558765169121735905e-01
0.000000000000000000e+00 -4.032341820272527912e+03 5.192618078195134768e-01 5.118558061322278085e-01 9.389869753838162580e-01
0.000000000000000000e+00 -4.019601154480409605e+03 4.795587063826097785e-01 9.007198440825631147e-01 9.374565203841291883e-01
0.000000000000000000e+00 -4.003615149917682629e+03 5.451249267009180555e-01 6.967027838449944832e-02 9.964854277899308777e-01
0.000000000000000000e+00 -3.998806940226453662e+03 5.431474993574416654e-01 6.897022360683376929e-01 8.946111094367981131e-01
0.000000000000000000e+00 -3.985690979151409920e+03 5.306703729530445335e-01 9.122974362410825044e-01 9.442978068302136929e-01
0.000000000000000000e+00 -3.970719352693584369e+03 5.886026109775650550e-01 1.458111885194568469e-01 7.887887172738690111e-01
0.000000000000000000e+00 -3.959918626070524169e+03 5.246516169626009862e-01 9.142868739064844430e-01 9.202627124758346877e-01
0.000000000000000000e+00 -3.951578860147326395e+03 5.174063338119767597e-01 8.882246348341246156e-01 8.564279305337815229e-01
0.000000000000000000e+00 -3.948200539084682077e+03 5.411272212348051669e-01 5.608401786389006771e-01 1.393775524538066468e-01
0.000000000000000000e+00 -3.937610515321818184e+03 5.706668973991905203e-01 2.729911864458937076e-01 2.560372240147727463e-01
0.000000000000000000e+00 -3.928845528867757821e+03 5.799240844124273764e-01 1.524626158565610679e-01 6.803216983147584163e-01
0.000000000000000000e+00 -3.913259959028573576e+03 5.107891631313122849e-01 4.459143565538907228e-01 9.872016969842397627e-01
0.000000000000000000e+00 -3.884421839118673233e+03 5.693459163174079407e-01 3.108399248039000473e-01 7.369700140920273368e-01
0.000000000000000000e+00 -3.878980464913116975e+03 5.911922934014091080e-01 1.552894755626598733e-01 8.392424488152112616e-01
0.000000000000000000e+00 -3.830651127039559015e+03 4.978655121414259921e-01 9.795681741858938141e-01 6.562147453695699184e-02
0.000000000000000000e+00 -3.810005684794748049e+03 6.151133172724322362e-01 1.387010837577158928e-01 9.623859321569957492e-01
0.000000000000000000e+00 -3.801336212992576748e+03 5.525115406803655649e-01 4.849123119418899397e-01 7.680953371605682145e-01
0.000000000000000000e+00 -3.773035203367890063e+03 5.753973282881559292e-01 4.341552362662978726e-01 9.282110673462513617e-01
0.000000000000000000e+00 -3.766405988905297363e+03 5.814167303939413722e-01 5.702010860865667219e-01 9.924890522719576058e-01
0.000000000000000000e+00 -3.754201867124114415e+03 5.358875322574349065e-01 4.373837140887944508e-01 8.997104426733246729e-01
0.000000000000000000e+00 -3.749084483609984545e+03 5.677959226887470123e-01 6.018505407757395176e-01 9.646814373319823055e-01
0.000000000000000000e+00 -3.727716898036820112e+03 6.089363363568340848e-01 6.729600920775773154e-02 9.073244164325789951e-01
0.000000000000000000e+00 -3.685429383977305861e+03 6.029541779025349157e-01 3.018268618436270034e-01 9.778704898984444949e-01
0.000000000000000000e+00 -3.680954203938280898e+03 4.750133586277814346e-01 9.324926284018001388e-01 9.467691766676883391e-01
0.000000000000000000e+00 -3.657598696176343765e+03 5.442819991014297143e-01 5.079849677334709046e-01 4.000054361008020809e-01
0.000000000000000000e+00 -3.650185076709235091e+03 5.262030261041459323e-01 2.953601774539745262e-01 9.909946809350659302e-01
0.000000000000000000e+00 -3.641394645836678137e+03 5.009895490749400881e-01 7.972316385481617029e-01 8.867977804613060844e-01
0.000000000000000000e+00 -3.596705762060949837e+03 6.101177521668995629e-01 2.288319978198697160e-02 8.881496767144867466e-01
0.000000000000000000e+00 -3.589976407346885026e+03 6.207901002103285437e-01 6.858260949086208980e-02 9.603010658885070550e-01
0.000000000000000000e+00 -3.525063650175573002e+03 5.419570353206604185e-01 7.260666340894500470e-01 9.154920411104461309e-01
0.000000000000000000e+00 -3.521435816059394710e+03 5.817164052374803607e-01 1.639171900534777682e-01 2.889121158865439742e-01
0.000000000000000000e+00 -3.501848792372868047e+03 6.188660373153169747e-01 1.227977340443028309e-01 9.730954268190591394e-01
0.000000000000000000e+00 -3.494153964955610718e+03 5.723034060658718225e-01 5.231060896932628879e-01 9.562067371214629796e-01
0.000000000000000000e+00 -3.455340005201130680e+03 5.365089493551969957e-01 5.673511358149516681e-01 7.125144941218484185e-01
0.000000000000000000e+00 -3.451886740707594072e+03 5.351899769291268427e-01 6.182952268900347992e-01 5.074051260565499710e-01
0.000000000000000000e+00 -3.438820593172265035e+03 5.409226371207724871e-01 5.623312976657469653e-01 4.745768552574742283e-01
0.000000000000000000e+00 -3.400379510746491178e+03 6.206142423966728439e-01 1.108359337390666527e-02 9.402345266787578426e-01
0.000000000000000000e+00 -3.380471507349917374e+03 6.084944681781495612e-01 1.516291933579661244e-01 9.500316667815018601e-01
0.000000000000000000e+00 -3.375965656904450043e+03 5.650678004751342742e-01 6.693035966024774019e-01 9.823588225640317306e-01
0.000000000000000000e+00 -3.368585779419506707e+03 4.744627758156341191e-01 9.058124283571837854e-01 9.629633355128396355e-01
0.000000000000000000e+00 -3.364191488348684288e+03 5.979804137838341527e-01 3.249348417142562395e-01 9.750169992229251736e-01
0.000000000000000000e+00 -3.357028825700059770e+03 5.274974882031919776e-01 3.789108931439507666e-01 9.675513300050184728e-01
0.000000000000000000e+00 -3.346702708995954708e+03 5.153580756398797869e-01 7.523731889628690883e-01 7.772210338084574177e-01
0.000000000000000000e+00 -3.341809627841011206e+03 5.296919029316978778e-01 9.521017706561502036e-01 9.641347109164458695e-01
0.000000000000000000e+00 -3.339509657580011663e+03 4.752561728290615184e-01 9.446302328849167651e-01 9.458404118534702310e-01
0.000000000000000000e+00 -3.326753693185064094e+03 5.656442059328941063e-01 5.615346566692082098e-01 9.486913601665133422e-01
0.000000000000000000e+00 -3.302889965718820349e+03 5.338793681969509208e-01 6.769253275613937859e-01 7.993248361580000960e-01
0.000000000000000000e+00 -3.260982542426799228e+03 5.769350971977409426e-01 2.106184527612821600e-01 4.631501787847774332e-01
0.000000000000000000e+00 -3.232380051732006905e+03 5.584266064679936914e-01 7.450455461837498516e-01 9.877292141131339687e-01
0.000000000000000000e+00 -3.223634145144025752e+03 6.318385464632667592e-01 6.242325034068353651e-02 9.955110666707059908e-01
0.000000000000000000e+00 -3.221907494558223789e+03 5.550919096836163247e-01 3.497662304770501329e-01 8.132374912624272811e-01
0.000000000000000000e+00 -3.206452051546976691e+03 5.159200786503669312e-01 9.470232392420095957e-01 9.015520847677264138e-01
0.000000000000000000e+00 -3.205193906891255210e+03 5.673493922699505143e-01 3.622612593002542125e-01 8.173311613957924271e-01
0.000000000000000000e+00 -3.204972716890228185e+03 5.029941614672253092e-01 9.515309354318621793e-01 7.400558805511819882e-01
0.000000000000000000e+00 -3.154244112902934830e+03 5.070083473764483983e-01 6.369742257876548353e-01 9.486925635925943512e-01
0.000000000000000000e+00 -3.142895064096856458e+03 5.447488855632852678e-01 8.660527066521885864e-01 9.859053913485534837e-01
0.000000000000000000e+00 -3.137266954509911102e+03 5.586796524188378799e-01 2.011361035900926797e-01 9.178707492466445794e-01
0.000000000000000000e+00 -3.118714030381092471e+03 4.995681528703317387e-01 9.373146452785233729e-01 6.309259454358221442e-01
0.000000000000000000e+00 -3.099386626214625721e+03 5.810287615464413413e-01 3.110752533637911044e-01 8.999138193495446192e-01
0.000000000000000000e+00 -3.092663738459508750e+03 5.406796727035217964e-01 8.349875389206040666e-01 9.642866723688316988e-01
0.000000000000000000e+00 -3.091867741337569441e+03 4.878917930294979777e-01 6.857991380376686763e-01 9.943513682195437298e-01
0.000000000000000000e+00 -3.086636855496916269e+03 5.688835311537262518e-01 5.596235405032643495e-01 9.636417583956312649e-01
0.000000000000000000e+00 -3.001691178632634546e+03 5.295033410577333344e-01 3.871811728299318633e-01 9.635303381984524629e-01
0.000000000000000000e+00 -2.992207245524471546e+03 4.993603595065955192e-01 8.669611290628773670e-01 8.479123758732937111e-01
0.000000000000000000e+00 -2.991613943149700390e+03 5.368376936534254851e-01 6.009566455882576763e-01 6.667215740407225755e-02
0.000000000000000000e+00 -2.986525114349660726e+03 4.967022706361781670e-01 8.876823808436227203e-01 8.537311580776525410e-01
0.000000000000000000e+00 -2.984471941288683865e+03 5.562189663798624562e-01 7.094669857875386398e-01 9.746262781678572962e-01
0.000000000000000000e+00 -2.982344695447765389e+03 5.636633647065325547e-01 2.431494113284110303e-01 8.491894676920946905e-01
0.000000000000000000e+00 -2.951743730028118534e+03 5.847387938011953112e-01 3.029576217290935736e-01 9.196692699379558356e-01
0.000000000000000000e+00 -2.946178143027415899e+03 5.650956681739319754e-01 3.086469497878549517e-01 4.695861910238595671e-01
0.000000000000000000e+00 -2.933606886465996922e+03 5.480201357502221260e-01 6.336880240761534333e-01 9.044871069606592595e-01
0.000000000000000000e+00 -2.920688231761259431e+03 4.949382050010150413e-01 9.419662126141351566e-01 8.017693115530161174e-01
0.000000000000000000e+00 -2.917303960212833317e+03 5.789690350466201174e-01 3.428207560708786406e-01 9.106465587590122368e-01
0.000000000000000000e+00 -2.902906592469437328e+03 5.387071357595504262e-01 3.254370739857449513e-01 9.546695452525651993e-01
0.000000000000000000e+00 -2.901777897728301014e+03 4.670018144857256970e-01 9.373922127264738835e-01 9.836247879248478654e-01
0.000000000000000000e+00 -2.849833632511646556e+03 4.998834262656511873e-01 7.927927351490485774e-01 9.094095973474989325e-01
0.000000000000000000e+00 -2.846989636150312890e+03 5.041993133319483400e-01 6.754429837591169328e-01 9.490738553099050678e-01
0.000000000000000000e+00 -2.835964466700847424e+03 5.263951880881424517e-01 8.129700681095027859e-01 8.836417087546759586e-01
0.000000000000000000e+00 -2.827654824535818989e+03 5.915953134239603228e-01 6.409134616823584929e-02 1.134942638610387383e-01
0.000000000000000000e+00 -2.805737269126549108e+03 5.357909874520341287e-01 9.224208741559128955e-01 9.825212960508176163e-01
0.000000000000000000e+00 -2.800999706703260472e+03 5.143122085555934531e-01 8.189706252487474192e-01 2.389171669031981970e-01
0.000000000000000000e+00 -2.799530786239904501e+03 5.199596966703770029e-01 4.594997490014142150e-01 9.741130286812462735e-01
0.000000000000000000e+00 -2.797468105398661464e+03 5.742749629355559104e-01 2.948634635310620755e-01 8.239856859413667856e-01
0.000000000000000000e+00 -2.793004758969167142e+03 5.226693198296181730e-01 8.024753357734768500e-01 8.348529007783864753e-01
0.000000000000000000e+00 -2.786626630890362321e+03 5.708711886767124932e-01 5.015482061137693792e-01 9.537491971217436637e-01
0.000000000000000000e+00 -2.756517056204198525e+03 6.153135767074588980e-01 1.955078565802217394e-01 9.961851767186408191e-01
0.000000000000000000e+00 -2.756257695706197410e+03 4.974773577996585705e-01 9.595273513261201037e-01 6.158401562573215804e-01
0.000000000000000000e+00 -2.754134075442755147e+03 5.640100437528465793e-01 3.407788508965480245e-01 6.270168090139571770e-01
0.000000000000000000e+00 -2.749556462219060904e+03 5.129513061675133878e-01 8.381064387170663599e-01 6.519057282337914483e-01
0.000000000000000000e+00 -2.729967459080164645e+03 5.433711358422613769e-01 8.795122043262131317e-01 9.929933658502021476e-01
0.000000000000000000e+00 -2.726015072690678153e+03 5.165075732145986143e-01 7.997247306562080826e-01 5.884921167357253236e-01
0.000000000000000000e+00 -2.719294746429584848e+03 5.206767208124232216e-01 3.796988334507924168e-01 9.976875645442645490e-01
0.000000000000000000e+00 -2.714495394357283203e+03 5.376787326139528256e-01 5.734291635560339051e-01 2.843359212368878897e-01
0.000000000000000000e+00 -2.708821764194032767e+03 5.361097767595165431e-01 2.987241302916964769e-01 9.772192449890366728e-01
0.000000000000000000e+00 -2.703248166950946597e+03 5.633264441913736764e-01 1.687408768410608439e-01 9.179759412618901937e-01
0.000000000000000000e+00 -2.701209771789252500e+03 6.004242045082324175e-01 1.690742550482710049e-03 7.323141601646026011e-01
0.000000000000000000e+00 -2.674604151521610675e+03 4.803371305705119720e-01 8.534811370191959234e-01 9.729194053523364527e-01
0.000000000000000000e+00 -2.667865367068331125e+03 5.206130379226953098e-01 3.803232883030941980e-01 9.986421613036168266e-01
0.000000000000000000e+00 -2.636119221719065990e+03 5.148315788197023180e-01 5.057748508203512294e-01 9.782777595315242936e-01
0.000000000000000000e+00 -2.628464289733689839e+03 5.410132550930545348e-01 3.116561916723962766e-01 9.561163124590235096e-01
0.000000000000000000e+00 -2.618707722229059982e+03 5.864867087309501015e-01 1.057535078262175771e-01 1.986680200979605848e-01
0.000000000000000000e+00 -2.618196019247172899e+03 5.310340806057211038e-01 9.611768365991884000e-01 9.836730324124844937e-01
0.000000000000000000e+00 -2.606603041841790855e+03 5.964001035223552849e-01 9.055029107750077466e-02 8.422757988966503850e-01
0.000000000000000000e+00 -2.604418450901402139e+03 5.684615814723612548e-01 6.931885560472966779e-02 9.461767680193861052e-01
0.000000000000000000e+00 -2.602313815228370913e+03 5.550323733601766341e-01 7.392943408938999761e-02 9.922379534107587107e-01
0.000000000000000000e+00 -2.586282331529777366e+03 5.074440070549374182e-01 6.796623519638468336e-01 9.371217995165327386e-01
0.000000000000000000e+00 -2.586097810880811721e+03 5.350965925940441847e-01 6.178042799676373154e-01 5.232299960789489335e-01
0.000000000000000000e+00 -2.564718102140179781e+03 5.722415161952254525e-01 2.667747509602850786e-01 6.894839522746611937e-01
0.000000000000000000e+00 -2.561851785391662361e+03 5.945576361354184547e-01 3.870212952427752873e-01 9.971721719135528961e-01
0.000000000000000000e+00 -2.540123951859373847e+03 5.855744104773576986e-01 4.664296911183776206e-01 9.954188083972939083e-01
0.000000000000000000e+00 -2.507390235226216191e+03 5.787097154997740134e-01 3.568656877288279294e-01 9.252392867303748103e-01
0.000000000000000000e+00 -2.471083321999003601e+03 5.779553245402220263e-01 1.981751350302653203e-01 2.858709796390385138e-01
0.000000000000000000e+00 -2.467692591963965242e+03 4.840103212864469429e-01 7.581373036966103651e-01 9.960311282145848377e-01
0.000000000000000000e+00 -2.440434337035193039e+03 5.813303003521173018e-01 2.750857534856680497e-01 8.865385806376496758e-01
0.000000000000000000e+00 -2.436798119075693194e+03 6.188266955680155057e-01 1.103062306802149589e-01 9.872349598328237219e-01
0.000000000000000000e+00 -2.435291509406230034e+03 5.525554031301017632e-01 5.975815864851220516e-01 9.189332312189265606e-01
0.000000000000000000e+00 -2.433543049254078142e+03 6.270387861903222726e-01 5.243042142922660354e-02 9.940061005098509428e-01
0.000000000000000000e+00 -2.419955374972486425e+03 5.160254580223706533e-01 8.022048323255525082e-01 5.150308513274268751e-01
0.000000000000000000e+00 -2.401413357516368706e+03 5.388801531030501524e-01 6.909781604884941419e-01 8.911599529936204966e-01
0.000000000000000000e+00 -2.397072301510483612e+03 5.810967176995541772e-01 1.674134021877327350e-01 4.765502473323580124e-01
0.000000000000000000e+00 -2.377079495696274080e+03 5.578996053026681334e-01 1.307497105411348504e-01 9.681795347994943679e-01
0.000000000000000000e+00 -2.375340964478832120e+03 5.611189982281845623e-01 3.633058012129916081e-01 4.257669005055392253e-01
0.000000000000000000e+00 -2.349819992580263261e+03 5.093806052020369846e-01 8.870500683604617409e-01 7.479799885397643289e-01
0.000000000000000000e+00 -2.343583769466308695e+03 5.882756954743872946e-01 9.052397682883556174e-02 3.458602516464446275e-01
0.000000000000000000e+00 -2.342939826153598460e+03 5.871123471045386344e-01 3.960147274218444591e-01 9.820343123323376222e-01
0.000000000000000000e+00 -2.321603563019106332e+03 5.295279091052201847e-01 5.896124820865914495e-01 8.416277876544034919e-01
0.000000000000000000e+00 -2.320733155898064979e+03 5.903632690998974475e-01 2.843259936958361100e-01 9.503468149990418334e-01
0.000000000000000000e+00 -2.320476153125561268e+03 5.351836533181838496e-01 5.426252676776414097e-01 8.299601036665330556e-01
0.000000000000000000e+00 -2.316816143295816801e+03 5.652025308380059787e-01 1.511560250822601981e-01 9.253627406670619227e-01
0.000000000000000000e+00 -2.304027142565398208e+03 5.681080146219583682e-01 2.406279518590188349e-01 7.993459497940180736e-01
0.000000000000000000e+00 -2.303152304730342621e+03 5.822508840582659717e-01 2.429479865899907345e-03 9.151806935606698890e-01
0.000000000000000000e+00 -2.298765122514732866e+03 5.965309237865003000e-01 1.581368669017321205e-01 9.131182343929045153e-01
0.000000000000000000e+00 -2.279523485481100579e+03 5.057821384642103846e-01 9.230090145751764785e-01 7.538073190229769294e-01
0.000000000000000000e+00 -2.275202582355210325e+03 5.847933025860126977e-01 4.617948106277246501e-01 9.973569702217365274e-01
0.000000000000000000e+00 -2.265321392777464553e+03 5.003958721823349443e-01 9.135070368243295436e-01 7.522813548765487912e-01
0.000000000000000000e+00 -2.255573225232163168e+03 5.957989678296453651e-01 3.427405339020769270e-01 9.940177764760776968e-01
0.000000000000000000e+00 -2.249461918901655281e+03 5.325177947505799203e-01 9.129491530775579733e-01 9.798384432750736339e-01
0.000000000000000000e+00 -2.232321820923045834e+03 5.738558125540967891e-01 4.451911841361503863e-01 9.527053735186262751e-01
0.000000000000000000e+00 -2.222404008644906298e+03 5.114914274805415495e-01 6.404778588972810383e-01 9.447085527435951091e-01
0.000000000000000000e+00 -2.210744183866372623e+03 5.789468426868702444e-01 4.182104116181180054e-01 9.632109349537670839e-01
0.000000000000000000e+00 -2.207830141983174144e+03 5.645474100424346942e-01 4.066231912389318692e-01 8.597270148800699729e-01
0.000000000000000000e+00 -2.207504643850379125e+03 6.005498170668293056e-01 1.161032720596743006e-01 9.130147832393035179e-01
0.000000000000000000e+00 -2.205444847193664373e+03 6.029299267288302788e-01 1.043374566810978815e-01 9.207265021081220135e-01
0.000000000000000000e+00 -2.202241516784150008e+03 5.145683348298842885e-01 8.153558448531359470e-01 2.306482514439138765e-01
0.000000000000000000e+00 -2.199784543886087704e+03 5.187680385262205540e-01 7.747142497633954239e-01 7.510953495919640843e-02
0.000000000000000000e+00 -2.169426054442909845e+03 5.345739184934696908e-01 6.370492677608732279e-01 7.268578143194256436e-01
0.000000000000000000e+00 -2.162572212690464767e+03 5.574807962418829588e-01 3.026780752462800428e-01 8.658514440572689930e-01
0.000000000000000000e+00 -2.152280354811954567e+03 5.627348415032978890e-01 1.183760392739935108e-01 9.586747938495286947e-01
0.000000000000000000e+00 -2.132039804696115425e+03 5.453008874339857481e-01 3.798119473463091866e-01 9.048757863209586638e-01
0.000000000000000000e+00 -2.126819055869587373e+03 5.735141695715753052e-01 3.583446660928732985e-01 8.997966559890397953e-01
0.000000000000000000e+00 -2.124900352493574246e+03 5.754682083362903100e-01 4.286901422921686189e-01 9.547644194202621337e-01
0.000000000000000000e+00 -2.098784000742713033e+03 6.147609517707969262e-01 7.322459393634961344e-02 9.667274801041462196e-01
0.000000000000000000e+00 -2.093865999462831041e+03 5.367183222824272182e-01 3.307822058257836595e-01 9.765296154030457254e-01
0.000000000000000000e+00 -2.087872626919548111e+03 5.736499128769081413e-01 2.038036950146744075e-01 7.591429585002587022e-01
0.000000000000000000e+00 -2.081352770570901612e+03 5.618667987507571793e-01 3.551335341930311196e-01 9.081414659299316683e-02
0.000000000000000000e+00 -2.055667947847599407e+03 5.312606639116473906e-01 7.010296667669114745e-01 8.215759603560289781e-01
0.000000000000000000e+00 -2.045601899727600312e+03 5.727269800155615487e-01 4.483752996626894638e-01 9.533597304679866102e-01
0.000000000000000000e+00 -2.019410707547225229e+03 5.078790125594923044e-01 8.635537301018579859e-01 1.169804993389871872e-01
0.000000000000000000e+00 -1.999584873770811555e+03 6.066804730171588833e-01 8.967974730916138115e-02 9.388813485575583373e-01
0.000000000000000000e+00 -1.996936308868322158e+03 5.861817780829634561e-01 3.822299639681462358e-01 9.818958170321685497e-01
0.000000000000000000e+00 -1.991010657146024869e+03 4.991101015928461893e-01 6.550062965145215799e-01 9.933748684793604067e-01
0.000000000000000000e+00 -1.989911809338523199e+03 5.695475677132613157e-01 3.063970898062671755e-01 7.663979146873763915e-01
0.000000000000000000e+00 -1.989494665436185414e+03 5.671497942786646318e-01 1.775714196522741595e-02 9.858579964298165299e-01
0.000000000000000000e+00 -1.964784147013885786e+03 5.433077084396120693e-01 5.360870022856418782e-01 4.022896830183806394e-01
0.000000000000000000e+00 -1.957346751024371315e+03 6.077662299280675029e-01 2.180429209151016068e-01 9.983851528770488759e-01
0.000000000000000000e+00 -1.951844518715916365e+03 5.549094286144542476e-01 6.229233186064530026e-01 9.566257327468329352e-01
0.000000000000000000e+00 -1.943956991365047088e+03 5.123846126854910699e-01 8.187231671569029645e-01 5.636721566777250780e-01
0.000000000000000000e+00 -1.939500438819683495e+03 5.233675011821777856e-01 6.577266586856863606e-01 8.380838572253505037e-01
0.000000000000000000e+00 -1.937840343577080603e+03 5.876518045393824830e-01 1.007975499403467590e-01 5.320482765069053377e-01
0.000000000000000000e+00 -1.931961582961966315e+03 5.307263747843393720e-01 3.545307383486877573e-01 9.929237511674307015e-01
0.000000000000000000e+00 -1.927828192386057708e+03 4.801143656224952649e-01 9.709223029111344605e-01 9.373246527695051622e-01
0.000000000000000000e+00 -1.923733352056460035e+03 5.203743558348693510e-01 7.586081972374685289e-01 3.548012309196985625e-01
0.000000000000000000e+00 -1.907400583673105757e+03 4.907085803469673491e-01 7.377552541036538347e-01 9.950777165810211766e-01
0.000000000000000000e+00 -1.896587747227490581e+03 4.807665770778044578e-01 9.907468403604793306e-01 9.213375287928865509e-01
0.000000000000000000e+00 -1.892596073531597767e+03 5.211008337880900232e-01 7.072960342883797269e-01 7.802247660714702882e-01
0.000000000000000000e+00 -1.878959750209947742e+03 5.720985108225558058e-01 5.118306718029458358e-01 9.823523399805242917e-01
0.000000000000000000e+00 -1.870580053483395432e+03 5.653240569773553270e-01 3.818650158962801910e-01 8.448630253291701253e-01
0.000000000000000000e+00 -1.869469840837231459e+03 5.089588181402349143e-01 8.028644429848724728e-01 8.306658527384220836e-01
0.000000000000000000e+00 -1.864976951488704344e+03 5.567363178177404670e-01 6.305337805100772464e-01 9.704828451630934660e-01
0.000000000000000000e+00 -1.861024902254554945e+03 5.806092025475169116e-01 1.479691807151359284e-01 7.166413083318857735e-01
0.000000000000000000e+00 -1.860534304219235310e+03 5.010220215062535232e-01 8.286337652869266712e-01 8.949196493888535997e-01
0.000000000000000000e+00 -1.857581919971206162e+03 6.051481410875713118e-01 1.752390135355063050e-01 9.765076887475451217e-01
0.000000000000000000e+00 -1.829884428897916450e+03 5.657898245842492013e-01 2.404692841071262854e-01 8.509120577571801514e-01
0.000000000000000000e+00 -1.801631774891451641e+03 5.714710153246952418e-01 5.556166501732707763e-01 9.979160959460485758e-01
0.000000000000000000e+00 -1.796076119875468066e+03 4.854780460638076223e-01 8.191815646549984731e-01 9.872607411610651029e-01
0.000000000000000000e+00 -1.786331371409189160e+03 5.635467996047963668e-01 3.266393690540904116e-01 2.314688834925568151e-01
0.000000000000000000e+00 -1.781801130125363670e+03 4.819605320291546757e-01 9.794378134591208429e-01 9.242855979303314928e-01
0.000000000000000000e+00 -1.780466734732646501e+03 4.987298115618085115e-01 8.248276281499035134e-01 9.186164707878086144e-01
0.000000000000000000e+00 -1.734433874611070451e+03 5.889139710712142373e-01 2.869771533892109261e-01 9.594005809462894385e-01
0.000000000000000000e+00 -1.728016020008969463e+03 5.798100324620936163e-01 1.733225489779338102e-01 3.949465845997873759e-01
0.000000000000000000e+00 -1.727743254143201739e+03 5.062198502692466517e-01 6.648736537228665533e-01 9.701287865422950629e-01
0.000000000000000000e+00 -1.727337731022786556e+03 5.411544814673527881e-01 3.096278739053037743e-01 9.774322593015785099e-01
0.000000000000000000e+00 -1.724008320935511165e+03 5.383817639515930953e-01 8.693083786585549255e-01 9.977808267023277056e-01
0.000000000000000000e+00 -1.716376725250871687e+03 5.986345361351408378e-01 9.134614134298264451e-03 7.120812038506161290e-01
0.000000000000000000e+00 -1.704219331806173386e+03 4.893361037808025005e-01 9.726146631216211480e-01 8.660339681716172633e-01
0.000000000000000000e+00 -1.702753911929587503e+03 4.882138291790621976e-01 8.050151612515066279e-01 9.852334830956219758e-01
0.000000000000000000e+00 -1.698774411331480451e+03 5.388524768833286016e-01 5.579932979961451656e-01 6.691275287503364311e-01
0.000000000000000000e+00 -1.691911101879074522e+03 5.691976425292855080e-01 5.373233415307874239e-01 9.866024881486599174e-01
