logz logzerr logvol nlive logl logwt insert_order
-1.485523783013536036e+07 6.250301879019141052e+04 -1.064999999999988400e+00 4.000000000000000000e+02 -1.480786444868895784e+07 -1.480787150640324503e+07 9.849999999999999867e-01
-1.480787150640324503e+07 5.889900351717812009e+04 -1.067499999999988347e+00 4.000000000000000000e+02 -1.471487176149184816e+07 -1.471487882170613483e+07 8.599999999999999867e-01
-1.471487882170613483e+07 4.840903915012330981e+04 -1.069999999999988294e+00 4.000000000000000000e+02 -1.466801155825390480e+07 -1.466801862096819095e+07 1.280000000000000027e+00
-1.466801862096819095e+07 2.342989021212377338e+04 -1.072499999999988241e+00 4.000000000000000000e+02 -1.466170334005163983e+07 -1.466171040526592731e+07 1.250000000000000000e+00
-1.466171040526592731e+07 2.371735040926098372e+04 -1.074999999999988187e+00 4.000000000000000000e+02 -1.453471391233797744e+07 -1.453472098005226441e+07 1.900000000000000022e-01
-1.453472098005226441e+07 7.031250725749369303e+04 -1.077499999999988134e+00 4.000000000000000000e+02 -1.450408134546936862e+07 -1.450408841568365507e+07 2.949999999999999845e-01
-1.450408841568365507e+07 4.520661164730494784e+04 -1.079999999999988081e+00 4.000000000000000000e+02 -1.444285742861532420e+07 -1.444286450132961012e+07 9.500000000000000111e-02
-1.444286450132961012e+07 2.920248938708893547e+04 -1.082499999999988027e+00 4.000000000000000000e+02 -1.438821603053376451e+07 -1.438822310574805178e+07 3.750000000000000000e-01
-1.438822310574805178e+07 1.510200011121526222e+04 -1.084999999999987974e+00 4.000000000000000000e+02 -1.405073551757618971e+07 -1.405074259529047646e+07 1.715000000000000080e+00
-1.405074259529047646e+07 1.257715809810051724e+05 -1.087499999999987921e+00 4.000000000000000000e+02 -1.401337264783193730e+07 -1.401337972804622352e+07 5.000000000000000000e-01
-1.401337972804622352e+07 1.841963559711328344e+04 -1.089999999999987867e+00 4.000000000000000000e+02 -1.378555552656878531e+07 -1.378556260928307287e+07 1.774999999999999911e+00
-1.378556260928307287e+07 1.269746698050224950e+05 -1.092499999999987814e+00 4.000000000000000000e+02 -1.352018901147930324e+07 -1.352019609669359028e+07 4.699999999999999734e-01
-1.352019609669359028e+07 2.370083418366782425e+05 -1.094999999999987761e+00 4.000000000000000000e+02 -1.351254605584463477e+07 -1.351255314355892129e+07 3.499999999999999778e-01
-1.351255314355892129e+07 2.263745781166496163e+05 -1.097499999999987708e+00 4.000000000000000000e+02 -1.349335578643578850e+07 -1.349336287665007450e+07 1.905000000000000027e+00
-1.349336287665007450e+07 2.038448592407517135e+05 -1.099999999999987654e+00 4.000000000000000000e+02 -1.327557914135656133e+07 -1.327558623407084867e+07 1.695000000000000062e+00
-1.327558623407084867e+07 9.717519787764348439e+04 -1.102499999999987601e+00 4.000000000000000000e+02 -1.323649136498356052e+07 -1.323649846019784734e+07 1.120000000000000107e+00
-1.323649846019784734e+07 9.751969367530471936e+04 -1.104999999999987548e+00 4.000000000000000000e+02 -1.320986517421508580e+07 -1.320987227192937210e+07 1.709999999999999964e+00
-1.320987227192937210e+07 7.717400913151577697e+04 -1.107499999999987494e+00 4.000000000000000000e+02 -1.297554333517270163e+07 -1.297555043538698740e+07 1.504999999999999893e+00
-1.297555043538698740e+07 1.233198384501035325e+05 -1.109999999999987441e+00 4.000000000000000000e+02 -1.278927128291191347e+07 -1.278927838562620059e+07 9.500000000000000111e-02
-1.278927838562620059e+07 1.912733369048345194e+05 -1.112499999999987388e+00 4.000000000000000000e+02 -1.277485563080871850e+07 -1.277486273602300510e+07 3.300000000000000155e-01
-1.277486273602300510e+07 1.682809616619616281e+05 -1.114999999999987335e+00 4.000000000000000000e+02 -1.263309097914744541e+07 -1.263309808686173148e+07 1.254999999999999893e+00
-1.263309808686173148e+07 2.181798695456541900e+05 -1.117499999999987281e+00 4.000000000000000000e+02 -1.262992886142891273e+07 -1.262993597164320014e+07 1.254999999999999893e+00
-1.262993597164320014e+07 1.674119286386211752e+05 -1.119999999999987228e+00 4.000000000000000000e+02 -1.259025753278091736e+07 -1.259026464549520425e+07 9.000000000000000222e-01
-1.259026464549520425e+07 1.763980566567935166e+05 -1.122499999999987175e+00 4.000000000000000000e+02 -1.245944638273758627e+07 -1.245945349795187265e+07 1.485000000000000098e+00
-1.245945349795187265e+07 5.672390884563924192e+04 -1.124999999999987121e+00 4.000000000000000000e+02 -1.238465700994968973e+07 -1.238466412766397558e+07 1.700000000000000122e-01
-1.238466412766397558e+07 3.238469888291545431e+04 -1.127499999999987068e+00 4.000000000000000000e+02 -1.238248248374567740e+07 -1.238248960395996459e+07 1.729999999999999982e+00
-1.238248960395996459e+07 2.112815204392821761e+04 -1.129999999999987015e+00 4.000000000000000000e+02 -1.233909597523629293e+07 -1.233910309795057960e+07 1.764999999999999902e+00
-1.233910309795057960e+07 1.199130965389838275e+04 -1.132499999999986962e+00 4.000000000000000000e+02 -1.178414452688835561e+07 -1.178415165210264176e+07 1.745000000000000107e+00
-1.178415165210264176e+07 2.068186798160298204e+05 -1.134999999999986908e+00 4.000000000000000000e+02 -1.158211995825790055e+07 -1.158212708597218804e+07 1.110000000000000098e+00
-1.158212708597218804e+07 2.105835372904508549e+05 -1.137499999999986855e+00 4.000000000000000000e+02 -1.149586162040806375e+07 -1.149586875062235072e+07 1.274999999999999911e+00
-1.149586875062235072e+07 8.136576825865761202e+04 -1.139999999999986802e+00 4.000000000000000000e+02 -1.137468609298556484e+07 -1.137469322569985129e+07 3.250000000000000111e-01
-1.137469322569985129e+07 7.065954663386476750e+04 -1.142499999999986748e+00 4.000000000000000000e+02 -1.134554958144563809e+07 -1.134555671665992402e+07 1.669999999999999929e+00
-1.134555671665992402e+07 4.126257070271545672e+04 -1.144999999999986695e+00 4.000000000000000000e+02 -1.129664868335100450e+07 -1.129665582106529176e+07 9.549999999999999600e-01
-1.129665582106529176e+07 5.625223962666692387e+04 -1.147499999999986642e+00 4.000000000000000000e+02 -1.123583868036467955e+07 -1.123584582057896629e+07 2.300000000000000100e-01
-1.123584582057896629e+07 7.562349616202829930e+04 -1.149999999999986589e+00 4.000000000000000000e+02 -1.094471605107451417e+07 -1.094472319378880039e+07 3.049999999999999933e-01
-1.094472319378880039e+07 1.826229986812646384e+05 -1.152499999999986535e+00 4.000000000000000000e+02 -1.092293065073552355e+07 -1.092293779594981112e+07 1.530000000000000027e+00
-1.092293779594981112e+07 1.026960428478858194e+04 -1.154999999999986482e+00 4.000000000000000000e+02 -1.063229650979660079e+07 -1.063230365751088783e+07 1.659999999999999920e+00
-1.063230365751088783e+07 1.477412866914706246e+05 -1.157499999999986429e+00 4.000000000000000000e+02 -1.051404721050173603e+07 -1.051405436071602255e+07 5.100000000000000089e-01
-1.051405436071602255e+07 1.211121267534155195e+05 -1.159999999999986375e+00 4.000000000000000000e+02 -1.043280283677342348e+07 -1.043280998948770948e+07 7.399999999999999911e-01
-1.043280998948770948e+07 1.460865160771519004e+05 -1.162499999999986322e+00 4.000000000000000000e+02 -1.039740186118686572e+07 -1.039740901640115306e+07 1.715000000000000080e+00
-1.039740901640115306e+07 1.483503045707897400e+05 -1.164999999999986269e+00 4.000000000000000000e+02 -1.028901022267160192e+07 -1.028901738038588874e+07 1.499999999999999944e-01
-1.028901738038588874e+07 1.721237540747408930e+05 -1.167499999999986215e+00 4.000000000000000000e+02 -1.022620843573256396e+07 -1.022621559594685026e+07 1.280000000000000027e+00
-1.022621559594685026e+07 1.504686673179468137e+00 -1.169999999999986162e+00 4.000000000000000000e+02 -9.997308292464734986e+06 -9.997315455179020762e+06 9.050000000000000266e-01
-9.997315455179020762e+06 1.079042088244399347e+05 -1.172499999999986109e+00 4.000000000000000000e+02 -9.939730190199680626e+06 -9.939737355413967744e+06 1.199999999999999956e-01
-9.939737355413967744e+06 7.876223975543682172e+04 -1.174999999999986056e+00 4.000000000000000000e+02 -9.938877850815445185e+06 -9.938885018529731780e+06 6.300000000000000044e-01
-9.938885018529731780e+06 1.610949398056035716e+04 -1.177499999999986002e+00 4.000000000000000000e+02 -9.896489150203734636e+06 -9.896496320418020710e+06 1.719999999999999973e+00
-9.896496320418020710e+06 3.063720551914561656e+04 -1.179999999999985949e+00 4.000000000000000000e+02 -9.869850870845880359e+06 -9.869858043560167775e+06 9.200000000000000400e-01
-9.869858043560167775e+06 2.048142347276025248e+04 -1.182499999999985896e+00 4.000000000000000000e+02 -9.708520768003422767e+06 -9.708527943217709661e+06 1.854999999999999982e+00
-9.708527943217709661e+06 7.433369517840967455e+04 -1.184999999999985842e+00 4.000000000000000000e+02 -9.708152646234892309e+06 -9.708159823949178681e+06 1.705000000000000071e+00
-9.708159823949178681e+06 1.379704375863464634e+02 -1.187499999999985789e+00 4.000000000000000000e+02 -9.631764244816664606e+06 -9.631771425030950457e+06 9.200000000000000400e-01
-9.631771425030950457e+06 3.769643971802152373e+04 -1.189999999999985736e+00 4.000000000000000000e+02 -9.578916890742002055e+06 -9.578924073456289247e+06 6.500000000000000222e-02
-9.578924073456289247e+06 3.743442302933801693e+04 -1.192499999999985683e+00 4.000000000000000000e+02 -9.559745125839930028e+06 -9.559752311054216698e+06 8.149999999999999467e-01
-9.559752311054216698e+06 4.224582258719493984e+04 -1.194999999999985629e+00 4.000000000000000000e+02 -9.459323639119105414e+06 -9.459330826833391562e+06 5.100000000000000089e-01
-9.459330826833391562e+06 5.648915877925166569e+04 -1.197499999999985576e+00 4.000000000000000000e+02 -9.449582664785845205e+06 -9.449589855000132695e+06 1.070000000000000062e+00
-9.449589855000132695e+06 4.591499609631880048e+03 -1.199999999999985523e+00 4.000000000000000000e+02 -9.145807131452938542e+06 -9.145814324167225510e+06 1.915000000000000036e+00
-9.145814324167225510e+06 1.443692381162974052e+05 -1.202499999999985469e+00 4.000000000000000000e+02 -9.138953455557975918e+06 -9.138960650772262365e+06 1.409999999999999920e+00
-9.138960650772262365e+06 3.379487230342605017e+03 -1.204999999999985416e+00 4.000000000000000000e+02 -9.110970482465382665e+06 -9.110977680179668590e+06 1.645000000000000018e+00
-9.110977680179668590e+06 1.410371861369103135e+04 -1.207499999999985363e+00 4.000000000000000000e+02 -8.951901591776262969e+06 -8.951908791990550235e+06 1.300000000000000044e+00
-8.951908791990550235e+06 8.777083402937027859e+04 -1.209999999999985310e+00 4.000000000000000000e+02 -8.698813378910582513e+06 -8.698820581624869257e+06 1.685000000000000053e+00
-8.698820581624869257e+06 1.861547445023806649e+05 -1.212499999999985256e+00 4.000000000000000000e+02 -8.617139437933936715e+06 -8.617146643148222938e+06 1.104999999999999982e+00
-8.617146643148222938e+06 1.566205306596741721e+05 -1.214999999999985203e+00 4.000000000000000000e+02 -8.585784540870407596e+06 -8.585791748584695160e+06 8.649999999999999911e-01
-8.585791748584695160e+06 1.502616682620719075e+05 -1.217499999999985150e+00 4.000000000000000000e+02 -8.470211032870007679e+06 -8.470218243084294721e+06 1.300000000000000044e+00
-8.470218243084294721e+06 6.061306079127174598e+04 -1.219999999999985096e+00 4.000000000000000000e+02 -8.144838004634576850e+06 -8.144845217348863371e+06 7.500000000000000000e-01
-8.144845217348863371e+06 1.958883370848907798e+05 -1.222499999999985043e+00 4.000000000000000000e+02 -8.104756267067110166e+06 -8.104763482281397097e+06 2.149999999999999967e-01
-8.104763482281397097e+06 1.738267744327034743e+05 -1.224999999999984990e+00 4.000000000000000000e+02 -8.103089753048675135e+06 -8.103096970762961544e+06 4.899999999999999911e-01
-8.103096970762961544e+06 1.538822958624978673e+04 -1.227499999999984936e+00 4.000000000000000000e+02 -8.090364530276818201e+06 -8.090371750491105020e+06 2.700000000000000178e-01
-8.090371750491105020e+06 1.476144103751702460e+04 -1.229999999999984883e+00 4.000000000000000000e+02 -8.052682638797137886e+06 -8.052689861511424184e+06 1.650000000000000078e-01
-8.052689861511424184e+06 3.021059626198230035e+04 -1.232499999999984830e+00 4.000000000000000000e+02 -8.032033532115093432e+06 -8.032040757329380140e+06 6.049999999999999822e-01
-8.032040757329380140e+06 3.574391097918644664e+04 -1.234999999999984777e+00 4.000000000000000000e+02 -8.029328721238689497e+06 -8.029335948952976614e+06 1.639999999999999902e+00
-8.029335948952976614e+06 6.429966641409151634e+03 -1.237499999999984723e+00 4.000000000000000000e+02 -8.020501651441742666e+06 -8.020508881656029262e+06 1.415000000000000036e+00
-8.020508881656029262e+06 9.090866132745204595e+03 -1.239999999999984670e+00 4.000000000000000000e+02 -7.537104260277353227e+06 -7.537111492991640233e+06 1.395000000000000018e+00
-7.537111492991640233e+06 2.391996820436723065e+05 -1.242499999999984617e+00 4.000000000000000000e+02 -7.459484602537785657e+06 -7.459491837752072141e+06 1.195000000000000062e+00
-7.459491837752072141e+06 2.371114434677481477e+05 -1.244999999999984563e+00 4.000000000000000000e+02 -7.294034336204734631e+06 -7.294041573919021524e+06 4.099999999999999756e-01
-7.294041573919021524e+06 7.799358665355894482e+04 -1.247499999999984510e+00 4.000000000000000000e+02 -7.229142629261540249e+06 -7.229149869475826621e+06 5.050000000000000044e-01
-7.229149869475826621e+06 6.496002697732819797e+04 -1.249999999999984457e+00 4.000000000000000000e+02 -7.204110438616689295e+06 -7.204117681330976076e+06 1.729999999999999982e+00
-7.204117681330976076e+06 6.973376967461447930e+04 -1.252499999999984404e+00 4.000000000000000000e+02 -7.111266203177619725e+06 -7.111273448391905986e+06 1.885000000000000009e+00
-7.111273448391905986e+06 3.257940328966549714e+04 -1.254999999999984350e+00 4.000000000000000000e+02 -7.020305982425340451e+06 -7.020313230139627121e+06 1.510000000000000009e+00
-7.020313230139627121e+06 3.389877461002778000e+04 -1.257499999999984297e+00 4.000000000000000000e+02 -6.941668621553817764e+06 -6.941675871768104844e+06 1.409999999999999920e+00
-6.941675871768104844e+06 5.320150484875750408e+04 -1.259999999999984244e+00 4.000000000000000000e+02 -6.912223726316826418e+06 -6.912230979031112976e+06 7.399999999999999911e-01
-6.912230979031112976e+06 1.097439326288806296e+04 -1.262499999999984190e+00 4.000000000000000000e+02 -6.865628379312606528e+06 -6.865635634526893497e+06 1.959999999999999964e+00
-6.865635634526893497e+06 2.647896784638937606e+04 -1.264999999999984137e+00 4.000000000000000000e+02 -6.734043575978987850e+06 -6.734050833693274297e+06 1.405000000000000027e+00
-6.734050833693274297e+06 7.027686498814335209e+04 -1.267499999999984084e+00 4.000000000000000000e+02 -6.733008810726086609e+06 -6.733016070940373465e+06 4.099999999999999756e-01
-6.733016070940373465e+06 3.662931268665767129e+04 -1.269999999999984031e+00 4.000000000000000000e+02 -6.644462753594720736e+06 -6.644470016309007071e+06 1.179999999999999938e+00
-6.644470016309007071e+06 4.174160564221160894e+04 -1.272499999999983977e+00 4.000000000000000000e+02 -6.541100763887099922e+06 -6.541108029101386666e+06 1.905000000000000027e+00
-6.541108029101386666e+06 8.018167008521191019e+04 -1.274999999999983924e+00 4.000000000000000000e+02 -6.420371605159689672e+06 -6.420378872873976827e+06 1.250000000000000000e-01
-6.420378872873976827e+06 8.657831600067978434e+04 -1.277499999999983871e+00 4.000000000000000000e+02 -6.395596180242098868e+06 -6.395603450456385501e+06 1.675000000000000044e+00
-6.395603450456385501e+06 4.002953691244492074e+04 -1.279999999999983817e+00 4.000000000000000000e+02 -6.336279823382512666e+06 -6.336287096096799709e+06 9.599999999999999645e-01
-6.336287096096799709e+06 5.874695733785382617e+04 -1.282499999999983764e+00 4.000000000000000000e+02 -6.333556358526116237e+06 -6.333563633740402758e+06 4.400000000000000022e-01
-6.333563633740402758e+06 2.801309884480171240e+04 -1.284999999999983711e+00 4.000000000000000000e+02 -6.307522068549722433e+06 -6.307529346264009364e+06 5.550000000000000488e-01
-6.307529346264009364e+06 1.261195024136742177e+04 -1.287499999999983658e+00 4.000000000000000000e+02 -6.286773336257036775e+06 -6.286780616471323185e+06 1.820000000000000062e+00
-6.286780616471323185e+06 1.500444044034876788e+04 -1.289999999999983604e+00 4.000000000000000000e+02 -6.257185583361366764e+06 -6.257192866075653583e+06 1.100000000000000089e+00
-6.257192866075653583e+06 2.173834550256234070e+04 -1.292499999999983551e+00 4.000000000000000000e+02 -6.204250633940334432e+06 -6.204257919154620729e+06 1.435000000000000053e+00
-6.204257919154620729e+06 3.595648686188607826e+04 -1.294999999999983498e+00 4.000000000000000000e+02 -6.196712938073845580e+06 -6.196720225788132288e+06 3.350000000000000200e-01
-6.196720225788132288e+06 3.986785891586808430e+04 -1.297499999999983444e+00 4.000000000000000000e+02 -6.057113254521586001e+06 -6.057120544735873118e+06 9.150000000000000355e-01
-6.057120544735873118e+06 9.583958915748551954e+04 -1.299999999999983391e+00 4.000000000000000000e+02 -6.034762318191744387e+06 -6.034769610906030983e+06 2.999999999999999889e-01
-6.034769610906030983e+06 1.053657440833627334e+04 -1.302499999999983338e+00 4.000000000000000000e+02 -6.016439858114385977e+06 -6.016447153328672983e+06 1.965000000000000080e+00
-6.016447153328672983e+06 1.518559341064958790e+04 -1.304999999999983284e+00 4.000000000000000000e+02 -5.964774303481774405e+06 -5.964781601196060888e+06 1.959999999999999964e+00
-5.964781601196060888e+06 2.982525753677364992e+04 -1.307499999999983231e+00 4.000000000000000000e+02 -5.952570631554191001e+06 -5.952577931768477894e+06 9.449999999999999512e-01
-5.952577931768477894e+06 1.736152813285142474e+04 -1.309999999999983178e+00 4.000000000000000000e+02 -5.903833712808992714e+06 -5.903841015523279086e+06 6.899999999999999467e-01
-5.903841015523279086e+06 2.671341919733134637e+04 -1.312499999999983125e+00 4.000000000000000000e+02 -5.841483838747443631e+06 -5.841491143961730413e+06 4.849999999999999867e-01
-5.841491143961730413e+06 2.323596848236441656e+04 -1.314999999999983071e+00 4.000000000000000000e+02 -5.800188767693714239e+06 -5.800196075408000499e+06 1.439999999999999947e+00
-5.800196075408000499e+06 1.141335309690769282e+04 -1.317499999999983018e+00 4.000000000000000000e+02 -5.637433081323004328e+06 -5.637440391537290998e+06 1.185000000000000053e+00
-5.637440391537290998e+06 8.137805224924586946e+04 -1.319999999999982965e+00 4.000000000000000000e+02 -5.570722718021707609e+06 -5.570730030735994689e+06 2.300000000000000100e-01
-5.570730030735994689e+06 6.212172152269065555e+04 -1.322499999999982911e+00 4.000000000000000000e+02 -5.549970725293820724e+06 -5.549978040508107282e+06 1.049999999999999961e-01
-5.549978040508107282e+06 7.204298237251387036e+04 -1.324999999999982858e+00 4.000000000000000000e+02 -5.543071951491029002e+06 -5.543079269205315970e+06 1.030000000000000027e+00
-5.543079269205315970e+06 3.996368137150714028e+04 -1.327499999999982805e+00 4.000000000000000000e+02 -5.488623614570298232e+06 -5.488630934784584679e+06 7.199999999999999734e-01
-5.488630934784584679e+06 2.462614667311390440e+04 -1.329999999999982752e+00 4.000000000000000000e+02 -5.455114637824534439e+06 -5.455121960538821295e+06 4.849999999999999867e-01
-5.455121960538821295e+06 1.579586962763122392e+04 -1.332499999999982698e+00 4.000000000000000000e+02 -5.445359629739271477e+06 -5.445366954953557812e+06 1.030000000000000027e+00
-5.445366954953557812e+06 4.598503436057425461e+03 -1.334999999999982645e+00 4.000000000000000000e+02 -5.410204135315333493e+06 -5.410211463029620238e+06 7.750000000000000222e-01
-5.410211463029620238e+06 1.857019079630233318e+04 -1.337499999999982592e+00 4.000000000000000000e+02 -5.340104828399087302e+06 -5.340112158613374457e+06 1.955000000000000071e+00
-5.340112158613374457e+06 4.255971978973245859e+04 -1.339999999999982538e+00 4.000000000000000000e+02 -5.308968739264045842e+06 -5.308976071978332475e+06 1.790000000000000036e+00
-5.308976071978332475e+06 3.791904066882742336e+04 -1.342499999999982485e+00 4.000000000000000000e+02 -5.295778751302104443e+06 -5.295786086516391486e+06 7.399999999999999911e-01
-5.295786086516391486e+06 4.076895866813424800e+04 -1.344999999999982432e+00 4.000000000000000000e+02 -5.263559852479882538e+06 -5.263567190194169059e+06 5.000000000000000278e-02
-5.263567190194169059e+06 5.073095777134411037e+04 -1.347499999999982379e+00 4.000000000000000000e+02 -5.263308009565029293e+06 -5.263315349779316224e+06 2.750000000000000222e-01
-5.263315349779316224e+06 5.087916923925786250e+04 -1.349999999999982325e+00 4.000000000000000000e+02 -5.236954339913386852e+06 -5.236961682627673261e+06 9.749999999999999778e-01
-5.236961682627673261e+06 9.821838194515778014e+03 -1.352499999999982272e+00 4.000000000000000000e+02 -5.065533546532426961e+06 -5.065540891746713780e+06 1.314999999999999947e+00
-5.065540891746713780e+06 8.737561265228386037e+04 -1.354999999999982219e+00 4.000000000000000000e+02 -5.026703667429721914e+06 -5.026711015144008212e+06 9.749999999999999778e-01
-5.026711015144008212e+06 5.812528012776785181e+04 -1.357499999999982165e+00 4.000000000000000000e+02 -4.882731313342184760e+06 -4.882738663556471467e+06 1.875000000000000000e+00
-4.882738663556471467e+06 1.065727941845562746e+05 -1.359999999999982112e+00 4.000000000000000000e+02 -4.864153132206262089e+06 -4.864160484920549206e+06 1.344999999999999973e+00
-4.864160484920549206e+06 4.452470000670989975e+04 -1.362499999999982059e+00 4.000000000000000000e+02 -4.687983792191315442e+06 -4.687991147405602038e+06 5.000000000000000104e-03
-4.687991147405602038e+06 8.536273796930127719e+04 -1.364999999999982006e+00 4.000000000000000000e+02 -4.655799873944273219e+06 -4.655807231658560224e+06 6.850000000000000533e-01
-4.655807231658560224e+06 7.967439462997329247e+04 -1.367499999999981952e+00 4.000000000000000000e+02 -4.642266283628170379e+06 -4.642273643842456862e+06 5.699999999999999512e-01
-4.642273643842456862e+06 8.396395259021694073e+04 -1.369999999999981899e+00 4.000000000000000000e+02 -4.638786126510158181e+06 -4.638793489224445075e+06 1.215000000000000080e+00
-4.638793489224445075e+06 8.479411135302901675e+04 -1.372499999999981846e+00 4.000000000000000000e+02 -4.632745558912073262e+06 -4.632752924126359634e+06 1.735000000000000098e+00
-4.632752924126359634e+06 1.516764322722193901e+04 -1.374999999999981792e+00 4.000000000000000000e+02 -4.585716836692398414e+06 -4.585724204406685196e+06 7.149999999999999689e-01
-4.585724204406685196e+06 2.185434979559878775e+04 -1.377499999999981739e+00 4.000000000000000000e+02 -4.584426227220617235e+06 -4.584433597434903495e+06 1.024999999999999911e+00
-4.584433597434903495e+06 1.592900616947245362e+04 -1.379999999999981686e+00 4.000000000000000000e+02 -4.572381940605064854e+06 -4.572389313319351524e+06 5.799999999999999600e-01
-4.572389313319351524e+06 4.488030476974966405e+03 -1.382499999999981632e+00 4.000000000000000000e+02 -4.568021313643146306e+06 -4.568028688857433386e+06 1.594999999999999973e+00
-4.568028688857433386e+06 4.561602340146781899e+03 -1.384999999999981579e+00 4.000000000000000000e+02 -4.554664050228888169e+06 -4.554671427943174727e+06 1.885000000000000009e+00
-4.554671427943174727e+06 7.571656678068953624e+03 -1.387499999999981526e+00 4.000000000000000000e+02 -4.554330713271831162e+06 -4.554338093486118130e+06 5.000000000000000278e-02
-4.554338093486118130e+06 5.958090920499812455e+03 -1.389999999999981473e+00 4.000000000000000000e+02 -4.542894245757500641e+06 -4.542901628471787088e+06 1.725000000000000089e+00
-4.542901628471787088e+06 8.648561353576276815e+03 -1.392499999999981419e+00 4.000000000000000000e+02 -4.509956574518382549e+06 -4.509963959732669406e+06 1.395000000000000018e+00
-4.509963959732669406e+06 1.227528335091137888e+04 -1.394999999999981366e+00 4.000000000000000000e+02 -4.394699484888410196e+06 -4.394706872602696531e+06 1.659999999999999920e+00
-4.394706872602696531e+06 6.416910333174000698e+04 -1.397499999999981313e+00 4.000000000000000000e+02 -4.350238825568813831e+06 -4.350246215783100575e+06 1.330000000000000071e+00
-4.350246215783100575e+06 7.119072139553409943e+04 -1.399999999999981259e+00 4.000000000000000000e+02 -4.326294468207921833e+06 -4.326301860922208987e+06 2.000000000000000000e+00
-4.326301860922208987e+06 1.991719182214769899e+04 -1.402499999999981206e+00 4.000000000000000000e+02 -4.302867007750483230e+06 -4.302874402964769863e+06 3.049999999999999933e-01
-4.302874402964769863e+06 2.972768500025302637e+04 -1.404999999999981153e+00 4.000000000000000000e+02 -4.257990672406218015e+06 -4.257998070120505057e+06 1.729999999999999982e+00
-4.257998070120505057e+06 4.585077895462051674e+04 -1.407499999999981100e+00 4.000000000000000000e+02 -4.206250136022809893e+06 -4.206257536237096414e+06 1.449999999999999900e-01
-4.206257536237096414e+06 6.213014353163780470e+04 -1.409999999999981046e+00 4.000000000000000000e+02 -4.205437026806810871e+06 -4.205444429521097802e+06 3.599999999999999867e-01
-4.205444429521097802e+06 1.446766882880724734e+04 -1.412499999999980993e+00 4.000000000000000000e+02 -4.199822114964836277e+06 -4.199829520179122686e+06 1.199999999999999956e-01
-4.199829520179122686e+06 2.750165118024629919e+03 -1.414999999999980940e+00 4.000000000000000000e+02 -4.181950986918434501e+06 -4.181958394632721320e+06 3.950000000000000178e-01
-4.181958394632721320e+06 7.790862523251179482e+03 -1.417499999999980886e+00 4.000000000000000000e+02 -4.139628703763370402e+06 -4.139636113977657165e+06 2.700000000000000178e-01
-4.139636113977657165e+06 2.116104179159724299e+04 -1.419999999999980833e+00 4.000000000000000000e+02 -4.073421041370694060e+06 -4.073428454084980767e+06 7.249999999999999778e-01
-4.073428454084980767e+06 4.295995258580640802e+04 -1.422499999999980780e+00 4.000000000000000000e+02 -4.016405277003973722e+06 -4.016412692218260374e+06 4.749999999999999778e-01
-4.016412692218260374e+06 5.467781654882965086e+04 -1.424999999999980727e+00 4.000000000000000000e+02 -3.957172124531274661e+06 -3.957179542245561257e+06 3.350000000000000200e-01
-3.957179542245561257e+06 3.780775267754856031e+04 -1.427499999999980673e+00 4.000000000000000000e+02 -3.929407505041095428e+06 -3.929414925255381968e+06 7.299999999999999822e-01
-3.929414925255381968e+06 1.034792097764452410e+04 -1.429999999999980620e+00 4.000000000000000000e+02 -3.815452805623780936e+06 -3.815460228338067420e+06 1.094999999999999973e+00
-3.815460228338067420e+06 5.697725417112250580e+04 -1.432499999999980567e+00 4.000000000000000000e+02 -3.795226575915064663e+06 -3.795234001129351556e+06 1.489999999999999991e+00
-3.795234001129351556e+06 4.905771914431983168e+04 -1.434999999999980513e+00 4.000000000000000000e+02 -3.790380358975243755e+06 -3.790387786689530592e+06 7.199999999999999734e-01
-3.790387786689530592e+06 6.881334023410102418e+03 -1.437499999999980460e+00 4.000000000000000000e+02 -3.755276620943080634e+06 -3.755284051157367416e+06 1.150000000000000050e-01
-3.755284051157367416e+06 1.519983318994793990e+04 -1.439999999999980407e+00 4.000000000000000000e+02 -3.721521484093701467e+06 -3.721528916807988193e+06 5.300000000000000266e-01
-3.721528916807988193e+06 1.258075683417958498e+04 -1.442499999999980353e+00 4.000000000000000000e+02 -3.701104360776440706e+06 -3.701111795990727376e+06 4.600000000000000200e-01
-3.701111795990727376e+06 7.608744492003103915e+03 -1.444999999999980300e+00 4.000000000000000000e+02 -3.695480591256124899e+06 -3.695488028970411513e+06 5.000000000000000104e-03
-3.695488028970411513e+06 1.554136344107702826e+03 -1.447499999999980247e+00 4.000000000000000000e+02 -3.635406089480809402e+06 -3.635413529695095960e+06 3.850000000000000089e-01
-3.635413529695095960e+06 3.020654953072817079e+04 -1.449999999999980194e+00 4.000000000000000000e+02 -3.614921883643514942e+06 -3.614929326357801445e+06 1.064999999999999947e+00
-3.614929326357801445e+06 2.946131595407499481e+04 -1.452499999999980140e+00 4.000000000000000000e+02 -3.507277214302249253e+06 -3.507284659516536165e+06 3.500000000000000333e-02
-3.507284659516536165e+06 6.563646913476732152e+04 -1.454999999999980087e+00 4.000000000000000000e+02 -3.490164967230937909e+06 -3.490172414945224766e+06 6.300000000000000044e-01
-3.490172414945224766e+06 7.409912723156153334e+03 -1.457499999999980034e+00 4.000000000000000000e+02 -3.417900611245200969e+06 -3.417908061459487770e+06 1.100000000000000089e+00
