 ! Swift/XRT detailed lightcurve of trigger: 10977, name: Swift J005139.2-721704 
 ! T0 for this burst is Swift MET=153250381.8006 s, = 2005 Nov 09 at 17:33:01.970 UT

 ! Data covers 0.3-10 keV
 ! For details of light-curve production, see Evans et al. 2007, A&A, 469, 379
 ! BINMODE: 
!MJD    	T_+ve   	T_-ve   	Rate    	Ratepos 	Rateneg 	BGrate  	BGerr   	FracExp
! WT data
56234.0137929197	0.975645740740741	-0.975645740740741	2.3491e-02	0.0000e+00	0.0000e+00	5.2065e-05	1.1944e-05	0.0047
56233.0412232669	0.00307608796296296	-0.00307608796296296	3.4448e-02	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0000
56237.4839411751	0.0346618981481482	-0.0346618981481482	3.2278e-02	0.0000e+00	0.0000e+00	1.0484e-05	1.0484e-05	0.0766
56250.0364637183	0.00507844907407407	-0.00507844907407407	1.5764e-02	0.0000e+00	0.0000e+00	5.0773e-05	1.7951e-05	1.0000
56251.8364073365	0.139847164351852	-0.139847164351852	7.5107e-03	0.0000e+00	0.0000e+00	2.7951e-05	5.1903e-06	0.1139
56258.5090874531	0.00327922453703704	-0.00327922453703704	2.0101e-02	0.0000e+00	0.0000e+00	3.9700e-05	1.5005e-05	1.0000
56259.6886888917	0.1063065625	-0.1063065625	6.8687e-03	0.0000e+00	0.0000e+00	2.5772e-05	6.0745e-06	0.1166
56264.2153003286	0.171362210648148	-0.171362210648148	1.3166e-02	0.0000e+00	0.0000e+00	4.3549e-05	1.0887e-05	0.0303
57547.8087218461	0.000319212962962963	-0.000319212962962963	1.3875e-01	0.0000e+00	0.0000e+00	1.8876e-03	1.0898e-03	1.0000
57563.758973022	0.000348240740740741	-0.000348240740740741	1.5900e-01	0.0000e+00	0.0000e+00	1.6209e-03	9.3583e-04	1.0000
57567.7381221401	0.000333726851851852	-0.000333726851851852	3.0363e-01	0.0000e+00	0.0000e+00	1.6513e-03	9.5340e-04	1.0000
57575.766739566	0.000319212962962963	-0.000319212962962963	1.8799e-01	0.0000e+00	0.0000e+00	1.8150e-03	1.0479e-03	1.0000
