 ! Swift/XRT detailed lightcurve of trigger: 10336, name: Swift J0243.66124
 ! T0 for this burst is Swift MET=528690141.6006 s, = 2017 Oct 03 at 02:22:01.820 UT

 ! Data covers 0.3-10 keV
 ! For details of light-curve production, see Evans et al. 2007, A&A, 469, 379
 ! BINMODE: 
!MJD    	T_+ve   	T_-ve   	Rate    	Ratepos 	Rateneg 	BGrate  	BGerr   	FracExp
! WT data
58184.3980157604	0.000116458333333333	-0.000116458333333333	5.347626e+00	7.943108e-01	-7.943080e-01	2.601188e-01	9.196587e-02	1.000000
58186.0577556678	0.000344918981481481	-0.000344918981481481	5.624135e+00	3.663692e-01	-3.663624e-01	2.154182e-01	4.816897e-02	1.000000
58193.0626443519	0.0331279976851852	-0.0331279976851852	4.129718e+00	3.931536e-01	-3.931502e-01	2.465956e-01	7.435138e-02	0.005723
58211.5502452292	0.0716301736111111	-0.0716301736111111	3.168063e+00	2.559712e-01	-2.559681e-01	9.258358e-02	3.499330e-02	0.004544
58213.4420753044	0.427206041666667	-0.427206041666667	5.131360e+00	1.310676e-01	-1.310518e-01	2.433151e-01	2.259124e-02	0.004884
58214.6330607442	0.430468449074074	-0.430468449074074	7.232674e+00	2.881277e-01	-2.881135e-01	1.091476e-01	2.818178e-02	0.001359
58217.7304750162	0.143590231481481	-0.143590231481481	1.030386e+01	7.122456e-02	-7.110754e-02	2.384614e-01	8.667027e-03	0.094861
58219.7210121632	0.203041388888889	-0.203041388888889	1.238695e+01	8.427219e-02	-8.412926e-02	2.389965e-01	9.267888e-03	0.057109
58221.1783168391	0.00615802083333333	-0.00615802083333333	1.164290e+01	1.115488e-01	-1.114534e-01	2.208928e-01	1.299369e-02	1.000000
58294.7765661968	0.000400613425925926	-0.000400613425925926	5.059435e+00	2.971583e-01	-2.971516e-01	1.298306e-01	3.469868e-02	1.000000
58299.6662319907	0.034890787037037	-0.034890787037037	1.429751e+01	1.047916e-01	-1.046385e-01	2.562441e-01	1.113053e-02	0.252331
58302.9183101528	0.0363121180555556	-0.0363121180555556	2.515193e+01	1.349778e-01	-1.346097e-01	3.104447e-01	1.171698e-02	0.250005
