5346.91893  15.957 0.005
5353.92913  15.951 0.004
5362.93745  15.949 0.004
5365.92021  15.948 0.005
5376.92478  15.937 0.004
5378.92596  15.937 0.004
5380.89935  15.922 0.005
5381.90824  15.941 0.005
5382.93076  15.953 0.005
5384.92933  15.943 0.005
5385.92120  15.946 0.004
5386.89157  15.946 0.004
5387.90322  15.930 0.004
5389.87445  15.927 0.004
5390.87695  15.946 0.004
5391.92902  15.938 0.004
5393.89033  15.926 0.005
5395.87629  15.929 0.005
5399.81508  15.931 0.004
5400.86958  15.926 0.004
5401.85919  15.922 0.005
5403.85583  15.948 0.004
5404.83741  15.934 0.004
5405.84303  15.923 0.004
5407.87652  15.926 0.004
5408.83370  15.926 0.004
5409.83519  15.930 0.003
5410.83676  15.925 0.004
5411.82396  15.934 0.004
5412.81790  15.932 0.004
5414.81739  15.906 0.003
5421.79276  15.927 0.004
5422.88356  15.905 0.004
5425.86830  15.923 0.004
5426.83445  15.914 0.003
5427.87000  15.904 0.003
5428.77329  15.924 0.004
5430.75457  15.920 0.004
5432.80970  15.913 0.005
5433.80308  15.922 0.004
5434.77383  15.916 0.004
5435.77040  15.908 0.004
5436.77976  15.912 0.003
5437.82210  15.924 0.003
5438.75713  15.925 0.004
5439.73646  15.923 0.004
5443.73661  15.936 0.004
5444.74508  15.918 0.004
5445.76253  15.910 0.003
5447.75022  15.914 0.003
5448.71385  15.912 0.003
5449.70872  15.899 0.004
5450.75320  15.913 0.004
5451.68578  15.932 0.003
5453.78071  15.891 0.003
5454.73075  15.910 0.004
5455.77167  15.927 0.003
5457.68221  15.895 0.003
5458.71744  15.900 0.004
5459.71732  15.904 0.003
5462.67081  15.896 0.004
5463.73196  15.899 0.004
5464.76383  15.915 0.004
5465.77126  15.903 0.005
5467.69175  15.897 0.004
5468.67162  15.918 0.004
5469.71585  15.882 0.003
5470.66618  15.892 0.004
5471.66389  15.926 0.004
5472.67155  15.928 0.004
5473.69354  15.905 0.004
5475.78724  15.899 0.004
5476.68845  15.903 0.004
5477.65445  15.917 0.003
5478.61430  15.902 0.004
5479.78561  15.898 0.004
5480.62418  15.898 0.004
5481.60100  15.908 0.004
5482.61589  15.911 0.005
5483.59171  15.895 0.004
5484.61702  15.897 0.004
5485.58773  15.923 0.004
5487.63500  15.902 0.003
5488.58106  15.890 0.004
5489.60286  15.915 0.004
5490.59989  15.913 0.004
5491.58166  15.895 0.005
5492.59282  15.898 0.004
5493.56301  15.916 0.005
5494.60382  15.912 0.004
5495.59355  15.900 0.004
5497.57299  15.895 0.004
5498.58091  15.912 0.004
5499.59139  15.915 0.004
5502.59184  15.904 0.003
5503.56238  15.873 0.004
5504.57283  15.880 0.004
5505.57404  15.893 0.004
5506.57603  15.930 0.004
5507.56063  15.911 0.004
5508.54332  15.882 0.004
5509.53652  15.897 0.004
5510.57959  15.910 0.004
5511.56539  15.915 0.004
5512.55313  15.911 0.004
5513.55363  15.891 0.004
5514.61409  15.893 0.004
5515.55569  15.913 0.005
5516.54485  15.916 0.004
5517.54166  15.902 0.004
5518.55332  15.903 0.004
5519.55077  15.908 0.005
5521.55542  15.892 0.004
5522.56264  15.903 0.004
5523.58681  15.919 0.004
5525.52700  15.901 0.004
5526.55615  15.889 0.004
5527.55879  15.903 0.003
5529.52740  15.920 0.004
5530.57100  15.895 0.004
5533.53501  15.916 0.004
5534.57527  15.902 0.004
5535.57855  15.900 0.004
5539.56266  15.910 0.004
5540.56793  15.926 0.004
5542.53798  15.909 0.004
5544.59450  15.908 0.004
5546.53759  15.923 0.005
5547.57603  15.910 0.004
5550.58643  15.929 0.005
5551.57969  15.926 0.005
5554.57383  15.910 0.004
5556.58322  15.930 0.004
5558.56290  15.932 0.004
5561.54983  15.934 0.004
5563.55506  15.928 0.004
5567.55839  15.931 0.004
5570.61586  15.931 0.004
5573.54592  15.948 0.004
5578.54576  15.948 0.004
5581.54870  15.925 0.005
5583.54442  15.931 0.004
5592.53812  15.932 0.003
5699.87743  16.004 0.005
5700.92819  15.985 0.006
5724.85703  15.984 0.004
5725.90181  16.009 0.004
5727.94122  15.980 0.005
5729.91352  16.004 0.005
5734.93822  15.983 0.004
5737.91546  16.005 0.004
5740.90505  15.978 0.004
5740.93493  15.978 0.004
5743.89385  15.999 0.004
5744.91619  15.969 0.004
5746.88512  15.999 0.004
5748.92731  15.999 0.004
5753.94079  15.991 0.004
5756.79495  15.980 0.005
5756.87597  15.978 0.005
5757.80276  15.956 0.006
5757.83848  15.957 0.005
5759.90595  15.992 0.004
5761.81635  15.984 0.004
5762.82362  15.977 0.004
5763.92702  15.986 0.004
5764.84667  15.978 0.004
5765.83187  15.984 0.004
5766.84596  15.980 0.004
5767.87854  15.976 0.004
5768.87683  15.975 0.003
5770.87773  15.975 0.003
5776.87301  15.986 0.004
5777.90347  15.981 0.004
5782.86548  15.973 0.004
5783.68157  15.963 0.004
5785.74678  15.962 0.004
5786.79448  15.960 0.004
5787.78973  15.955 0.004
5788.80561  15.955 0.005
5790.90806  15.982 0.004
5793.81842  15.972 0.004
5794.81045  15.982 0.004
5795.82523  15.964 0.003
5796.75931  15.956 0.004
5798.83231  15.965 0.004
5801.77278  15.956 0.004
5802.76110  15.947 0.004
5803.74647  15.954 0.004
5804.82472  15.930 0.003
5805.75526  15.952 0.003
5806.76539  15.977 0.004
5807.77739  15.983 0.004
5809.75426  15.921 0.003
5810.67235  15.950 0.003
5811.65605  15.952 0.005
5812.72095  15.963 0.004
5813.72784  15.939 0.003
5814.72779  15.946 0.004
5815.77426  15.961 0.004
5816.70501  15.973 0.004
5817.72072  15.952 0.004
5818.67339  15.942 0.004
5819.71963  15.948 0.004
5820.72019  15.935 0.004
5822.70035  15.958 0.004
5823.67447  15.965 0.004
5824.69962  15.974 0.004
5825.76227  15.946 0.003
5826.67951  15.913 0.004
5827.69438  15.948 0.003
5828.69542  15.977 0.003
5829.67616  15.956 0.003
5830.67158  15.947 0.003
5831.68415  15.948 0.003
5832.64299  15.951 0.003
5833.67978  15.952 0.003
5835.64881  15.950 0.004
5836.64207  15.934 0.003
5837.63363  15.943 0.003
5839.65084  15.943 0.003
5840.68971  15.977 0.004
5841.68794  15.990 0.004
5842.71668  15.955 0.004
5843.71085  15.918 0.004
5844.67014  15.941 0.005
5845.70967  15.974 0.005
5846.65863  15.966 0.004
5850.66096  15.966 0.004
5851.67328  15.953 0.004
5852.61113  15.956 0.004
5853.69160  15.945 0.004
5854.63119  15.924 0.004
5855.73340  15.946 0.003
5856.61282  15.940 0.004
5857.60515  15.963 0.003
5858.62403  15.986 0.004
5860.61221  15.905 0.004
5861.60931  15.930 0.003
5862.59479  15.976 0.003
5863.63369  15.978 0.004
5864.55026  15.941 0.004
5865.60362  15.932 0.004
5866.58264  15.956 0.004
5867.57109  15.951 0.003
5868.61250  15.950 0.003
5870.61388  15.933 0.003
5871.55026  15.941 0.004
5872.62939  15.925 0.003
5873.58360  15.942 0.004
5874.64307  15.973 0.005
5875.63146  16.001 0.004
5878.59985  15.939 0.005
5881.60142  15.949 0.004
5882.66552  15.925 0.003
5885.65685  15.950 0.004
5888.65395  15.944 0.004
5889.60310  15.949 0.004
5890.63057  15.945 0.004
5891.59183  15.977 0.004
5893.55814  15.965 0.004
5894.55877  15.908 0.003
5895.53037  15.923 0.004
5896.55899  15.963 0.004
5897.56841  15.956 0.004
5898.56604  15.959 0.004
5899.56498  15.957 0.004
5900.56733  15.947 0.004
5901.54136  15.959 0.005
5902.56733  15.948 0.005
5903.60245  15.958 0.004
5904.58303  15.949 0.004
5905.53647  15.955 0.004
5906.56751  15.945 0.004
5907.57920  15.959 0.004
5909.56301  16.016 0.004
5911.54078  15.919 0.004
5913.57439  15.975 0.004
5914.60608  15.972 0.003
5915.57063  15.962 0.003
5916.57363  15.944 0.003
5917.57346  15.932 0.003
5918.56973  15.940 0.003
5922.59516  15.938 0.003
5923.57615  15.941 0.003
5924.54393  15.950 0.004
5925.60483  15.992 0.004
5926.61818  16.011 0.004
5929.57234  15.941 0.004
5931.60013  15.979 0.005
5932.57115  15.959 0.004
5933.64211  15.956 0.004
5934.61884  15.959 0.004
5935.58737  15.956 0.004
5936.59402  15.983 0.005
5936.62435  15.986 0.004
5937.59248  15.954 0.004
5938.55257  15.948 0.004
5939.61446  15.938 0.004
5940.61347  15.949 0.004
5941.57013  15.970 0.004
5942.57292  15.974 0.004
5943.60803  16.002 0.005
5944.60161  15.995 0.004
5945.58849  15.934 0.004
5946.56713  15.927 0.004
5947.59775  15.993 0.004
5948.54569  15.996 0.004
5950.54316  15.955 0.004
5953.54167  15.973 0.004
5955.57420  15.964 0.003
5958.54628  15.975 0.004
5961.53493  15.999 0.004
5964.53666  16.004 0.005
