5346.91893  15.557 0.004
5353.92913  15.549 0.003
5362.93745  15.552 0.003
5365.92021  15.526 0.003
5376.92478  15.533 0.003
5378.92596  15.557 0.003
5380.89935  15.562 0.003
5381.90824  15.566 0.004
5382.93076  15.548 0.004
5384.92933  15.549 0.004
5385.92120  15.545 0.003
5386.89157  15.558 0.003
5387.90322  15.559 0.003
5389.87445  15.549 0.003
5390.87695  15.563 0.003
5391.92902  15.556 0.003
5393.89033  15.548 0.004
5395.87629  15.559 0.004
5399.81508  15.555 0.003
5400.86958  15.549 0.003
5401.85919  15.564 0.004
5403.85583  15.539 0.003
5404.83741  15.571 0.003
5405.84303  15.556 0.003
5407.87652  15.554 0.003
5408.83370  15.554 0.003
5409.83519  15.542 0.003
5410.83676  15.557 0.003
5411.82396  15.555 0.003
5412.81790  15.561 0.003
5414.81739  15.563 0.003
5421.79276  15.552 0.003
5422.88356  15.540 0.003
5425.86830  15.527 0.003
5426.83445  15.550 0.003
5427.87000  15.551 0.003
5428.77329  15.580 0.003
5430.75457  15.551 0.003
5432.80970  15.561 0.004
5433.80308  15.555 0.003
5434.77383  15.535 0.003
5435.77040  15.554 0.003
5436.77976  15.562 0.003
5437.82210  15.565 0.003
5438.75713  15.569 0.003
5439.73646  15.575 0.003
5443.73661  15.565 0.003
5444.74508  15.562 0.003
5445.76253  15.559 0.003
5447.75022  15.561 0.003
5448.71385  15.565 0.003
5449.70872  15.572 0.003
5450.75320  15.561 0.003
5451.68578  15.557 0.003
5453.78071  15.566 0.003
5454.73075  15.559 0.003
5455.77167  15.560 0.003
5457.68221  15.564 0.003
5458.71744  15.552 0.003
5459.71732  15.561 0.003
5462.67081  15.575 0.003
5463.73196  15.566 0.003
5464.76383  15.573 0.003
5465.77126  15.567 0.004
5467.69175  15.564 0.003
5468.67162  15.561 0.003
5469.71585  15.562 0.003
5470.66618  15.578 0.003
5471.66389  15.557 0.003
5472.67155  15.564 0.003
5473.69354  15.580 0.003
5475.78724  15.570 0.003
5476.68845  15.561 0.003
5477.65445  15.571 0.003
5478.61430  15.567 0.003
5479.78561  15.574 0.003
5480.62418  15.561 0.003
5481.60100  15.540 0.003
5482.61589  15.538 0.004
5483.59171  15.538 0.003
5484.61702  15.544 0.003
5485.58773  15.547 0.003
5487.63500  15.572 0.003
5488.58106  15.569 0.003
5489.60286  15.565 0.003
5490.59989  15.563 0.003
5491.58166  15.556 0.004
5492.59282  15.542 0.003
5493.56301  15.559 0.004
5494.60382  15.561 0.003
5495.59355  15.558 0.003
5497.57299  15.578 0.003
5498.58091  15.573 0.003
5499.59139  15.553 0.003
5502.59184  15.561 0.003
5503.56238  15.551 0.003
5504.57283  15.581 0.003
5505.57404  15.557 0.003
5506.57603  15.574 0.003
5507.56063  15.567 0.003
5508.54332  15.579 0.003
5509.53652  15.558 0.003
5510.57959  15.562 0.003
5511.56539  15.568 0.003
5512.55313  15.572 0.003
5513.55363  15.560 0.003
5514.61409  15.551 0.003
5515.55569  15.585 0.004
5516.54485  15.568 0.003
5517.54166  15.562 0.003
5518.55332  15.577 0.003
5519.55077  15.556 0.004
5521.55542  15.567 0.003
5522.56264  15.553 0.003
5523.58681  15.565 0.003
5525.52700  15.570 0.003
5526.55615  15.558 0.003
5527.55879  15.561 0.003
5529.52740  15.567 0.003
5530.57100  15.552 0.003
5533.53501  15.566 0.003
5534.57527  15.563 0.003
5535.57855  15.554 0.003
5539.56266  15.559 0.003
5540.56793  15.551 0.003
5542.53798  15.541 0.003
5544.59450  15.551 0.003
5546.53759  15.576 0.004
5547.57603  15.588 0.003
