5805.75526  14.801 0.003
5806.76539  14.809 0.003
5807.77739  14.819 0.003
5809.75426  14.807 0.003
5810.67235  14.806 0.003
5811.65605  14.804 0.003
5812.72095  14.807 0.003
5813.72784  14.811 0.003
5814.72779  14.804 0.003
5815.77426  14.805 0.003
5816.70501  14.811 0.003
5817.72072  14.808 0.003
5818.67339  14.810 0.003
5819.71963  14.808 0.003
5820.72019  14.809 0.003
5822.70035  14.811 0.003
5823.67447  14.809 0.003
5824.69962  14.811 0.003
5825.76227  14.811 0.003
5826.67951  14.821 0.003
5827.69438  14.806 0.003
5828.69542  14.808 0.003
5829.67616  14.801 0.003
5830.67158  14.795 0.003
5831.68415  14.804 0.003
5832.64299  14.788 0.003
5833.67978  14.783 0.003
5835.64881  14.784 0.003
5836.64207  14.788 0.003
5837.63363  14.779 0.003
5839.65084  14.769 0.003
5840.68971  14.783 0.003
5841.68794  14.779 0.003
5842.71668  14.790 0.003
5843.71085  14.785 0.003
5844.67014  14.799 0.003
5845.70967  14.797 0.003
5846.65863  14.793 0.003
5850.66096  14.791 0.003
5851.67328  14.797 0.003
5852.61113  14.795 0.003
5853.69160  14.801 0.003
5854.63119  14.807 0.003
5855.73340  14.795 0.003
5856.61282  14.798 0.003
5857.60515  14.804 0.003
5858.62403  14.810 0.003
5860.61221  14.802 0.003
5861.60931  14.801 0.003
5862.59479  14.789 0.003
5863.63369  14.801 0.003
5864.55026  14.798 0.003
5865.60362  14.803 0.003
5866.58264  14.802 0.003
5867.57109  14.800 0.003
5868.61250  14.789 0.003
5870.61388  14.803 0.003
5871.55026  14.805 0.003
5872.62939  14.800 0.003
5873.58360  14.810 0.003
5874.64307  14.806 0.003
5875.63146  14.809 0.003
5878.59985  14.785 0.003
5881.60142  14.775 0.003
5882.66552  14.772 0.003
5885.65685  14.772 0.003
5888.65395  14.788 0.003
5889.60310  14.790 0.003
5890.63057  14.781 0.003
5891.59183  14.797 0.003
5893.55814  14.794 0.003
5894.55877  14.799 0.003
5895.53037  14.790 0.003
5896.55899  14.791 0.003
5897.56841  14.785 0.003
5898.56604  14.795 0.003
5899.56498  14.802 0.003
5900.56733  14.797 0.003
5901.54136  14.805 0.003
5902.56733  14.793 0.003
5903.60245  14.807 0.003
5904.58303  14.799 0.003
5905.53647  14.802 0.003
5906.56751  14.799 0.003
5907.57920  14.800 0.003
5909.56301  14.800 0.003
5911.54078  14.804 0.003
5913.57439  14.811 0.003
5914.60608  14.804 0.003
5915.57063  14.804 0.003
5916.57363  14.805 0.003
5917.57346  14.790 0.003
5918.56973  14.807 0.003
5922.59516  14.791 0.003
5923.57615  14.790 0.003
5924.54393  14.775 0.003
5925.60483  14.781 0.003
5926.61818  14.793 0.003
5929.57234  14.772 0.003
5931.60013  14.780 0.003
5932.57115  14.779 0.003
5933.64211  14.803 0.003
5934.61884  14.787 0.003
5935.58737  14.781 0.003
5936.59402  14.753 0.003
5936.62435  14.737 0.003
5937.59248  14.792 0.003
5938.55257  14.794 0.003
5939.61446  14.788 0.003
5940.61347  14.800 0.003
5941.57013  14.786 0.003
5942.57292  14.788 0.003
5943.60803  14.801 0.003
5944.60161  14.796 0.003
5945.58849  14.797 0.003
5946.56713  14.798 0.003
5947.59775  14.807 0.003
5948.54569  14.800 0.003
5950.54316  14.792 0.003
5953.54167  14.804 0.003
5955.57420  14.790 0.003
5958.54628  14.797 0.003
5961.53493  14.799 0.003
5964.53666  14.818 0.003
5973.54844  14.767 0.003
5981.52513  14.820 0.003
5984.51704  14.795 0.003
6083.90366  14.781 0.003
6084.87705  14.782 0.003
6089.94526  14.784 0.003
6094.93315  14.795 0.003
6097.94545  14.781 0.003
6110.75283  14.751 0.003
6115.92134  14.767 0.003
6116.86182  14.764 0.003
6124.94815  14.773 0.003
6131.83631  14.775 0.003
6135.88493  14.773 0.003
6140.79763  14.771 0.003
6151.81573  14.755 0.003
6159.83377  14.757 0.003
6169.73590  14.766 0.003
6181.69961  14.775 0.003
6183.70464  14.765 0.003
6187.70418  14.772 0.003
6189.74909  14.780 0.003
6195.78704  14.743 0.003
6202.63047  14.747 0.003
6211.74346  14.756 0.003
6211.77391  14.752 0.003
6214.71404  14.769 0.003
6216.71963  14.760 0.003
6218.72220  14.772 0.003
6219.73428  14.766 0.003
6232.72862  14.764 0.003
6234.74318  14.764 0.003
6236.69816  14.753 0.003
6239.64629  14.738 0.003
6245.63268  14.726 0.003
6251.52271  14.760 0.003
6254.52696  14.767 0.003
6262.53607  14.767 0.003
6265.61727  14.761 0.003
6270.58298  14.768 0.003
6275.53832  14.765 0.003
6283.54293  14.749 0.003
6286.54383  14.758 0.003
6290.57958  14.742 0.003
6293.60129  14.762 0.003
6296.59515  14.770 0.003
6305.54507  14.757 0.003
6438.85996  14.788 0.003
6452.94571  14.795 0.003
6463.95036  14.763 0.003
6467.86753  14.760 0.003
6476.90278  14.780 0.003
6483.86387  14.793 0.003
6497.87878  14.795 0.003
6505.86951  14.790 0.003
6511.82435  14.778 0.003
6518.81233  14.785 0.003
6522.69595  14.784 0.003
6525.79064  14.777 0.003
6531.76228  14.799 0.003
6532.72128  14.806 0.003
6533.74761  14.804 0.003
6534.74879  14.801 0.003
6537.74640  14.794 0.003
6543.73259  14.813 0.003
6545.70301  14.798 0.003
6548.66690  14.806 0.003
6555.72657  14.771 0.003
6558.74568  14.758 0.003
6561.70908  14.771 0.003
6564.62203  14.767 0.003
6569.67249  14.776 0.003
6573.65845  14.778 0.003
6577.70011  14.768 0.003
6593.58682  14.789 0.003
6603.51804  14.758 0.003
6616.57832  14.775 0.003
6618.53263  14.802 0.003
6622.60652  14.776 0.003
6624.52693  14.785 0.003
6629.57816  14.770 0.003
6631.55535  14.778 0.003
6633.56284  14.774 0.003
6635.55530  14.775 0.003
6637.57924  14.787 0.003
6639.56920  14.775 0.003
6641.55458  14.761 0.003
6644.56002  14.756 0.003
6645.56347  14.762 0.003
6646.56890  14.760 0.003
6647.55470  14.748 0.003
6648.55257  14.754 0.003
6649.70412  14.743 0.003
6650.59622  14.753 0.003
6651.59312  14.755 0.003
6653.57563  14.769 0.003
6655.56536  14.767 0.003
6657.57656  14.761 0.003
6660.57987  14.771 0.003
6663.57353  14.770 0.003
6666.60277  14.778 0.003
6670.57962  14.768 0.003
6676.53538  14.788 0.003
6677.55443  14.773 0.003
6678.54675  14.777 0.003
6679.54802  14.777 0.003
6680.55680  14.767 0.003
6683.53772  14.782 0.003
6687.54679  14.795 0.003
6689.52487  14.748 0.003
6700.52073  14.767 0.003
6701.51948  14.777 0.003
6702.52114  14.776 0.003
6704.51961  14.758 0.003
6793.91802  14.749 0.003
6795.87069  14.738 0.003
6828.94016  14.735 0.003
6834.89939  14.748 0.003
6839.91941  14.750 0.003
6847.88069  14.762 0.003
6855.92451  14.768 0.003
6864.84128  14.770 0.003
6870.84043  14.759 0.003
6874.81184  14.741 0.003
6879.81371  14.755 0.003
6883.77401  14.764 0.003
6887.77923  14.767 0.003
6890.80863  14.770 0.003
6896.77558  14.778 0.003
6906.77110  14.776 0.003
6910.73365  14.764 0.003
6919.69780  14.731 0.003
6923.68894  14.771 0.003
6927.70951  14.760 0.003
6931.68204  14.755 0.003
6937.66612  14.766 0.003
6941.63159  14.782 0.003
6944.65343  14.779 0.003
6950.64954  14.771 0.003
6953.65667  14.767 0.003
6956.62160  14.761 0.003
6961.69890  14.754 0.003
6965.56371  14.736 0.003
6969.60052  14.760 0.003
6973.55602  14.759 0.003
6977.57552  14.764 0.003
6980.55336  14.777 0.003
6984.58585  14.774 0.003
6988.60916  14.771 0.003
6994.56643  14.772 0.003
6998.56999  14.769 0.003
7001.60509  14.770 0.003
7006.53911  14.757 0.003
7011.56819  14.746 0.003
7013.54724  14.757 0.003
7017.54710  14.761 0.003
7029.54108  14.762 0.003
7033.54998  14.777 0.003
7039.54650  14.769 0.003
7044.53702  14.771 0.003
7190.93520  14.714 0.003
7197.94177  14.739 0.003
7204.87752  14.752 0.003
7205.86325  14.753 0.003
7210.89641  14.760 0.003
7217.91824  14.758 0.003
7223.91286  14.749 0.003
7229.88227  14.735 0.003
7235.84499  14.704 0.003
7249.79162  14.741 0.003
7253.82696  14.743 0.003
7258.78936  14.741 0.003
7262.79072  14.742 0.003
7265.78850  14.745 0.003
7268.80731  14.737 0.003
7277.78226  14.719 0.003
7287.69156  14.733 0.003
7298.71011  14.743 0.003
7306.70417  14.748 0.003
7312.63868  14.743 0.003
7317.62575  14.718 0.003
7324.59942  14.697 0.003
7334.55478  14.730 0.003
7339.58743  14.737 0.003
7344.60281  14.747 0.003
7348.58907  14.753 0.003
7354.61717  14.739 0.003
7357.57835  14.743 0.003
7361.55998  14.724 0.003
7364.55905  14.723 0.003
7367.59163  14.705 0.003
7374.59154  14.721 0.003
7378.54154  14.728 0.003
7383.56776  14.723 0.003
7387.59312  14.745 0.003
7390.54703  14.745 0.003
7396.54729  14.743 0.003
7401.53729  14.750 0.003
7404.54389  14.739 0.003
7407.55428  14.721 0.003
7416.54409  14.731 0.003
7433.52313  14.739 0.003
7550.94621  14.721 0.003
7560.89673  14.734 0.003
7567.93808  14.754 0.003
7576.92946  14.757 0.003
7583.87920  14.744 0.003
7587.91057  14.734 0.003
7593.86290  14.692 0.003
7601.84400  14.727 0.003
7604.80940  14.708 0.003
7611.80621  14.620 0.003
7617.80946  14.557 0.003
7621.76510  14.510 0.003
7622.77525  14.502 0.003
7623.74418  14.489 0.003
7624.76429  14.488 0.003
7624.77924  14.476 0.003
7625.75830  14.475 0.003
7626.74200  14.467 0.003
7629.79710  14.464 0.003
7630.74546  14.449 0.003
7631.79739  14.449 0.003
7632.76582  14.470 0.003
7633.80743  14.469 0.003
7634.75019  14.478 0.003
7636.75711  14.471 0.003
7637.72246  14.453 0.003
7639.74612  14.449 0.003
7643.70148  14.475 0.003
7646.69017  14.481 0.003
7647.71929  14.478 0.003
7648.73320  14.492 0.003
7649.74589  14.497 0.003
7650.72670  14.495 0.003
7651.73073  14.512 0.003
7652.70458  14.531 0.003
7653.73247  14.518 0.003
7655.72544  14.523 0.003
7656.69066  14.525 0.003
7657.68496  14.532 0.003
7658.69810  14.537 0.003
7659.69504  14.541 0.003
7660.67706  14.548 0.003
7661.69737  14.543 0.003
7662.71349  14.562 0.003
7663.64278  14.566 0.003
7664.66815  14.569 0.003
7666.66570  14.563 0.003
7667.65473  14.560 0.003
7671.69031  14.564 0.003
7679.77930  14.457 0.003
7681.71030  14.415 0.003
7682.68667  14.419 0.003
7683.63921  14.427 0.003
7687.66543  14.542 0.003
7689.65352  14.576 0.003
7690.67846  14.584 0.003
7691.62499  14.589 0.003
7700.59323  14.644 0.003
7708.56935  14.655 0.003
7714.61324  14.669 0.003
7716.59304  14.670 0.003
7724.57958  14.561 0.003
7734.58599  14.644 0.003
7739.57083  14.659 0.003
7744.53981  14.699 0.003
7754.56438  14.707 0.003
7758.56242  14.715 0.003
7763.58238  14.682 0.003
7767.54680  14.657 0.003
7772.54418  14.620 0.003
7923.93131  14.743 0.003
7932.94336  14.757 0.003
7938.89924  14.756 0.003
7944.86040  14.737 0.003
7948.86942  14.727 0.003
7952.90315  14.697 0.003
7957.93443  14.719 0.003
7960.92247  14.732 0.003
7964.91807  14.731 0.003
7971.84873  14.748 0.003
7973.81260  14.761 0.003
7980.77928  14.761 0.003
7983.80645  14.755 0.003
7986.76382  14.757 0.003
7991.80133  14.732 0.003
7994.76822  14.733 0.003
8001.74326  14.726 0.003
8004.73410  14.742 0.003
8010.71163  14.745 0.003
8017.78081  14.762 0.003
8020.76409  14.764 0.003
8027.64365  14.771 0.003
8031.79270  14.774 0.003
8034.68063  14.747 0.003
8037.67004  14.756 0.003
8040.77739  14.721 0.003
8043.66965  14.713 0.003
8046.60975  14.735 0.003
8053.66441  14.739 0.003
8057.63842  14.754 0.003
8064.55574  14.774 0.003
8067.58394  14.768 0.003
8071.54966  14.771 0.003
8075.56286  14.772 0.003
8080.55540  14.755 0.003
8085.55897  14.722 0.003
8090.58442  14.726 0.003
8094.56737  14.751 0.003
8103.53826  14.767 0.003
8110.58287  14.773 0.003
8115.57353  14.766 0.003
8122.57027  14.754 0.003
8132.59850  14.729 0.003
8136.54668  14.747 0.003
8138.55761  14.760 0.003
8139.58371  14.756 0.003
8140.56840  14.757 0.003
8142.53049  14.749 0.003
8284.93872  14.726 0.003
8291.92463  14.733 0.003
8306.88215  14.713 0.003
8311.87816  14.687 0.003
8312.89133  14.688 0.003
8318.90411  14.721 0.003
8328.81698  14.727 0.003
8332.82552  14.693 0.003
8335.84521  14.712 0.003
8336.87482  14.721 0.003
8340.81457  14.720 0.003
8344.76998  14.718 0.003
8347.75704  14.717 0.003
8355.79445  14.667 0.003
8358.78903  14.683 0.003
8362.79805  14.697 0.003
8366.84856  14.697 0.003
8371.75309  14.706 0.003
8376.72705  14.708 0.003
8383.68008  14.710 0.003
8385.70714  14.711 0.003
8393.70463  14.707 0.003
8406.64287  14.686 0.003
8410.63832  14.689 0.003
8415.59320  14.725 0.003
8422.77257  14.703 0.003
8423.58954  14.704 0.003
8424.64905  14.707 0.003
8426.62251  14.713 0.003
8427.57623  14.701 0.003
8430.60655  14.710 0.003
8432.57290  14.709 0.003
8432.59118  14.717 0.003
8436.52688  14.718 0.003
8436.64229  14.714 0.003
8437.60629  14.712 0.003
8440.57993  14.717 0.003
8441.61036  14.716 0.003
8442.56999  14.696 0.003
8443.54176  14.676 0.003
8444.60173  14.670 0.003
8444.60509  14.670 0.003
8444.63220  14.681 0.003
8445.63653  14.668 0.003
8446.64519  14.677 0.003
8447.56437  14.679 0.003
8448.53752  14.678 0.003
8448.55264  14.686 0.003
8449.58843  14.701 0.003
8450.59384  14.701 0.003
8451.55915  14.709 0.003
8451.60233  14.705 0.003
8452.60553  14.710 0.003
8453.59860  14.710 0.003
8454.56411  14.706 0.003
8454.63365  14.715 0.003
8456.66416  14.730 0.003
8457.60635  14.720 0.003
8459.60452  14.733 0.003
8461.55725  14.732 0.003
8461.60841  14.728 0.003
8462.57405  14.734 0.003
8464.60244  14.729 0.003
8465.56378  14.724 0.003
8465.60670  14.723 0.003
8467.61079  14.733 0.003
8468.56192  14.730 0.003
8469.55691  14.721 0.003
8471.57760  14.728 0.003
8472.58077  14.726 0.003
8473.55372  14.726 0.003
8474.56705  14.732 0.003
8475.56038  14.722 0.003
8476.55207  14.725 0.003
8477.56080  14.724 0.003
8478.56204  14.735 0.003
8479.56673  14.725 0.003
8480.55481  14.722 0.003
8481.54173  14.741 0.003
8482.54447  14.730 0.003
8483.55931  14.742 0.003
8484.55666  14.749 0.003
8487.54650  14.708 0.003
8488.53265  14.687 0.003
8491.54575  14.698 0.003
8495.55703  14.742 0.003
8496.56859  14.744 0.003
8500.54361  14.740 0.003
8503.56044  14.756 0.003
8504.56906  14.754 0.003
8507.56562  14.746 0.003
8510.57439  14.748 0.003
8511.56880  14.752 0.003
8516.56061  14.770 0.003
8643.92372  14.836 0.003
8648.93494  14.858 0.003
8650.92818  14.866 0.003
8655.93022  14.876 0.003
8663.90877  14.884 0.003
8667.88171  14.849 0.003
8669.88588  14.851 0.003
8676.87277  14.901 0.003
8683.86221  14.936 0.003
8691.88876  14.943 0.003
8695.83519  14.920 0.003
8701.80903  14.943 0.003
8705.79530  14.946 0.003
8711.80266  14.930 0.003
8715.77961  14.917 0.003
8719.78823  14.987 0.003
8723.75148  14.944 0.003
8727.73483  14.978 0.003
