"A_mean","A_stdev","A_median","A_errlo","A_errup","B_mean","B_stdev","B_median","B_errlo","B_errup","$log(f)$_mean","$log(f)$_stdev","$log(f)$_median","$log(f)$_errlo","$log(f)$_errup"
4.582904277947790761e-01,1.523083415365348303e-01,4.541605542725015709e-01,3.206391012507801008e-01,5.897492201217646723e-01,1.807225408222303997e+01,5.898857656032345353e+00,1.823447640460948094e+01,1.293409133582323989e+01,2.341534463281430334e+01,-1.872291298375957203e+00,4.001137679637984945e-01,-1.904582511452577620e+00,-2.262084708568294467e+00,-1.495974917345606947e+00
